"availability","brand_name","category","competitor_name","competitor_price","competitor_product_id","competitor_sale_price","currency","data_valid","discount_pct","gender_target","is_on_sale","product_name","scraped_at","sizes_available/0","sizes_available/1","sizes_available/2","sizes_available/3","sizes_available/4","sizes_available/5","sizes_available/6","sizes_available/7","sizes_available/8","sizes_available/9","sku_id","source_url","style_code"
"in_stock","Puma","Pants","tchooz","128","tchooz:9114712834305",,"USD","true",,"men","false","BMW MMS Sportswear MT7 Track Pants Men","2026-04-22T03:00:14Z","S","M","L","XL","XXL",,,,,,"4069162255990","https://tchoozshoes.com/products/63487601","63487601"
"in_stock","Puma","Jackets","tchooz","160","tchooz:9114712801537",,"USD","true",,"men","false","BMW MMS Sportswear MT7 Track Jacket Men","2026-04-22T03:00:14Z","S","M","L","XL","XXL",,,,,,"4069162253972","https://tchoozshoes.com/products/63487501","63487501"
"in_stock","Puma","Low Boots","tchooz","65","tchooz:9100414484737",,"USD","true",,"kids","false","CA Pro Classic GABY DOLLHOUSE PS","2026-04-22T03:00:14Z","White And Teal",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/40578201","40578201"
"in_stock","Puma","Low Boots","tchooz","128","tchooz:9092776526081",,"USD","true",,"men","false","CA Match Men","2026-04-22T03:00:14Z","41","42","42.5","43","44","44.5","45","46",,,"4067983118678","https://tchoozshoes.com/products/40077905","40077905"
"in_stock","Puma","Pants","tchooz","128","tchooz:9040759488769",,"USD","true",,"men","false","BMW MMS Sportswear Sweat Pants Men","2026-04-22T03:00:14Z","S","M","L","XL",,,,,,,"4069162253323","https://tchoozshoes.com/products/63488101","63488101"
"in_stock","Puma","Tees","tchooz","56","tchooz:9040759914753",,"USD","true",,"men","false","BMW MMS Ess Logo Tee Men","2026-04-22T03:00:14Z","S","M","XL",,,,,,,,"4069162193070","https://tchoozshoes.com/products/63489701","63489701"
"in_stock","Puma","Pants","tchooz","92","tchooz:9040759685377",,"USD","true",,"men","false","BMW MMS Ess Pants Ft Men","2026-04-22T03:00:14Z","S","M","L","XL",,,,,,,"4069162188861","https://tchoozshoes.com/products/63489401","63489401"
"in_stock","Puma","Low Boots","tchooz","153","tchooz:9038730690817",,"USD","true",,"men","false","Ayro Street Men","2026-04-22T03:00:14Z","41","42","43","44","44.5","45","46",,,,"4069161814587","https://tchoozshoes.com/products/31296502","31296502"
"in_stock","Adidas","Low Boots","tchooz","96","tchooz:8693920792833",,"USD","true",,"men","false","BARREDA Men","2026-04-22T03:00:14Z","43 1/3","44","45 1/3",,,,,,,,"4067904284161","https://tchoozshoes.com/products/ji2306","JI2306"
"in_stock","Puma","Low Boots","tchooz","82","tchooz:9100414517505",,"USD","true",,"women","false","Anzarun 2 Lite SLIPTECH Women","2026-04-22T03:00:14Z","37","37.5","38.5","41",,,,,,,"does_not_exist","https://tchoozshoes.com/products/40631207","40631207"
"in_stock","Puma","Low Boots","tchooz","70","tchooz:9045771714817",,"USD","true",,"kids","false","Anzarun Lite AC+ PS","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"4069161701351","https://tchoozshoes.com/products/37200948","37200948"
"out_of_stock","Adidas","Shoes","tchooz","153","tchooz:9021598793985","37","USD","true","75.82","men","true","Adidas F50 LEAGUE TF MESSI Football/soccer","2026-04-22T03:00:14Z",,,,,,,,,,,"4067897611517","https://tchoozshoes.com/products/ig9282","IG9282"
"in_stock","Puma","Low Boots","tchooz","70","tchooz:8282808254721",,"USD","true",,"unisex","false","Anzarun Lite AC+ PS Inf Footwear Sportstyle Kids PS Boys/Unisex","2026-04-22T03:00:14Z","28","29","30","31","32","34",,,,,"4062451497644","https://tchoozshoes.com/products/37200901","37200901"
"in_stock","Puma","Low Boots","tchooz","60","tchooz:8977064362241",,"USD","true",,"boys","false","ATTACANTO FG/AG Boys","2026-04-22T03:00:14Z","36","37","37.5","38","38.5",,,,,,"4099683038840","https://tchoozshoes.com/products/10748001","10748001"
"in_stock","Puma","Low boots","tchooz","70","tchooz:8751719448833",,"USD","true",,"men","false","ATTACANTO TT Men","2026-04-22T03:00:14Z","42.5","43","44.5","45","46",,,,,,"4067983117541","https://tchoozshoes.com/products/10747812","10747812"
"in_stock","Puma","Beanies","tchooz","25","tchooz:8980007977217",,"USD","true",,"kids","false","ANIMAL Mid Crown Beanie Junior","2026-04-22T03:00:14Z","YUTH",,,,,,,,,,"4069157147415","https://tchoozshoes.com/products/2656401","2656401"
"in_stock","Puma","Low Boots","tchooz","70","tchooz:9115231617281","52","USD","true","25.71","men","true","ATTACANTO FG/AG TEAMSPORT Men","2026-04-22T03:00:14Z","41","42","43","44","44.5","45","46","47",,,"does_not_exist","https://tchoozshoes.com/products/attacanto-fg-ag-teamsport-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","52","tchooz:9115231584513",,"USD","true",,"men","false","ATTACANTO TT TEAMSPORT Men","2026-04-22T03:00:14Z","42","42.5","43","44","45",,,,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-tt-teamsport-men","does_not_exist"
"in_stock","New Balance","Shoes","tchooz","169","tchooz:9115231551745",,"USD","true",,"men","false","New Balance 327 Lifestyle Men","2026-04-22T03:00:14Z","42","43","44","44.5",,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-327-lifestyle-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","100","tchooz:9115231453441",,"USD","true",,"men","false","Palermo Lth F-SPORTSTYLE PRIME Men","2026-04-22T03:00:14Z","43","44","44.5","45",,,,,,,"does_not_exist","https://tchoozshoes.com/products/palermo-lth-f-sportstyle-prime-men","does_not_exist"
"in_stock","Puma","Waterbottles","tchooz","15","tchooz:9115231387905",,"USD","true",,"unisex","false","PUMA TR bottle core TRAINING Unisex","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-tr-bottle-core-training-unisex","does_not_exist"
"in_stock","Puma","Bags","tchooz","70","tchooz:9115231355137",,"USD","true",,"unisex","false","BTS lunch bag and backpack Set CORE Women","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/bts-lunch-bag-and-backpack-set-core-women","does_not_exist"
"in_stock","Puma","Bags","tchooz","70","tchooz:9115231322369",,"USD","true",,"unisex","false","BTS lunch bag and backpack Set CORE Unisex","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/bts-lunch-bag-and-backpack-set-core-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115231256833",,"USD","true",,"unisex","false","ATTACANTO Graphic TEAMSPORT Unisex","2026-04-22T03:00:14Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-graphic-teamsport-unisex","does_not_exist"
"in_stock","Puma","Backpacks","tchooz","60","tchooz:9115231224065",,"USD","true",,"kids","false","FEED YOUR PUMA Backpack PRIME Kids","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/feed-your-puma-backpack-prime-kids","does_not_exist"
"in_stock","Puma","Backpacks","tchooz","60","tchooz:9115231158529",,"USD","true",,"girls","false","FEED YOUR PUMA Backpack PRIME Girls","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/feed-your-puma-backpack-prime-girls","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","25","tchooz:9115230863617",,"USD","true",,"boys","false","FUTURE 7 PLAY TT V Jr TEAMSPORT Boys","2026-04-22T03:00:14Z","38.5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/future-7-play-tt-v-jr-teamsport-boys","does_not_exist"
"in_stock","Puma","Caps","tchooz","35","tchooz:9115230798081",,"USD","true",,"women","false","Lightweight Runner Cap C-RUNNING/TRAINING Women","2026-04-22T03:00:14Z","ADLT",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/lightweight-runner-cap-c-running-training-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","10","tchooz:9115230667009",,"USD","true",,"boys","false","CLASSICS PUMA FC Tee A-SPORTSTYLE PRIME Boys","2026-04-22T03:00:14Z","6 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/classics-puma-fc-tee-a-sportstyle-prime-boys","does_not_exist"
"in_stock","Puma","Backpacks","tchooz","120","tchooz:9115230634241",,"USD","true",,"unisex","false","PUMA Wheel Backpack Set CORE Junior","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-wheel-backpack-set-core-junior","does_not_exist"
"in_stock","Puma","Caps","tchooz","35","tchooz:9115230568705",,"USD","true",,"unisex","false","PRIME Trucker Cap PRIME Unisex","2026-04-22T03:00:14Z","ADLT",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/prime-trucker-cap-prime-unisex","does_not_exist"
"in_stock","Puma","Caps","tchooz","35","tchooz:9115230535937","15","USD","true","57.14","unisex","true","ACM Team Cap TEAMSPORT Unisex","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/acm-team-cap-teamsport-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","35","tchooz:9115230503169",,"USD","true",,"unisex","false","PUMA Orbita LaLiga 1 MS TEAMSPORT Unisex","2026-04-22T03:00:14Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-orbita-laliga-1-ms-teamsport-unisex","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","155","tchooz:9115230437633",,"USD","true",,"men","false","Softride Frequence RUNNING Men","2026-04-22T03:00:14Z","41","42","43","44","45","46",,,,,"does_not_exist","https://tchoozshoes.com/products/softride-frequence-running-men","does_not_exist"
"in_stock","Puma","Bras","tchooz","70","tchooz:9115230372097","15","USD","true","78.57","women","true","4KEEPS CLOUDSPUN SCULPTING BRA TRAINING Women","2026-04-22T03:00:14Z","Purple",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/4keeps-cloudspun-sculpting-bra-training-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","60","tchooz:9115230208257",,"USD","true",,"unisex","false","All-Day Active AC+ PS Unisex/Boys","2026-04-22T03:00:14Z","28","29","30","31","32","33","34",,,,"does_not_exist","https://tchoozshoes.com/products/all-day-active-ac-ps-unisex-boys","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","70","tchooz:9115230142721",,"USD","true",,"women","false","Anzarun Lite Women","2026-04-22T03:00:14Z","37.5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/anzarun-lite-women","does_not_exist"
"in_stock","Puma","Tights","tchooz","10","tchooz:9115230077185",,"USD","true",,"girls","false","ESS+ Tropicat Leggings G Girls","2026-04-22T03:00:14Z","16 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-tropicat-leggings-g-girls","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115230011649","15","USD","true","50","unisex","true","PUMA PRESTIGE ball Unisex","2026-04-22T03:00:14Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-prestige-ball-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115229978881","15","USD","true","50","unisex","true","ATTACANTO Graphic Unisex","2026-04-22T03:00:14Z","Purple",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-graphic-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115229946113","15","USD","true","50","unisex","true","PUMA CAGE ball Unisex","2026-04-22T03:00:14Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-cage-ball-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115229913345","15","USD","true","50","unisex","true","PUMA FINAL Graphic ball Unisex","2026-04-22T03:00:14Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-final-graphic-ball-unisex","does_not_exist"
"in_stock","Puma","Ball","tchooz","35","tchooz:9115229880577","20","USD","true","42.86","unisex","true","PUMA KING ball Unisex","2026-04-22T03:00:14Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-king-ball-unisex","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","70","tchooz:9115229847809",,"USD","true",,"men","false","ATTACANTO FG/AG Men","2026-04-22T03:00:14Z","42","43","44","44.5","45","47","42.5",,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-fg-ag-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","80","tchooz:9115229782273",,"USD","true",,"boys","false","Kruz Profoam Boys","2026-04-22T03:00:14Z","37","37.5",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/kruz-profoam-boys","does_not_exist"
"in_stock","Puma","Tees","tchooz","10","tchooz:9115229683969",,"USD","true",,"boys","false","PUMA X TROLLS Tee Boys","2026-04-22T03:00:14Z","5 Years","6 Years",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-x-trolls-tee-boys","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","25","tchooz:9115229651201",,"USD","true",,"girls","false","PUMA X TROLLS Hoodie TR Girls","2026-04-22T03:00:14Z","4 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-x-trolls-hoodie-tr-girls","does_not_exist"
"in_stock","Puma","Tees","tchooz","10","tchooz:9115229618433",,"USD","true",,"boys","false","PUMA X TROLLS Graphic Tee Boys","2026-04-22T03:00:14Z","4 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-x-trolls-graphic-tee-boys","does_not_exist"
"in_stock","Puma","Tops","tchooz","25","tchooz:9115229290753",,"USD","true",,"women","false","STUDIO CLOUDSPUN RIB TANK Women","2026-04-22T03:00:14Z","M",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/studio-cloudspun-rib-tank-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","76","tchooz:9115229225217",,"USD","true",,"men","false","New Balance Footwear 237 Men","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-footwear-237-men","does_not_exist"
"in_stock","Adidas","Tights","tchooz","61","tchooz:9115229094145","27","USD","true","55.74","women","true","W FI 3S LEGGING A-NOT SPORTS SPECIFIC Women","2026-04-22T03:00:14Z","XS","S",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/w-fi-3s-legging-a-not-sports-specific-women","does_not_exist"
"in_stock","Puma","Gloves","tchooz","35","tchooz:9115229061377",,"USD","true",,"men","false","PUMA ULTRA Play RC Men","2026-04-22T03:00:14Z","8","10",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-ultra-play-rc-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","85","tchooz:9115228995841",,"USD","true",,"men","false","Easy Rider Vintage Men","2026-04-22T03:00:14Z","44","44.5","45","46","47",,,,,,"does_not_exist","https://tchoozshoes.com/products/easy-rider-vintage-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","30","tchooz:9115228930305",,"USD","true",,"women","false","ESS Logo Tee Women","2026-04-22T03:00:14Z","XS",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-logo-tee-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","30","tchooz:9115228897537",,"USD","true",,"men","false","ESS Logo Tee Men","2026-04-22T03:00:14Z","XXL",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-logo-tee-men","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","121","tchooz:9115228733697",,"USD","true",,"women","false","ADVANTAGE 2.0 Women","2026-04-22T03:00:14Z","38","38 2/3","39 1/3",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/advantage-2-0-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","184","tchooz:9115228602625","92","USD","true","50","women","true","New Balance Footwear-574 LEGACY Women","2026-04-22T03:00:14Z","36",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-footwear-574-legacy-women","does_not_exist"
"in_stock","Puma","Gloves","tchooz","35","tchooz:9115228569857",,"USD","true",,"unisex","false","PUMA ULTRA Play RC Unisex","2026-04-22T03:00:14Z","8","10",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-ultra-play-rc-unisex","does_not_exist"
"in_stock","Puma","Bags","tchooz","60","tchooz:9115228504321",,"USD","true",,"unisex","false","PUMA CHALLENGER Sports Bag Unisex","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-challenger-sports-bag-unisex","does_not_exist"
"in_stock","Puma","Bags","tchooz","20","tchooz:9115228471553",,"USD","true",,"unisex","false","PUMA PHASE Gym Sack Unisex","2026-04-22T03:00:14Z","Navy","X",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-phase-gym-sack-unisex","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","145","tchooz:9115228438785","85","USD","true","41.38","men","true","Easy Rider Mix Men","2026-04-22T03:00:14Z","White And Black",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/easy-rider-mix-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","70","tchooz:9115228406017",,"USD","true",,"boys","false","Flyer Lite 3 Jr Boys","2026-04-22T03:00:14Z","37",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/flyer-lite-3-jr-boys","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","65","tchooz:9115228373249",,"USD","true",,"boys","false","Flyer 3 AC+ PS Boys","2026-04-22T03:00:14Z","28","29","30","31",,,,,,,"does_not_exist","https://tchoozshoes.com/products/flyer-3-ac-ps-boys","does_not_exist"
"in_stock","Puma","Tees","tchooz","30","tchooz:9115228340481",,"USD","true",,"women","false","ESS Small No. 1 Logo Tee Women","2026-04-22T03:00:14Z","XS",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-small-no-1-logo-tee-women","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","77","tchooz:9115228274945",,"USD","true",,"women","false","BARREDA DECODE Women","2026-04-22T03:00:14Z","38 2/3",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/barreda-decode-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","115","tchooz:9115228209409","45","USD","true","60.87","women","true","Softride Pro Echo Slip-On NM Women","2026-04-22T03:00:14Z","36",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/softride-pro-echo-slip-on-nm-women","does_not_exist"
"in_stock","Puma","Pants","tchooz","70","tchooz:9115228176641",,"USD","true",,"men","false","ESS No. 1 Logo Sweatpants TR cl Men","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-no-1-logo-sweatpants-tr-cl-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","115","tchooz:9115228143873",,"USD","true",,"men","false","BB550 Men","2026-04-22T03:00:14Z","42.5","43",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/bb550-men","BB550"
"in_stock","Puma","Bags","tchooz","45","tchooz:9115228111105",,"USD","true",,"unisex","false","PUMA Phase Hooded Backpack Unisex","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-phase-hooded-backpack-unisex","does_not_exist"
"in_stock","Puma","Bags","tchooz","50","tchooz:9115228078337",,"USD","true",,"unisex","false","PL SMALL X-Body Unisex","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/pl-small-x-body-unisex","does_not_exist"
"in_stock","Puma","Tights","tchooz","20","tchooz:9115227980033",,"USD","true",,"women","false","LACE HW 5"" SHORT TIGHT Women","2026-04-22T03:00:14Z","L",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/lace-hw-5-short-tight-women","does_not_exist"
"in_stock","Puma","Pants","tchooz","70","tchooz:9115227848961",,"USD","true",,"men","false","ESS No. 1 Logo Sweatpants TR Men","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-no-1-logo-sweatpants-tr-men","does_not_exist"
"in_stock","Puma","Caps","tchooz","35","tchooz:9115227816193",,"USD","true",,"girls","false","PUMA x HK&FR Trucker Cap Jr Kids","2026-04-22T03:00:14Z","YUTH",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-x-hk-fr-trucker-cap-jr-kids","does_not_exist"
"in_stock","Puma","Ball","tchooz","35","tchooz:9115227783425",,"USD","true",,"unisex","false","NEYMAR JR Graphic ball Unisex","2026-04-22T03:00:14Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/neymar-jr-graphic-ball-unisex","does_not_exist"
"in_stock","Puma","Caps","tchooz","35","tchooz:9115227586817",,"USD","true",,"men","false","PL BB Cap Men","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/pl-bb-cap-men","does_not_exist"
"in_stock","Puma","Caps","tchooz","20","tchooz:9115227554049",,"USD","true",,"boys","false","ESS NO.1 LOGO BB Cap Jr","2026-04-22T03:00:14Z","YUTH","Purple","Navy",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-no-1-logo-bb-cap-jr","does_not_exist"
"in_stock","Puma","Caps","tchooz","35","tchooz:9115227521281",,"USD","true",,"kids","false","PUMA x HOT WHEELS BB Cap Jr","2026-04-22T03:00:14Z","YUTH",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-x-hot-wheels-bb-cap-jr","does_not_exist"
"in_stock","Puma","Caps","tchooz","49","tchooz:9115227488513",,"USD","true",,,"false","BMW MMS BB Cap","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/bmw-mms-bb-cap","does_not_exist"
"in_stock","Puma","Caps","tchooz","40","tchooz:9115227455745",,"USD","true",,"men","false","BMW MMS BB Cap Men","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/bmw-mms-bb-cap-men","does_not_exist"
"in_stock","Puma","Gloves","tchooz","45","tchooz:9115227422977",,"USD","true",,"men","false","TR Ess Gloves Up Men","2026-04-22T03:00:14Z","L",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/tr-ess-gloves-up-men","does_not_exist"
"in_stock","Puma","Gloves","tchooz","35","tchooz:9115227390209",,"USD","true",,"women","false","TR Gym Gloves Women","2026-04-22T03:00:14Z","Purple",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/tr-gym-gloves-women","does_not_exist"
"in_stock","Puma","Sportband","tchooz","30","tchooz:9115227357441",,"USD","true",,"women","false","AT Sportbands (6pcs) Women","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/at-sportbands-6pcs-women","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115227324673",,"USD","true",,"men","false","ATTACANTO Graphic Men","2026-04-22T03:00:14Z","5","Yellow",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-graphic-men","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115227291905",,"USD","true",,"men","false","PUMA Big Cat ball Men","2026-04-22T03:00:14Z","5","Yellow",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-big-cat-ball-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","20","tchooz:9115227259137",,"USD","true",,"girls","false","TAD ESS High Waist 7/8 Tights G Girls","2026-04-22T03:00:14Z","16 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/tad-ess-high-waist-7-8-tights-g-girls","does_not_exist"
"in_stock","Puma","Pants","tchooz","110","tchooz:9115227160833","40","USD","true","63.64","men","true","ROAD TO UNITY AOP Pants DK op Men","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/road-to-unity-aop-pants-dk-op-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","15","tchooz:9115226964225",,"USD","true",,"girls","false","ESS ANIMAL AOP Leggings G Girls","2026-04-22T03:00:14Z","14 Years","16 Years",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-animal-aop-leggings-g-girls","does_not_exist"
"in_stock","Puma","Tights","tchooz","15","tchooz:9115226898689",,"USD","true",,"girls","false","PUMA CLASS High Waist Leggings G Girls","2026-04-22T03:00:14Z","14 Years","16 Years",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-class-high-waist-leggings-g-girls","does_not_exist"
"in_stock","Puma","Tights","tchooz","20","tchooz:9115226833153",,"USD","true",,"girls","false","PUMA CLASS HW Flared Leggings G Girls","2026-04-22T03:00:14Z","14 Years","16 Years",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-class-hw-flared-leggings-g-girls","does_not_exist"
"in_stock","Puma","Low boots","tchooz","70","tchooz:9115226800385",,"USD","true",,"men","false","ATTACANTO IT Men","2026-04-22T03:00:14Z","39","41","42","42.5","44.5","45","46",,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-it-men","does_not_exist"
"in_stock","Puma","Low boots","tchooz","60","tchooz:9115226734849",,"USD","true",,"men","false","Easy Rider Road to Unity Men","2026-04-22T03:00:14Z","Burgundy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/easy-rider-road-to-unity-men","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","105","tchooz:9115226702081",,"USD","true",,"women","false","SAMBA LT Women","2026-04-22T03:00:14Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/samba-lt-women","does_not_exist"
"in_stock","Adidas","Sandals","tchooz","56","tchooz:9115226669313",,"USD","true",,"men","false","ADILETTE COMFORT MER Men","2026-04-22T03:00:14Z","43 1/3",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/adilette-comfort-mer-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","65","tchooz:9115226636545","25","USD","true","61.54","women","true","TAD GRAPHIC TIGHT Women","2026-04-22T03:00:14Z","Burgundy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/tad-graphic-tight-women","does_not_exist"
"in_stock","Puma","Shorts","tchooz","90","tchooz:9115226571009",,"USD","true",,"women","false","RUN ULTRAWEAVE 2IN1 4 SHORT Women","2026-04-22T03:00:14Z","XS","L",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/run-ultraweave-2in1-4-short-women","does_not_exist"
"in_stock","Puma","Tights","tchooz","57","tchooz:9115226538241",,"USD","true",,"women","false","TAD ESSENTIAL TIGHT - H7/Women","2026-04-22T03:00:14Z","XS",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/tad-essential-tight-h7-women","does_not_exist"
"in_stock","Puma","Tights","tchooz","30","tchooz:9115226505473",,"USD","true",,"women","false","PUMA STRONG COLORBLOCK TIGHT Women","2026-04-22T03:00:14Z","Purple",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-strong-colorblock-tight-women","does_not_exist"
"in_stock","Puma","Shorts","tchooz","90","tchooz:9115226472705","45","USD","true","50","men","true","RUN ULTRAWEAVE 2IN1 5 SHORT Men","2026-04-22T03:00:14Z","S",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/run-ultraweave-2in1-5-short-men","does_not_exist"
"in_stock","Puma","Shorts","tchooz","70","tchooz:9115226439937","20","USD","true","71.43","women","true","RUN KNIT 3” SPLIT SHORT Women","2026-04-22T03:00:14Z","XS",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/run-knit-3-split-short-women","does_not_exist"
