"availability","brand_name","category","competitor_name","competitor_price","competitor_product_id","competitor_sale_price","currency","data_valid","discount_pct","gender_target","is_on_sale","product_name","scraped_at","sizes_available/0","sizes_available/1","sizes_available/2","sizes_available/3","sizes_available/4","sizes_available/5","sizes_available/6","sizes_available/7","sizes_available/8","sizes_available/9","sku_id","source_url","style_code"
"in_stock","Puma","Low Boots","tchooz","113","tchooz:9130068410625",,"USD","true",,"women","false","Softride Sera Animal Pack Women","2026-04-22T03:00:15Z","36","37.5","38","38.5","39","40",,,,,"does_not_exist","https://tchoozshoes.com/products/softride-sera-animal-pack-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","150","tchooz:9130068312321",,"USD","true",,"men","false","Mostro OG Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","45","46","47",,"does_not_exist","https://tchoozshoes.com/products/mostro-og-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","44","tchooz:9130068181249",,"USD","true",,"women","false","W TAD ESSENTIAL Baby Tee Women","2026-04-22T03:00:15Z","S","M","L","XS",,,,,,,"does_not_exist","https://tchoozshoes.com/products/w-tad-essential-baby-tee-women","does_not_exist"
"in_stock","Puma","Shorts","tchooz","67","tchooz:9130068017409",,"USD","true",,"men","false","PUMATECH Shorts DK Men","2026-04-22T03:00:15Z","S","M","L","XL",,,,,,,"does_not_exist","https://tchoozshoes.com/products/pumatech-shorts-dk-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","200","tchooz:9130067689729",,"USD","true",,"men","false","Fade Nitro LS Men","2026-04-22T03:00:15Z","41","42","43","44","44.5","45","46",,,,"does_not_exist","https://tchoozshoes.com/products/fade-nitro-ls-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","200","tchooz:9130067558657",,"USD","true",,"men","false","Fade Nitro Ripstop TR Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","45","46","47",,"does_not_exist","https://tchoozshoes.com/products/fade-nitro-ripstop-tr-men","does_not_exist"
"in_stock","Puma","Shinguards","tchooz","25","tchooz:9130067460353",,"USD","true",,"unisex","false","ULTRA Light Strap","2026-04-22T03:00:15Z","S","M","L","XL",,,,,,,"does_not_exist","https://tchoozshoes.com/products/ultra-light-strap","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9130067296513",,"USD","true",,"unisex","false","PUMA PRESTIGE ball","2026-04-22T03:00:15Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-prestige-ball","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","75","tchooz:9130067198209",,"USD","true",,"men","false","Skyrocket Lite Trail WTR Men","2026-04-22T03:00:15Z","44","44.5",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/skyrocket-lite-trail-wtr-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","113","tchooz:9130067132673",,"USD","true",,"men","false","Softride Exo Flex Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","45","46",,,"does_not_exist","https://tchoozshoes.com/products/softride-exo-flex-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","45","tchooz:9130067067137",,"USD","true",,"kids","false","Kruz Profoam AC+ PS","2026-04-22T03:00:15Z","30","32","33",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/kruz-profoam-ac-ps","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","82","tchooz:9130067001601","70","USD","true","14.63","men","true","PUMA CATCH Men","2026-04-22T03:00:15Z","Navy","41","42","42.5","43","44","44.5","45","46","47","does_not_exist","https://tchoozshoes.com/products/puma-catch-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9130066903297","75","USD","true","18.48","men","true","Softride Cosmic LT SLIPTECH Men","2026-04-22T03:00:15Z","41","42","44","45","46","47",,,,,"does_not_exist","https://tchoozshoes.com/products/softride-cosmic-lt-sliptech-men","does_not_exist"
"in_stock","Puma","Pants","tchooz","105","tchooz:9130066837761","75","USD","true","28.57","men","true","PUMATECH Track Pants WV cl Men","2026-04-22T03:00:15Z","S","L","XL",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/pumatech-track-pants-wv-cl-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","76","tchooz:9130066510081",,"USD","true",,"men","false","Ferrari Premium TEE Men","2026-04-22T03:00:15Z","S","M","L","XL",,,,,,,"does_not_exist","https://tchoozshoes.com/products/ferrari-premium-tee-men","does_not_exist"
"in_stock","Puma","Polos","tchooz","72","tchooz:9130066411777",,"USD","true",,"men","false","PL ESS Polo Men","2026-04-22T03:00:15Z","S","M","L","XL",,,,,,,"does_not_exist","https://tchoozshoes.com/products/pl-ess-polo-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","72","tchooz:9130066346241",,"USD","true",,"men","false","BMW MMS Sportswear MT7 Tee Men","2026-04-22T03:00:15Z","S","M","L","XL",,,,,,,"does_not_exist","https://tchoozshoes.com/products/bmw-mms-sportswear-mt7-tee-men","does_not_exist"
"in_stock","Puma","Polos","tchooz","56","tchooz:9130066215169",,"USD","true",,"men","false","ESS No. 1 Logo Pique Polo Men","2026-04-22T03:00:15Z","Navy","S","M","L","XL","XXL",,,,,"does_not_exist","https://tchoozshoes.com/products/ess-no-1-logo-pique-polo-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","31","tchooz:9130066149633",,"USD","true",,"men","false","ESS 2 COLOR Small No. 1 Logo Tee Men","2026-04-22T03:00:15Z","S","M","L","XL",,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-2-color-small-no-1-logo-tee-men","does_not_exist"
"in_stock","Puma","Pants","tchooz","82","tchooz:9130066084097",,"USD","true",,"women","false","EVOSTRIPE Sweatpants DK op Women","2026-04-22T03:00:15Z","XS","S","M","L",,,,,,,"does_not_exist","https://tchoozshoes.com/products/evostripe-sweatpants-dk-op-women","does_not_exist"
"in_stock","On","Low Boots","tchooz","229","tchooz:9130065920257",,"USD","true",,"men","false","Cloudmonster 3 Men","2026-04-22T03:00:15Z","42","43","44","45",,,,,,,"does_not_exist","https://tchoozshoes.com/products/cloudmonster-3-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","144","tchooz:9128729641217",,"USD","true",,"men","false","H-Street Chrome Men","2026-04-22T03:00:15Z","Gold","Silver",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/h-street-chrome-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","154","tchooz:9128726036737",,"USD","true",,"men","false","H-Street OG Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","45","46","47",,"does_not_exist","https://tchoozshoes.com/products/h-street-og-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","154","tchooz:9128726003969","110","USD","true","28.57","women","true","H-Street OG Women","2026-04-22T03:00:15Z","36","37","38","39","40","41","Purple",,,,"does_not_exist","https://tchoozshoes.com/products/h-stree-og-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9120103170305",,"USD","true",,"men","false","Court Classic Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","45","46","47","White And Green","does_not_exist","https://tchoozshoes.com/products/court-classic-men","does_not_exist"
"in_stock","On","Low Boots","tchooz","179","tchooz:9120103104769",,"USD","true",,"women","false","Cloud 6 Women","2026-04-22T03:00:15Z","Beige","37","36","39","40",,,,,,"does_not_exist","https://tchoozshoes.com/products/cloud-6-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","97","tchooz:9120103072001",,"USD","true",,"women","false","Vikky Star Women","2026-04-22T03:00:15Z","White And Pink",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/vikky-star-women","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","105","tchooz:9120103039233","74","USD","true","29.52","men","true","VL COURT BASE MER Men","2026-04-22T03:00:15Z","45 1/3","Black And Blue","42",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/vl-court-base-mer-men","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","175","tchooz:9120103006465","66","USD","true","62.29","men","true","SAMBA XLG Men","2026-04-22T03:00:15Z","White And Blue","White And Red",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/samba-xlg-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","65","tchooz:9120102973697","50","USD","true","23.08","kids","true","Puma Rickie Junior","2026-04-22T03:00:15Z","36",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-rickie-junior","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","135","tchooz:9120102940929","45","USD","true","66.67","women","true","Palermo Elevata Lth Women","2026-04-22T03:00:15Z","White And Olive","36","38","40","38.5",,,,,,"does_not_exist","https://tchoozshoes.com/products/palermo-elevata-lth-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","140","tchooz:9120102875393","110","USD","true","21.43","women","true","PUMA Cali Court Match Women","2026-04-22T03:00:15Z","White And Blue","White And Pink",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-cali-court-match-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","169","tchooz:9120102842625",,"USD","true",,"men","false","New Balance Footwear-530 Men","2026-04-22T03:00:15Z","42.5","43","44","45",,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-footwear-530-men","MR530"
"in_stock","New Balance","Low Boots","tchooz","118","tchooz:9120102809857",,"USD","true",,"men","false","NEW BALANCE-530 Men","2026-04-22T03:00:15Z","White And Black","Silver",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-530-men","MR530"
"in_stock","Puma","Low Boots","tchooz","175","tchooz:9120102777089","125","USD","true","28.57","men","true","Mostro Perf Men","2026-04-22T03:00:15Z","White And Black","41","42","43","44","44.5","45","46",,,"does_not_exist","https://tchoozshoes.com/products/mostro-perf-men","does_not_exist"
"in_stock","Puma","Caps","tchooz","25","tchooz:9120102711553",,"USD","true",,"unisex","false","ESS SCRIPT LOGO Dad Cap Unisex","2026-04-22T03:00:15Z","White And Black",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-script-logo-dad-cap-unisex","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","82","tchooz:9120102678785",,"USD","true",,"women","false","Court Lally Metallic Whisper Women","2026-04-22T03:00:15Z","White And Gold","White And Silver",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/court-lally-metallic-whisper-women","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","175","tchooz:9120101499137","123","USD","true","29.71","women","true","SAMBA JP Women","2026-04-22T03:00:15Z","38 2/3","39 1/3","37 1/3","38",,,,,,,"does_not_exist","https://tchoozshoes.com/products/samba-jp-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","199","tchooz:9120101400833","120","USD","true","39.7","women","true","New Balance 327 Women","2026-04-22T03:00:15Z","36","36.5",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance327women","does_not_exist"
"in_stock","Puma","Tees","tchooz","37","tchooz:9118183686401","30","USD","true","18.92","boys","true","SUPER PUMA Graphic Tee Boys","2026-04-22T03:00:15Z","8 Years","10 Years","12 Years","14 Years","16 Years","Yellow",,,,,"does_not_exist","https://tchoozshoes.com/products/super-puma-graphic-tee-boys","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","35","tchooz:9118152687873",,"USD","true",,"men","false","Divecat v2 Lite Men","2026-04-22T03:00:15Z","Navy","40.5","42","43","46","47",,,,,"does_not_exist","https://tchoozshoes.com/products/divecat-v2-lite-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","120","tchooz:9118151147777",,"USD","true",,"men","false","Scend Pro 2 Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","45","46","47",,"does_not_exist","https://tchoozshoes.com/products/scend-pro-2-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","15","tchooz:9117929505025",,"USD","true",,"girls","false","Ess+ Logo Leggings G Sportstyle/Core Girls","2026-04-22T03:00:15Z","16 years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-logo-leggings-g-sportstyle-core-girls","does_not_exist"
"in_stock","Adidas","Tee","tchooz","75","tchooz:9117903225089",,"USD","true",,"men","false","Adidas INTER MIAMI IMCF JSY HOME Football Men","2026-04-22T03:00:15Z","M","L","XL",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/adidas-inter-miami-imcf-jsy-home-football-men","does_not_exist"
"in_stock","Adidas","Tee","tchooz","70","tchooz:9117900734721",,"USD","true",,"men","false","Adidas INTER MIAMI IMCF JSY AWAY Football Men","2026-04-22T03:00:15Z","L","XL",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/adidas-inter-miami-imcf-jsy-away-football-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","118","tchooz:9117887365377",,"USD","true",,"men","false","NEW BALANCE-327 Men","2026-04-22T03:00:15Z","44",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-327men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","255","tchooz:9117881827585",,"USD","true",,"women","false","NEW BALANCE-9060 Women","2026-04-22T03:00:15Z","40.5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-9060women","does_not_exist"
"in_stock","Puma","Tees","tchooz","40","tchooz:9117875044609",,"USD","true",,"men","false","M TAD TECH Triblend Tee Men","2026-04-22T03:00:15Z","Navy","S","XL","XXL",,,,,,,"does_not_exist","https://tchoozshoes.com/products/m-tad-tech-triblend-tee-men","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","191","tchooz:9117850534145","134","USD","true","29.84","men","true","OZWEEGO F-LIFESTYLE Men","2026-04-22T03:00:15Z","41 1/3","46",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ozweegof-lifestyle-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","169","tchooz:9117850435841",,"USD","true",,"men","false","NEW BALANCE 530 Men","2026-04-22T03:00:15Z","42","44","45","46.5",,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-530men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","92","tchooz:9115234271489",,"USD","true",,"men","false","Puma Rickie Classic Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","46","47",,,"does_not_exist","https://tchoozshoes.com/products/puma-rickie-classic-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","113","tchooz:9115234238721",,"USD","true",,"men","false","Softride Exo Men","2026-04-22T03:00:15Z","41","42","42.5","43","44","44.5","45","46","47",,"does_not_exist","https://tchoozshoes.com/products/softride-exo-men","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115234140417",,"USD","true",,"unisex","false","individualRISE Graphic ball","2026-04-22T03:00:15Z","White And Red","White And Blue",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/individualrise-graphic-ball","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","118","tchooz:9115234009345",,"USD","true",,"women","false","Softride Enzo 5 Metallic Women","2026-04-22T03:00:15Z","36","37","37.5","38","38.5","39","40","41",,,"does_not_exist","https://tchoozshoes.com/products/softride-enzo-5-metallic-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","55","tchooz:9115233943809","45","USD","true","18.18","kids","true","Puma Rickie AC+ PS","2026-04-22T03:00:15Z","28","30","31","32","33","34",,,,,"does_not_exist","https://tchoozshoes.com/products/puma-rickie-ac-ps","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","145","tchooz:9115233812737","100","USD","true","31.03","women","true","Palermo Moda Tongue Women","2026-04-22T03:00:15Z","36","37","37.5","38","38.5","39","40",,,,"does_not_exist","https://tchoozshoes.com/products/palermo-moda-tongue-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","150","tchooz:9115233779969",,"USD","true",,"men","false","PWR Hybrid TR Men","2026-04-22T03:00:15Z","41","42","43","44","44.5","45","46","47",,,"does_not_exist","https://tchoozshoes.com/products/pwr-hybrid-tr-men","does_not_exist"
"in_stock","Puma","Socks","tchooz","30","tchooz:9115233747201",,"USD","true",,"unisex","false","PUMA Kids Quarter Socks (9 Pairs)","2026-04-22T03:00:15Z","39-42(Socks)",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-kids-quarter-socks-9-pairs","does_not_exist"
"in_stock","Puma","Socks","tchooz","30","tchooz:9115233714433",,"USD","true",,"unisex","false","PUMA ELEMENTS UNISEX SNEAKER (6 Pairs)","2026-04-22T03:00:15Z","35-38 (Socks)","Black And Gray",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-elements-unisex-sneaker-6-pairs","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","128","tchooz:9115233648897",,"USD","true",,"women","false","GRAND COURT 3.0 Women","2026-04-22T03:00:15Z","38","39 1/3",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/grand-court-3-0-women","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","128","tchooz:9115233616129",,"USD","true",,"men","false","GRAND COURT 3.0 Men","2026-04-22T03:00:15Z","White And Black","White And Navy",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/grand-court-3-0-men","does_not_exist"
"in_stock","Puma","Sportband","tchooz","15","tchooz:9115233550593",,"USD","true",,"unisex","false","Cat Wristband","2026-04-22T03:00:15Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/cat-wristband","does_not_exist"
"in_stock","Puma","Water Bottle","tchooz","20","tchooz:9115233321217",,"USD","true",,"unisex","false","PUMA Tr Performance Bottle Running/Training Unisex","2026-04-22T03:00:15Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-tr-performance-bottle-running-training-unisex","does_not_exist"
"in_stock","Liveup and Fitness Brands","Yoga Roller","tchooz","16","tchooz:9115233255681",,"USD","true",,"unisex","false","Yoga Foam Roller","2026-04-22T03:00:15Z","Purple",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/yoga-foam-roller","does_not_exist"
"in_stock","Puma","Sportband","tchooz","30","tchooz:9115233190145",,"USD","true",,"unisex","false","AT Sportbands (6Pcs) Running/Training Unisex","2026-04-22T03:00:15Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/at-sportbands-6pcs-running-training-unisex","does_not_exist"
"in_stock","Puma","Gloves","tchooz","35","tchooz:9115232862465",,"USD","true",,"women","false","Tr Gym Gloves Running/Training Women","2026-04-22T03:00:15Z","M",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/tr-gym-gloves-running-training-women","does_not_exist"
"in_stock","Puma","Pants","tchooz","65","tchooz:9115232829697",,"USD","true",,"men","false","Ess Logo Pants Terry Close Sportstyle/Core Men","2026-04-22T03:00:15Z","Navy",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-logo-pants-terry-close-sportstyle-core-men","does_not_exist"
"in_stock","Puma","Shoes","tchooz","70","tchooz:9115232796929",,"USD","true",,"unisex","false","Anzarun Lite Ac Sportstyle/Core Pre-School Unisex/Boys","2026-04-22T03:00:15Z","28","30","31","34",,,,,,,"does_not_exist","https://tchoozshoes.com/products/anzarun-lite-ac-sportstyle-core-pre-school-unisex-boys","does_not_exist"
"in_stock","Puma","Tights","tchooz","10","tchooz:9115232764161",,"USD","true",,"girls","false","Ess Small Logo Leggings Sportstyle/Core Girls","2026-04-22T03:00:15Z","16 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-small-logo-leggings-sportstyle-core-girls","does_not_exist"
"in_stock","Adidas","Shoes","tchooz","175","tchooz:9115232600321","61","USD","true","65.14","women","true","Adidas Stan Smith Millencon Lifestyle Women","2026-04-22T03:00:15Z","36",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/adidas-stan-smith-millencon-lifestyle-women","BF2023"
"in_stock","Puma","Shoes","tchooz","75","tchooz:9115232502017","55","USD","true","26.67","unisex","true","Graviton Jr Sportstyle/Core Junior Unisex/Boys","2026-04-22T03:00:15Z","36","38",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/graviton-jr-sportstyle-core-junior-unisex-boys","does_not_exist"
"in_stock","Puma","Shoes","tchooz","70","tchooz:9115232436481",,"USD","true",,"men","false","ATTACANTO TT Football Men","2026-04-22T03:00:15Z","42","42.5","43",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/attacanto-tt-football-men","does_not_exist"
"in_stock","New Balance","Shoes","tchooz","70","tchooz:9115232403713",,"USD","true",,"men","false","New Balance 997R Lifestyle Men","2026-04-22T03:00:15Z","45.5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-997r-lifestyle-men","F0307"
"in_stock","New Balance","Shoes","tchooz","90","tchooz:9115232338177",,"USD","true",,"men","false","New Balance 574 Lifestyle Men","2026-04-22T03:00:15Z","44.5","45.5",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-574-lifestyle-men","does_not_exist"
"in_stock","Puma","Shoes","tchooz","85","tchooz:9115232272641",,"USD","true",,"women","false","PUMA Cali Court Lth Wns Sportstyle/Core Women","2026-04-22T03:00:15Z","37","37.5",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-cali-court-lth-wns-sportstyle-core-women","does_not_exist"
"in_stock","Puma","Boxer","tchooz","30","tchooz:9115232043265",,"USD","true",,"men","false","PUMA Men's Trunks 2 pack Black -NO EXCHANGE-","2026-04-22T03:00:15Z","XL",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-mens-trunks-2-pack-black-no-exchange","does_not_exist"
"in_stock","Puma","Boxer","tchooz","30","tchooz:9115232010497",,"USD","true",,"men","false","PUMA Men's Trunks 2 pack Dark Grey -NO EXCHANGE-","2026-04-22T03:00:15Z","M","XL",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-mens-trunks-2-pack-dark-grey-no-exchange","does_not_exist"
"in_stock","Puma","Tights","tchooz","5","tchooz:9115231977729",,"USD","true",,"women","false","PUMA X X-GIRL AOP Short Tights Women Sportstyle Prime","2026-04-22T03:00:15Z","S","M",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-x-x-girl-aop-short-tights-women-sportstyle-prime","does_not_exist"
"in_stock","Puma","Training Balls","tchooz","35","tchooz:9115231944961","25","USD","true","28.57","women","true","PUMA CAGE ball Men Teamsport","2026-04-22T03:00:15Z","5",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-cage-ball-men-teamsport","does_not_exist"
"in_stock","Adidas","Shoes","tchooz","151","tchooz:9115231912193","53","USD","true","64.9","women","true","Adidas Women Ubounce Dna Shoes, Black","2026-04-22T03:00:15Z","36","36 2/3",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/adidas-women-ubounce-dna-shoes-black","does_not_exist"
"in_stock","Puma","Shinguards","tchooz","25","tchooz:9115231813889",,"USD","true",,"unisex","false","ULTRA Light Strap C-TEAMSPORT Unisex","2026-04-22T03:00:15Z","XS","M","L",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ultra-light-strap-c-teamsport-unisex","13061"
"in_stock","Puma","Tights","tchooz","50","tchooz:9115231650049","10","USD","true","80","women","true","EVOKNIT 7/8 High-Waist Tights A-SPORTSTYLE CORE Women","2026-04-22T03:00:15Z","XS",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/evoknit-7-8-high-waist-tights-a-sportstyle-core-women","does_not_exist"
