"availability","brand_name","category","competitor_name","competitor_price","competitor_product_id","competitor_sale_price","currency","data_valid","discount_pct","gender_target","is_on_sale","product_name","scraped_at","sizes_available/0","sizes_available/1","sizes_available/2","sizes_available/3","sizes_available/4","sizes_available/5","sizes_available/6","sizes_available/7","sizes_available/8","sizes_available/9","sizes_available/10","sizes_available/11","sku_id","source_url","style_code"
"in_stock","Puma","Low Boots","tchooz","75","tchooz:9115215659265","55","USD","true","26.67","kids","true","Puma Caven 2.0 Block Junior","2026-05-22T03:00:12Z","37",,,,,,,,,,,,"39446117","https://tchoozshoes.com/products/puma-caven-2-0-block-junior","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","165","tchooz:9115215593729","115","USD","true","30.3","men","true","Easy Rider Futbolito Men","2026-05-22T03:00:12Z","41","42","43","44","44.5","45","46","47",,,,,"40317601","https://tchoozshoes.com/products/easy-rider-futbolito-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","150","tchooz:9115215560961","105","USD","true","30","men","true","GV Special Elevated Men","2026-05-22T03:00:12Z","42","44.5","45",,,,,,,,,,"40322902","https://tchoozshoes.com/products/gv-special-elevated-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","38","tchooz:9115215331585",,"USD","true",,"men","false","M TAD ESSENTIALS SOLID CAT TEE (LC small cat) Men","2026-05-22T03:00:12Z","XL","XXL",,,,,,,,,,,"52590869","https://tchoozshoes.com/products/m-tad-essentials-solid-cat-tee-lc-small-cat-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","82","tchooz:9115215266049","55","USD","true","32.93","women","true","W RUN VELOCITY FL TIGHT Women","2026-05-22T03:00:12Z","XS","M","L",,,,,,,,,,"52659175","https://tchoozshoes.com/products/w-run-velocity-fl-tight-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","55","tchooz:9115215167745","40","USD","true","27.27","women","true","W GREEN TERRAINS FASHION GRAPHIC TEE Women","2026-05-22T03:00:12Z","XS","M",,,,,,,,,,,"52807846","https://tchoozshoes.com/products/w-green-terrains-fashion-graphic-tee-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","37","tchooz:9115215134977","25","USD","true","32.43","boys","true","PUMA X HOT WHEELS Graphic Tee Boys","2026-05-22T03:00:12Z","6-7 Years",,,,,,,,,,,,"63239501","https://tchoozshoes.com/products/puma-x-hot-wheels-graphic-tee-boys","does_not_exist"
"in_stock","Puma","Jackets","tchooz","155","tchooz:9115215069441",,"USD","true",,"men","false","ESS Padded Jacket Men","2026-05-22T03:00:12Z","XXL","Navy",,,,,,,,,,,"68521001","https://tchoozshoes.com/products/ess-padded-jacket-men","does_not_exist"
"in_stock","Puma","Jackets","tchooz","115","tchooz:9115215036673","80","USD","true","30.43","women","true","ESS Padded Vest Women","2026-05-22T03:00:12Z","S","XS",,,,,,,,,,,"68522987","https://tchoozshoes.com/products/ess-padded-vest-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","32","tchooz:9115215003905","20","USD","true","37.5","boys","true","MID90s Graphic Tee III Boys","2026-05-22T03:00:12Z","7-8 Years","9-10 Years","11-12 Years",,,,,,,,,,"68847226","https://tchoozshoes.com/products/mid90s-graphic-tee-iii-boys","does_not_exist"
"in_stock","Puma","Pants","tchooz","62","tchooz:9115214971137","45","USD","true","27.42","boys","true","MID90s Cargo Sweatpants FL Boys","2026-05-22T03:00:12Z","7-8 Years","9-10 Years","11-12 Years","15-16 Years",,,,,,,,,"68847475","https://tchoozshoes.com/products/mid90s-cargo-sweatpants-fl-boys","does_not_exist"
"in_stock","On","Low Boots","tchooz","195","tchooz:9115214938369",,"USD","true",,"men","false","Cloudswift 4 Men","2026-05-22T03:00:12Z","44.5","45","Navy",,,,,,,,,,"3MF10134320","https://tchoozshoes.com/products/cloudswift-4-men","does_not_exist"
"in_stock","Puma","Jackets","tchooz","65","tchooz:9115214741761","45","USD","true","30.77","boys","true","MOODY CAT Bomber PS","2026-05-22T03:00:12Z","4-5 Years","5-6 Years","6-7 Years",,,,,,,,,,"63220801","https://tchoozshoes.com/products/moody-cat-bomber-ps","does_not_exist"
"in_stock","Puma","Tees","tchooz","45","tchooz:9115214676225","30","USD","true","33.33","boys","true","SUPER PUMA Graphic Longsleeve Tee Boys","2026-05-22T03:00:12Z","7-8 Years","15-16 Years",,,,,,,,,,,"63223401","https://tchoozshoes.com/products/super-puma-graphic-longsleeve-tee-boys","does_not_exist"
"in_stock","Puma","Tees","tchooz","37","tchooz:9115214643457","25","USD","true","32.43","girls","true","PUMA X HELLO KITTY & FRIENDS Slim Tee Girls","2026-05-22T03:00:12Z","6-7 Years",,,,,,,,,,,,"63239102","https://tchoozshoes.com/products/puma-x-hello-kitty-friends-slim-tee-girls","does_not_exist"
"in_stock","Puma","Tees","tchooz","60","tchooz:9115214545153","40","USD","true","33.33","men","true","Neymar JR Playmaker Jersey Men","2026-05-22T03:00:12Z","XXL",,,,,,,,,,,,"66031410","https://tchoozshoes.com/products/neymar-jr-playmaker-jersey-men","does_not_exist"
"in_stock","Puma","Shorts","tchooz","60","tchooz:9115214512385","40","USD","true","33.33","men","true","Neymar JR Playmaker Training Shorts Men","2026-05-22T03:00:12Z","S","M","L","XL","XXL",,,,,,,,"66031610","https://tchoozshoes.com/products/neymar-jr-playmaker-training-shorts-men","does_not_exist"
"in_stock","Puma","Jackets","tchooz","110","tchooz:9115214414081","75","USD","true","31.82","men","true","PUMATECH Winterized Gilet Men","2026-05-22T03:00:12Z","L","XL","XXL",,,,,,,,,,"68822544","https://tchoozshoes.com/products/pumatech-winterized-gilet-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","90","tchooz:9115214315777","65","USD","true","27.78","women","true","W CLOUDSPUN TIGHT - HW FL Women","2026-05-22T03:00:12Z","Beige","L","S","M",,,,,,,,,"52745299","https://tchoozshoes.com/products/w-cloudspun-tight-hw-fl-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","37","tchooz:9115214283009","25","USD","true","32.43","girls","true","PUMA X HELLO KITTY & FRIENDS Ruffle Tee Girls","2026-05-22T03:00:12Z","4-5 Years","5-6 Years",,,,,,,,,,,"63238647","https://tchoozshoes.com/products/puma-x-hello-kitty-friends-ruffle-tee-girls","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","72","tchooz:9115214250241","50","USD","true","30.56","girls","true","PUMA X HELLO KITTY & FRIENDS Relaxed Graphic Hoodie TR Girls","2026-05-22T03:00:12Z","3-4 Years","4-5 Years","5-6 Years","6-7 Years",,,,,,,,,"63238747","https://tchoozshoes.com/products/puma-x-hello-kitty-friends-relaxed-graphic-hoodie-tr-girls","does_not_exist"
"in_stock","Puma","Tights","tchooz","55","tchooz:9115214184705","40","USD","true","27.27","girls","true","PUMA X HELLO KITTY & FRIENDS Flared Leggings Girls","2026-05-22T03:00:12Z","3-4 Years","5-6 Years","6-7 Years",,,,,,,,,,"63238833","https://tchoozshoes.com/products/puma-x-hello-kitty-friends-flared-leggings-girls","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","77","tchooz:9115214151937","55","USD","true","28.57","boys","true","SUPER PUMA Relaxed Hoodie TR Boys","2026-05-22T03:00:12Z","7-8 Years","9-10 Years","11-12 Years",,,,,,,,,,"63345801","https://tchoozshoes.com/products/super-puma-relaxed-hoodie-tr-boys","does_not_exist"
"in_stock","Puma","Towels","tchooz","36","tchooz:9115214086401",,"USD","true",,"unisex","false","TEAM Towel Large (70x140)","2026-05-22T03:00:12Z","X",,,,,,,,,,,,"5455202","https://tchoozshoes.com/products/team-towel-large-70x140","does_not_exist"
"in_stock","Puma","Bags","tchooz","75","tchooz:9115214053633",,"USD","true",,"women","false","AT ESS Concept IV Barrel Bag Women","2026-05-22T03:00:12Z","X",,,,,,,,,,,,"9186801","https://tchoozshoes.com/products/at-ess-concept-iv-barrel-bag-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","120","tchooz:9115214020865","60","USD","true","50","women","true","Darter Pro Women","2026-05-22T03:00:12Z","36",,,,,,,,,,,,"31015230","https://tchoozshoes.com/products/darter-pro-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","210","tchooz:9115213791489","145","USD","true","30.95","women","true","Velocity NITRO 4 SAYSKY Women","2026-05-22T03:00:12Z","36","37","37.5","38","38.5","39",,,,,,,"31190901","https://tchoozshoes.com/products/velocity-nitro-4-saysky-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","120","tchooz:9115213725953","85","USD","true","29.17","women","true","Softride Courtney Women","2026-05-22T03:00:12Z","36","37","37.5",,,,,,,,,,"31203708","https://tchoozshoes.com/products/softride-courtney-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","140","tchooz:9115213693185","100","USD","true","28.57","men","true","Flare Pro Trail PTX Men","2026-05-22T03:00:12Z","44.5",,,,,,,,,,,,"31204102","https://tchoozshoes.com/products/flare-pro-trail-ptx-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","115","tchooz:9115213660417","80","USD","true","30.43","men","true","Extend Lite Trail Men","2026-05-22T03:00:12Z","44.5","46","Black And Blue",,,,,,,,,,"37953826","https://tchoozshoes.com/products/extend-lite-trail-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","155","tchooz:9115213594881","110","USD","true","29.03","women","true","Mayze Lth Women","2026-05-22T03:00:12Z","36","37","37.5","38","38.5","40",,,,,,,"38198353","https://tchoozshoes.com/products/mayze-lth-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","75","tchooz:9115213562113","55","USD","true","26.67","kids","true","Puma Caven 2.0 Junior","2026-05-22T03:00:12Z","37",,,,,,,,,,,,"39383758","https://tchoozshoes.com/products/puma-caven-2-0-junior","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","140","tchooz:9115213529345","85","USD","true","39.29","men","true","Palermo Lth Men","2026-05-22T03:00:12Z","43","44","41","42","44.5","45","46",,,,,,"39646422","https://tchoozshoes.com/products/palermo-lth-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","175","tchooz:9115213496577","125","USD","true","28.57","men","true","RS-X Heritage Men","2026-05-22T03:00:12Z","44","44.5",,,,,,,,,,,"39821014","https://tchoozshoes.com/products/rs-x-heritage-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","85","tchooz:9115213365505","60","USD","true","29.41","women","true","Court Lally DayINight Women","2026-05-22T03:00:12Z","36","37","37.5",,,,,,,,,,"40268202","https://tchoozshoes.com/products/court-lally-dayinight-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","155","tchooz:9115213299969","110","USD","true","29.03","women","true","Mayze Velvet Dream Women","2026-05-22T03:00:12Z","37","37.5","38","38.5","39","40",,,,,,,"40332602","https://tchoozshoes.com/products/mayze-velvet-dream-women","does_not_exist"
"in_stock","On","Low Boots","tchooz","209","tchooz:9115213267201",,"USD","true",,"men","false","Cloudmonster 1 Men","2026-05-22T03:00:12Z","43","42","44",,,,,,,,,,"3MF30741536","https://tchoozshoes.com/products/cloudmonster-1-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","95","tchooz:9115213136129","65","USD","true","31.58","women","true","Carina 3.0 Animal Flair Women","2026-05-22T03:00:12Z","37","38","36",,,,,,,,,,"40264202","https://tchoozshoes.com/products/carina-3-0-animal-flair-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","37","tchooz:9115213037825","20","USD","true","45.95","girls","true","GRAPHIC Leopard Tee Girls","2026-05-22T03:00:12Z","7-8 Years","11-12 Years","13-14 Years",,,,,,,,,,"63222534","https://tchoozshoes.com/products/graphic-leopard-tee-girls","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","72","tchooz:9115213005057","50","USD","true","30.56","girls","true","HELLO KITTY & FRIENDS Hoodie TR","2026-05-22T03:00:12Z","4-5 Years","5-6 Years",,,,,,,,,,,"63238733","https://tchoozshoes.com/products/hello-kitty-friends-hoodie-tr","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","72","tchooz:9115212939521","50","USD","true","30.56","boys","true","PUMA X HOT WHEELS Hoodie TR","2026-05-22T03:00:12Z","2-3 Years","3-4 Years","4-5 Years","5-6 Years","6-7 Years",,,,,,,,"63239601","https://tchoozshoes.com/products/puma-x-hot-wheels-hoodie-tr","does_not_exist"
"in_stock","Puma","Pants","tchooz","45","tchooz:9115212841217","25","USD","true","44.44","boys","true","LITTLE RUNNERS Sweatpants TR PS","2026-05-22T03:00:12Z","Navy",,,,,,,,,,,,"68847916","https://tchoozshoes.com/products/little-runners-sweatpants-tr-ps","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","60","tchooz:9115212742913","40","USD","true","33.33","boys","true","SUPER PUMA Hoodie PS","2026-05-22T03:00:12Z","3-4 Years","4-5 Years","5-6 Years","6-7 Years",,,,,,,,,"69079901","https://tchoozshoes.com/products/super-puma-hoodie-ps","does_not_exist"
"in_stock","Puma","Pants","tchooz","60","tchooz:9115212710145","40","USD","true","33.33","boys","true","SUPER PUMA Sweatpants PS","2026-05-22T03:00:12Z","3-4 Years","4-5 Years","5-6 Years","6-7 Years",,,,,,,,,"69080001","https://tchoozshoes.com/products/super-puma-sweatpants-ps","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","159","tchooz:9115212677377",,"USD","true",,"men","false","HANDBALL SPEZIAL Men","2026-05-22T03:00:12Z","42","43 1/3","44","45 1/3",,,,,,,,,"DB3021","https://tchoozshoes.com/products/handball-spezial-men","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","159","tchooz:9115212644609",,"USD","true",,"men","false","SAMBA ADV Men","2026-05-22T03:00:12Z","42","45 1/3",,,,,,,,,,,"HQ7541","https://tchoozshoes.com/products/samba-adv-men","does_not_exist"
"in_stock","Puma","Gloves","tchooz","36","tchooz:9115212382465",,"USD","true",,"unisex","false","ATTACANTO Play RC","2026-05-22T03:00:12Z","Yellow","10","11","9",,,,,,,,,"4209004","https://tchoozshoes.com/products/attacanto-play-rc","does_not_exist"
"in_stock","Puma","Ball","tchooz","31","tchooz:9115212349697",,"USD","true",,"unisex","false","PUMA BIG CAT ball","2026-05-22T03:00:12Z","5",,,,,,,,,,,,"8493703","https://tchoozshoes.com/products/puma-big-cat-ball","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","275","tchooz:9115212153089",,"USD","true",,"women","false","NEW BALANCE 1906 Women","2026-05-22T03:00:12Z","37.5","38","39","40","40.5",,,,,,,,"M1906REH","https://tchoozshoes.com/products/new-balance-1906-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","275","tchooz:9115212087553",,"USD","true",,"men","false","NEW BALANCE 1906 Men","2026-05-22T03:00:12Z","Silver",,,,,,,,,,,,"M1906RER","https://tchoozshoes.com/products/new-balance-1906-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","169","tchooz:9115212022017",,"USD","true",,"men","false","NEW BALANCE 327 Men","2026-05-22T03:00:12Z","44","44.5","46.5",,,,,,,,,,"MS327FED","https://tchoozshoes.com/products/new-balance-327-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","199","tchooz:9115211956481",,"USD","true",,"men","false","NEW BALANCE 740 Men","2026-05-22T03:00:12Z","42","43","44",,,,,,,,,,"U740WW2D","https://tchoozshoes.com/products/new-balance-740-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","199","tchooz:9115211923713",,"USD","true",,"women","false","NEW BALANCE 740 Women","2026-05-22T03:00:12Z","Silver",,,,,,,,,,,,"U7405I7D","https://tchoozshoes.com/products/new-balance-740-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","255","tchooz:9115211890945",,"USD","true",,"women","false","NEW BALANCE 9060 Women","2026-05-22T03:00:12Z","40.5",,,,,,,,,,,,"U9060ECA","https://tchoozshoes.com/products/new-balance-9060-women","does_not_exist"
"in_stock","Puma","Pants","tchooz","82","tchooz:9130105209089","65","USD","true","20.73","men","true","PUMATECH Pants DK cl Men","2026-05-22T03:00:12Z","S","M","L","XL",,,,,,,,,"69218365","https://tchoozshoes.com/products/pumatech-pants-dk-cl-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","140","tchooz:9130104422657","100","USD","true","28.57","men","true","Softride Enzo 5 Men","2026-05-22T03:00:12Z","Olive","41","42","42.5","44","44.5","45","46","47",,,,"31109822","https://tchoozshoes.com/products/softride-enzo-5-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","118","tchooz:9130068672769","95","USD","true","19.49","men","true","Court Pro 2 Men","2026-05-22T03:00:12Z","41","42","43","44","45","46","47","48",,,,,"31218009","https://tchoozshoes.com/products/court-pro-2-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","44","tchooz:9130068181249",,"USD","true",,"women","false","W TAD ESSENTIAL Baby Tee Women","2026-05-22T03:00:12Z","L","XS","S",,,,,,,,,,"52589402","https://tchoozshoes.com/products/w-tad-essential-baby-tee-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","200","tchooz:9130067558657",,"USD","true",,"men","false","Fade Nitro Ripstop TR Men","2026-05-22T03:00:12Z","41","42","42.5","43","44","44.5","45","46","47",,,,"40635901","https://tchoozshoes.com/products/fade-nitro-ripstop-tr-men","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9130067296513",,"USD","true",,"unisex","false","PUMA PRESTIGE ball","2026-05-22T03:00:12Z","Yellow","5",,,,,,,,,,,"8458509","https://tchoozshoes.com/products/puma-prestige-ball","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","75","tchooz:9130067067137","45","USD","true","40","kids","true","Kruz Profoam AC+ PS","2026-05-22T03:00:12Z","30","33",,,,,,,,,,,"37976319","https://tchoozshoes.com/products/kruz-profoam-ac-ps","does_not_exist"
"in_stock","Puma","Polos","tchooz","72","tchooz:9130066411777",,"USD","true",,"men","false","PL ESS Polo Men","2026-05-22T03:00:12Z","S","M","L",,,,,,,,,,"63449601","https://tchoozshoes.com/products/pl-ess-polo-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","72","tchooz:9130066346241","60","USD","true","16.67","men","true","BMW MMS Sportswear MT7 Tee Men","2026-05-22T03:00:12Z","S","M","XL",,,,,,,,,,"63487702","https://tchoozshoes.com/products/bmw-mms-sportswear-mt7-tee-men","does_not_exist"
"in_stock","Puma","Polos","tchooz","56","tchooz:9130066215169",,"USD","true",,"men","false","ESS No. 1 Logo Pique Polo Men","2026-05-22T03:00:12Z","Navy","S","M","L","XL",,,,,,,,"68255216","https://tchoozshoes.com/products/ess-no-1-logo-pique-polo-men","does_not_exist"
"in_stock","Puma","Tees","tchooz","31","tchooz:9130066149633",,"USD","true",,"men","false","ESS 2 COLOR Small No. 1 Logo Tee Men","2026-05-22T03:00:12Z","M",,,,,,,,,,,,"68471741","https://tchoozshoes.com/products/ess-2-color-small-no-1-logo-tee-men","does_not_exist"
"in_stock","Puma","Pants","tchooz","80","tchooz:9130066084097","65","USD","true","18.75","women","true","EVOSTRIPE Sweatpants DK op Women","2026-05-22T03:00:12Z","XS","S","M","L",,,,,,,,,"69189901","https://tchoozshoes.com/products/evostripe-sweatpants-dk-op-women","does_not_exist"
"in_stock","On","Low Boots","tchooz","229","tchooz:9130065920257",,"USD","true",,"men","false","Cloudmonster 3 Men","2026-05-22T03:00:12Z","42","43","44","45",,,,,,,,,"3MG10051043","https://tchoozshoes.com/products/cloudmonster-3-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","144","tchooz:9128729641217",,"USD","true",,"men","false","H-Street Chrome Men","2026-05-22T03:00:12Z","Gold","Silver",,,,,,,,,,,"40612604","https://tchoozshoes.com/products/h-street-chrome-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","154","tchooz:9128726036737",,"USD","true",,"men","false","H-Street OG Men","2026-05-22T03:00:12Z","41","42","42.5","43","44","44.5","45","46","47",,,,"40369202","https://tchoozshoes.com/products/h-street-og-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","175","tchooz:9120102777089","105","USD","true","40","men","true","Mostro Perf Men","2026-05-22T03:00:12Z","White And Black","41","42","43","44","44.5","45","46",,,,,"39733101","https://tchoozshoes.com/products/mostro-perf-men","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","175","tchooz:9120101499137","131","USD","true","25.14","women","true","SAMBA JP Women","2026-05-22T03:00:12Z","36","36 2/3","37 1/3","38","38 2/3","39 1/3","White And Black",,,,,,"JQ9055","https://tchoozshoes.com/products/samba-jp-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","199","tchooz:9120101400833","120","USD","true","39.7","women","true","New Balance 327 Women","2026-05-22T03:00:12Z","36","36.5","37",,,,,,,,,,"U327WPKD-w","https://tchoozshoes.com/products/new-balance327women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","35","tchooz:9118152687873","30","USD","true","14.29","men","true","Divecat v2 Lite Men","2026-05-22T03:00:12Z","Navy","40.5","42","43","47",,,,,,,,"37482302","https://tchoozshoes.com/products/divecat-v2-lite-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","169","tchooz:9117887365377","118","USD","true","30.18","men","true","New Balance 327 Lifestyle Men","2026-05-22T03:00:12Z","44","White And Navy","White And Black",,,,,,,,,,"MS327CWB","https://tchoozshoes.com/products/new-balance-327men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","113","tchooz:9115234238721",,"USD","true",,"men","false","Softride Exo Men","2026-05-22T03:00:12Z","41","42","42.5","44","45","46",,,,,,,"31172219","https://tchoozshoes.com/products/softride-exo-men","does_not_exist"
"in_stock","Puma","Ball","tchooz","30","tchooz:9115234140417",,"USD","true",,"unisex","false","individualRISE Graphic ball","2026-05-22T03:00:12Z","White And Red","White And Blue",,,,,,,,,,,"8474202","https://tchoozshoes.com/products/individualrise-graphic-ball","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","55","tchooz:9115233943809","40","USD","true","27.27","kids","true","Puma Rickie AC+ PS","2026-05-22T03:00:12Z","30","33",,,,,,,,,,,"38583602","https://tchoozshoes.com/products/puma-rickie-ac-ps","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","145","tchooz:9115233812737","85","USD","true","41.38","women","true","Palermo Moda Tongue Women","2026-05-22T03:00:12Z","36","37","38","37.5","38.5","39",,,,,,,"40167903","https://tchoozshoes.com/products/palermo-moda-tongue-women","does_not_exist"
"in_stock","Puma","Socks","tchooz","30","tchooz:9115233714433",,"USD","true",,"unisex","false","PUMA ELEMENTS UNISEX SNEAKER (6 Pairs)","2026-05-22T03:00:12Z","35-38 (Socks)","Black And Gray",,,,,,,,,,,"701799001","https://tchoozshoes.com/products/puma-elements-unisex-sneaker-6-pairs","does_not_exist"
"in_stock","Puma","Sportband","tchooz","15","tchooz:9115233550593",,"USD","true",,"unisex","false","Cat Wristband","2026-05-22T03:00:12Z","X",,,,,,,,,,,,"5115602","https://tchoozshoes.com/products/cat-wristband","does_not_exist"
"in_stock","Puma","Water Bottle","tchooz","20","tchooz:9115233321217",,"USD","true",,"unisex","false","PUMA Tr Performance Bottle Running/Training Unisex","2026-05-22T03:00:12Z","X",,,,,,,,,,,,"5381201","https://tchoozshoes.com/products/puma-tr-performance-bottle-running-training-unisex","does_not_exist"
"in_stock","Puma","Sportband","tchooz","30","tchooz:9115233190145",,"USD","true",,"unisex","false","AT Sportbands (6Pcs) Running/Training Unisex","2026-05-22T03:00:12Z","X",,,,,,,,,,,,"5345209","https://tchoozshoes.com/products/at-sportbands-6pcs-running-training-unisex","does_not_exist"
"in_stock","Puma","Gloves","tchooz","35","tchooz:9115232862465",,"USD","true",,"women","false","Tr Gym Gloves Running/Training Women","2026-05-22T03:00:12Z","M",,,,,,,,,,,,"4177301","https://tchoozshoes.com/products/tr-gym-gloves-running-training-women","does_not_exist"
"in_stock","Puma","Pants","tchooz","65","tchooz:9115232829697",,"USD","true",,"men","false","Ess Logo Pants Terry Close Sportstyle/Core Men","2026-05-22T03:00:12Z","Navy",,,,,,,,,,,,"58671606","https://tchoozshoes.com/products/ess-logo-pants-terry-close-sportstyle-core-men","does_not_exist"
"in_stock","Puma","Shoes","tchooz","70","tchooz:9115232796929","55","USD","true","21.43","unisex","true","Anzarun Lite Ac Sportstyle/Core Pre-School Unisex/Boys","2026-05-22T03:00:12Z","28","30","31",,,,,,,,,,"37200910","https://tchoozshoes.com/products/anzarun-lite-ac-sportstyle-core-pre-school-unisex-boys","does_not_exist"
"in_stock","Puma","Shoes","tchooz","70","tchooz:9115232436481",,"USD","true",,"men","false","ATTACANTO TT Football Men","2026-05-22T03:00:12Z","42","42.5","43","44",,,,,,,,,"10747801","https://tchoozshoes.com/products/attacanto-tt-football-men","does_not_exist"
"in_stock","New Balance","Shoes","tchooz","175","tchooz:9115232403713","70","USD","true","60","men","true","New Balance 997R Lifestyle Men","2026-05-22T03:00:12Z","Black And Gray",,,,,,,,,,,,"U997RHCD","https://tchoozshoes.com/products/new-balance-997r-lifestyle-men","F0307"
"in_stock","New Balance","Shoes","tchooz","150","tchooz:9115232338177","90","USD","true","40","men","true","New Balance 574 Lifestyle Men","2026-05-22T03:00:12Z","44.5","45.5",,,,,,,,,,,"ML574EVB","https://tchoozshoes.com/products/new-balance-574-lifestyle-men","does_not_exist"
"in_stock","Puma","Shinguards","tchooz","25","tchooz:9115231813889",,"USD","true",,"unisex","false","ULTRA Light Strap C-TEAMSPORT Unisex","2026-05-22T03:00:12Z","XS","S","M","L",,,,,,,,,"3087503","https://tchoozshoes.com/products/ultra-light-strap-c-teamsport-unisex","13061"
"in_stock","Puma","Tights","tchooz","50","tchooz:9115231650049","10","USD","true","80","women","true","EVOKNIT 7/8 High-Waist Tights A-SPORTSTYLE CORE Women","2026-05-22T03:00:12Z","XS",,,,,,,,,,,,"67309448","https://tchoozshoes.com/products/evoknit-7-8-high-waist-tights-a-sportstyle-core-women","does_not_exist"
