product_key,sku_id,brand,style_code,catalog_product_name,retail_price_usd,match_type,match_score,matched_products_count,match_reason,competitor_min_price_usd,competitor_avg_price_usd,competitor_max_price_usd,num_competitors,competitors_on_sale_count,competitors_on_sale_ratio,competitors_in_stock_count,competitors_out_of_stock_count,latest_scraped_at,cheapest_competitor_name,has_competitor_data,data_freshness_hours
BABOLAT|IN171671,SP-C3AF8C8D07,BABOLAT,IN171671,Babolat Nadal Junior 23 Strung Grip Kids Tennis Racquet Multi,86.04,exact_style,1.0,1,same normalized brand and style_code,67.0,67.0,67.0,1,0,0.0,1,0,2026-04-10T14:14:06Z,mikesport,1,1077.88
BABOLAT|IN235629,SP-474329A365,BABOLAT,IN235629,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Blue,189.47,exact_style,1.0,1,same normalized brand and style_code,178.0,178.0,178.0,1,0,0.0,1,0,2026-04-10T14:14:06Z,mikesport,1,1077.88
BABOLAT|IN235630,SP-42A81C708A,BABOLAT,IN235630,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Light Blue,175.45,exact_style,1.0,1,same normalized brand and style_code,173.0,173.0,173.0,1,0,0.0,1,0,2026-04-10T14:14:06Z,mikesport,1,1077.88
BABOLAT|IN235631,SP-7DC760B623,BABOLAT,IN235631,Babolat Nadal Junior 19 Kids Tennis Racquet Black/Yellow,57.91,exact_style,1.0,1,same normalized brand and style_code,56.0,56.0,56.0,1,0,0.0,1,0,2026-04-10T14:14:06Z,mikesport,1,1077.88
BILLABONG|IN224291,SP-428F9FE7D9,BILLABONG,IN224291,Billabong Gone Tropic Women Lifestyle Swim Short Pistachio,39.82,exact_style,1.0,1,same normalized brand and style_code,40.0,40.0,40.0,1,1,1.0,1,0,2026-04-10T14:14:27Z,mikesport,1,1077.87
BILLABONG|IN224310,SP-BB4694C6BC,BILLABONG,IN224310,Billabong All Day Layback Boys Beach Swim Short Sea Green,24.37,exact_style,1.0,1,same normalized brand and style_code,24.0,24.0,24.0,1,1,1.0,1,0,2026-04-10T14:14:27Z,mikesport,1,1077.87
BILLABONG|IN224311,SP-A2C7D98A61,BILLABONG,IN224311,Billabong All Day Layback Boys Beach Swim Short Lemon,24.04,exact_style,1.0,1,same normalized brand and style_code,24.0,24.0,24.0,1,1,1.0,1,0,2026-04-10T14:14:27Z,mikesport,1,1077.87
BLUE POINT|IN209972,SP-53DDAF3223,BLUE POINT,IN209972,Blue Point Men Beach Swim Short White,43.82,exact_style,1.0,1,same normalized brand and style_code,43.0,43.0,43.0,1,0,0.0,1,0,2026-04-10T14:14:54Z,mikesport,1,1077.87
BODY GLOVE|IN131719,SP-30038913CA,BODY GLOVE,IN131719,Body Glove Women Beach Monokini Whisper Crissy 1 Piece Storm,64.17,exact_style,1.0,1,same normalized brand and style_code,67.0,67.0,67.0,1,1,1.0,1,0,2026-04-10T14:14:41Z,mikesport,1,1077.87
BOGNER|IN207946,SP-950A524EDF,BOGNER,IN207946,Bogner Nelson 2 Men Beach Swim Short Black,107.42,exact_style,1.0,1,same normalized brand and style_code,99.0,99.0,99.0,1,0,0.0,1,0,2026-04-10T14:14:58Z,mikesport,1,1077.86
BOGNER|IN239500,SP-E45BDB93ED,BOGNER,IN239500,Bogner Paul Men Swim Short Black,225.91,exact_style,1.0,1,same normalized brand and style_code,183.0,183.0,183.0,1,0,0.0,1,0,2026-04-10T14:13:55Z,mikesport,1,1077.88
BOGNER|IN239502,SP-A83D634897,BOGNER,IN239502,Bogner Paul Men Swim Short Navy Blue,170.4,exact_style,1.0,1,same normalized brand and style_code,183.0,183.0,183.0,1,0,0.0,1,0,2026-04-10T14:13:55Z,mikesport,1,1077.88
CROCS|IN073617,SP-CC5CDA3953,CROCS,IN073617,Crocs Bistro Slip Resistant Work Clog Unisex lifestyle Slippers Black,43.74,exact_style,1.0,1,same normalized brand and style_code,42.0,42.0,42.0,1,1,1.0,1,0,2026-04-10T14:14:48Z,mikesport,1,1077.87
CROCS|IN073618,SP-8909E63A20,CROCS,IN073618,Crocs Bistro Slip Resistant Work Clog Unisex lifestyle Slippers Navy,47.71,exact_style,1.0,1,same normalized brand and style_code,42.0,42.0,42.0,1,1,1.0,1,0,2026-04-10T14:14:48Z,mikesport,1,1077.87
CROCS|IN164432,SP-1EFF62AD3C,CROCS,IN164432,Crocs Bae Clog Women Lifestyle Black,83.16,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:35Z,mikesport,1,1077.87
CROCS|IN204251,SP-9775ACFE6C,CROCS,IN204251,Crocs Classic Neo Puff Kids Lifestyle After Ski Navy/Gum,57.8,exact_style,1.0,1,same normalized brand and style_code,50.0,50.0,50.0,1,1,1.0,1,0,2026-04-10T14:14:45Z,mikesport,1,1077.87
CROCS|IN206521,SP-22ED3EE46C,CROCS,IN206521,Crocs All Terrain Kids Lifestyle Sandals Storm,32.41,exact_style,1.0,1,same normalized brand and style_code,29.0,29.0,29.0,1,1,1.0,1,0,2026-04-10T14:15:00Z,mikesport,1,1077.86
CROCS|IN216172,SP-E5AA98F640,CROCS,IN216172,Crocs 3D Christmas Tree Unisex Lifestyle Jibbitz Charm,5.75,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:14:45Z,mikesport,1,1077.87
CROCS|IN216174,SP-45B7989AB6,CROCS,IN216174,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,6.03,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:14:45Z,mikesport,1,1077.87
CROCS|IN221020,SP-984922E582,CROCS,IN221020,Crocs 3D Beach Umbrella Unisex Lifestyle Jibbitz Charm,6.7,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:14:29Z,mikesport,1,1077.87
CROCS|IN221080,SP-4922B84AAD,CROCS,IN221080,Crocs Bae Clog Women Lifestyle White,103.95,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:35Z,mikesport,1,1077.87
CROCS|IN221081,SP-579FCCF26F,CROCS,IN221081,Crocs Bae Clog Women Lifestyle Kiwi,81.46,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:35Z,mikesport,1,1077.87
CROCS|IN221082,SP-B3F68BA4E6,CROCS,IN221082,Crocs Bae Clog Women Lifestyle Dragon Fruit,84.2,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:35Z,mikesport,1,1077.87
CROCS|IN221083,SP-9EF0AF0731,CROCS,IN221083,Crocs Bae Clog Women Lifestyle Orangesicle,77.12,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:35Z,mikesport,1,1077.87
CROCS|IN224595,SP-5FCBB664AF,CROCS,IN224595,Crocs Bae Women Lifestyle Clog Milk Chocolate,83.53,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:29Z,mikesport,1,1077.87
CROCS|IN227539,SP-2FEAF9AB06,CROCS,IN227539,Crocs 3D Dino Unisex Lifestyle Jibbitz Charm,6.1,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:14:20Z,mikesport,1,1077.88
CROCS|IN227544,SP-12E813D427,CROCS,IN227544,Crocs Bae Women Lifestyle Clog Taupe,88.7,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:22Z,mikesport,1,1077.87
CROCS|IN227545,SP-CE1996B0E0,CROCS,IN227545,Crocs Bae Women Lifestyle Clog Starfish,91.09,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:22Z,mikesport,1,1077.87
CROCS|IN227557,SP-0AA1FDD34E,CROCS,IN227557,Crocs Bae Glitter Women Lifestyle Clog Black,105.2,exact_style,1.0,1,same normalized brand and style_code,90.0,90.0,90.0,1,0,0.0,1,0,2026-04-10T14:14:22Z,mikesport,1,1077.87
CROCS|IN227558,SP-1B705F3CD9,CROCS,IN227558,Crocs Bae Glitter Clog Women Lifestyle Clog Pink Milk,78.2,exact_style,1.0,1,same normalized brand and style_code,90.0,90.0,90.0,1,0,0.0,1,0,2026-04-10T14:14:22Z,mikesport,1,1077.87
CROCS|IN231485,SP-C12CBB627C,CROCS,IN231485,Crocs 3D Kitty Unisex Lifestyle Jibbitz Charm,6.42,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:14:13Z,mikesport,1,1077.88
CROCS|IN231539,SP-C3B564E9B6,CROCS,IN231539,Crocs 3D Holiday Beach Umbrella Unisex Lifestyle Jibbitz Charm,7.06,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:14:11Z,mikesport,1,1077.88
CROCS|IN231583,SP-6F212837EF,CROCS,IN231583,Crocs Bae Lined Women Lifestyle Clog Black,70.06,exact_style,1.0,1,same normalized brand and style_code,67.0,67.0,67.0,1,1,1.0,1,0,2026-04-10T14:14:09Z,mikesport,1,1077.88
CROCS|IN236650,SP-331574EF21,CROCS,IN236650,Crocs 3D Coffee Cup Unisex Lifestyle Jibbitz Charm,6.08,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:13:56Z,mikesport,1,1077.88
CROCS|IN236684,SP-7C595F60D7,CROCS,IN236684,Crocs Bae Women Lifestyle Clog Mauve Mist,105.71,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
CROCS|IN236685,SP-57E4E0DDE1,CROCS,IN236685,Crocs Bae Women Lifestyle Clog Quartz,78.52,exact_style,1.0,1,same normalized brand and style_code,84.0,84.0,84.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
CROCS|IN236714,SP-CA4D78ABDF,CROCS,IN236714,Crocs All Day Women Lifestyle Slippers Black,36.75,exact_style,1.0,1,same normalized brand and style_code,36.0,36.0,36.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
CROCS|IN236715,SP-1DE83EF0B0,CROCS,IN236715,Crocs All Day Women Lifestyle Slippers White,31.42,exact_style,1.0,1,same normalized brand and style_code,36.0,36.0,36.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
CROCS|IN236716,SP-0A0C5718B8,CROCS,IN236716,Crocs All Day Women Lifestyle Slippers Powder Pink,44.63,exact_style,1.0,1,same normalized brand and style_code,36.0,36.0,36.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
CROCS|IN236717,SP-F272E0B3EC,CROCS,IN236717,Crocs All Day Men Lifestyle Slippers Black,39.39,exact_style,1.0,1,same normalized brand and style_code,36.0,36.0,36.0,1,0,0.0,1,0,2026-04-10T14:13:58Z,mikesport,1,1077.88
CROCS|IN236719,SP-26CA5937C8,CROCS,IN236719,Crocs All Day Men Lifestyle Slippers Navy,44.51,exact_style,1.0,1,same normalized brand and style_code,36.0,36.0,36.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
CROCS|IN236746,SP-63D1F944FA,CROCS,IN236746,Crocs Bae Pinnacle Embellished Women Lifestyle Clog Frappe,192.49,exact_style,1.0,1,same normalized brand and style_code,168.0,168.0,168.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
CROCS|IN238046,SP-ECB50BF5E1,CROCS,IN238046,Crocs 3D Chilling Frog Unisex Lifestyle Jibbitz Charm,7.39,exact_style,1.0,1,same normalized brand and style_code,6.0,6.0,6.0,1,0,0.0,1,0,2026-04-10T14:13:58Z,mikesport,1,1077.88
CROCS|IN238067,SP-ABDA020E90,CROCS,IN238067,Crocs Barbie Classic Kids Lifestyle Clog Multi,82.57,exact_style,1.0,1,same normalized brand and style_code,66.0,66.0,66.0,1,0,0.0,1,0,2026-04-10T14:13:58Z,mikesport,1,1077.88
CROCS|IN238068,SP-D62159F18D,CROCS,IN238068,Crocs Barbie Classic Infant Lifestyle Clog Multi,67.25,exact_style,1.0,1,same normalized brand and style_code,60.0,60.0,60.0,1,0,0.0,1,0,2026-04-10T14:13:58Z,mikesport,1,1077.88
NEW BALANCE|BB550,SP-20E084F9D9,NEW BALANCE,BB550,New Balance Bb550 Men Lifestyle Shoes Sea Salt/Blue/Angora,107.38,exact_style,1.0,11,same normalized brand and style_code,95.0,120.8182,139.0,2,2,1.0,2,1,2026-04-10T14:22:54Z,mikesport,1,1077.73
NEW BALANCE|IN170907,SP-7542B894A6,NEW BALANCE,IN170907,New Balance Fuel Women Performance Bra Black,28.85,exact_style,1.0,1,same normalized brand and style_code,31.0,31.0,31.0,1,1,1.0,1,0,2026-04-10T14:14:22Z,mikesport,1,1077.87
NEW BALANCE|IN192321,SP-7CDB28E0F3,NEW BALANCE,IN192321,New Balance Accelerate 7 Inch Men Performanc Short Ice Blue,25.92,exact_style,1.0,1,same normalized brand and style_code,27.0,27.0,27.0,1,1,1.0,1,0,2026-04-10T14:14:24Z,mikesport,1,1077.87
NEW BALANCE|IN192327,SP-C48AE249D6,NEW BALANCE,IN192327,New Balance 327 Men Lifestyle Shoes Grey/ White,139.02,exact_style,1.0,1,same normalized brand and style_code,118.0,118.0,118.0,1,1,1.0,1,0,2026-04-10T14:14:08Z,mikesport,1,1077.88
NEW BALANCE|IN202153,SP-16070A4590,NEW BALANCE,IN202153,New Balance 2002R Unisex Lifestyle Shoes Bone/ Light Aluminum,137.52,exact_style,1.0,1,same normalized brand and style_code,128.0,128.0,128.0,1,1,1.0,1,0,2026-04-10T14:15:02Z,mikesport,1,1077.86
NEW BALANCE|IN202162,SP-9E98D31333,NEW BALANCE,IN202162,New Balance Athletics Men Lifestyle T-Shirt Ash Heather,59.28,exact_style,1.0,1,same normalized brand and style_code,49.0,49.0,49.0,1,0,0.0,1,0,2026-04-10T14:15:02Z,mikesport,1,1077.86
NEW BALANCE|IN202164,SP-7C71C82AFB,NEW BALANCE,IN202164,New Balance Athletics Men Lifestyle T-Shirt Navy,60.03,exact_style,1.0,1,same normalized brand and style_code,49.0,49.0,49.0,1,0,0.0,1,0,2026-04-10T14:14:40Z,mikesport,1,1077.87
NEW BALANCE|IN205049,SP-8CE19B7B41,NEW BALANCE,IN205049,New Balance Athletics Men Lifestyle Pant Ash Heather,84.54,exact_style,1.0,1,same normalized brand and style_code,74.0,74.0,74.0,1,1,1.0,1,0,2026-04-10T14:14:18Z,mikesport,1,1077.88
NEW BALANCE|IN205050,SP-F37123B899,NEW BALANCE,IN205050,New Balance Athletics Men Lifestyle Pant Black,112.98,exact_style,1.0,1,same normalized brand and style_code,105.0,105.0,105.0,1,0,0.0,1,0,2026-04-10T14:14:36Z,mikesport,1,1077.87
NEW BALANCE|IN205068,SP-5A822EBD49,NEW BALANCE,IN205068,New Balance Athletics Men Lifestyle Short Black,60.85,exact_style,1.0,1,same normalized brand and style_code,55.0,55.0,55.0,1,1,1.0,1,0,2026-04-10T14:15:04Z,mikesport,1,1077.86
NEW BALANCE|IN205073,SP-8B54A344D5,NEW BALANCE,IN205073,New Balance Archive Men Lifestyle Sweatshirt Athletic Grey,66.93,exact_style,1.0,1,same normalized brand and style_code,72.0,72.0,72.0,1,1,1.0,1,0,2026-04-10T14:15:02Z,mikesport,1,1077.86
NEW BALANCE|IN205134,SP-264C0F6E4D,NEW BALANCE,IN205134,New Balance Athletic Jersey Women Lifestyle T-Shirt Black,50.21,exact_style,1.0,1,same normalized brand and style_code,49.0,49.0,49.0,1,0,0.0,1,0,2026-04-10T14:15:04Z,mikesport,1,1077.86
NEW BALANCE|IN209467,SP-A0C279D81B,NEW BALANCE,IN209467,New Balance 327 Men Lifestyle Shoes Black/White,179.43,exact_style,1.0,1,same normalized brand and style_code,169.0,169.0,169.0,1,0,0.0,1,0,2026-04-10T14:14:19Z,mikesport,1,1077.88
NEW BALANCE|IN209953,SP-A5571E2645,NEW BALANCE,IN209953,New Balance 1906 Men Lifestyle Shoes Silver/Black,343.62,exact_style,1.0,1,same normalized brand and style_code,275.0,275.0,275.0,1,0,0.0,1,0,2026-04-10T14:14:19Z,mikesport,1,1077.88
NEW BALANCE|IN217981,SP-1119C7A992,NEW BALANCE,IN217981,New Balance 1080 Men Running Shoes Black/Magnet/Linen,248.52,exact_style,1.0,1,same normalized brand and style_code,202.0,202.0,202.0,1,1,1.0,1,0,2026-04-10T14:14:43Z,mikesport,1,1077.87
NEW BALANCE|IN218014,SP-4BFC3223D5,NEW BALANCE,IN218014,New Balance 327 Women Lifestyle Shoes Moonbeam,205.09,exact_style,1.0,1,same normalized brand and style_code,169.0,169.0,169.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN219643,SP-F557DDEAE8,NEW BALANCE,IN219643,New Balance Athletics French Terry Men Lifestyle Hoody Dusk Shower,88.45,exact_style,1.0,1,same normalized brand and style_code,80.0,80.0,80.0,1,1,1.0,1,0,2026-04-10T14:14:25Z,mikesport,1,1077.87
NEW BALANCE|IN219653,SP-AA4107C9BC,NEW BALANCE,IN219653,New Balance Athletics Logo Men Lifestyle T-Shirt Dream State,39.55,exact_style,1.0,1,same normalized brand and style_code,34.0,34.0,34.0,1,1,1.0,1,0,2026-04-10T14:14:25Z,mikesport,1,1077.87
NEW BALANCE|IN219772,SP-24B46A527F,NEW BALANCE,IN219772,New Balance 1080 Women Running Shoes Black/Phantom,235.95,exact_style,1.0,1,same normalized brand and style_code,202.0,202.0,202.0,1,1,1.0,1,0,2026-04-10T14:14:40Z,mikesport,1,1077.87
NEW BALANCE|IN219784,SP-FEA7F5C6A1,NEW BALANCE,IN219784,New Balance Essential Women Performance Bra Olivine,46.19,exact_style,1.0,1,same normalized brand and style_code,48.0,48.0,48.0,1,1,1.0,1,0,2026-04-10T14:14:38Z,mikesport,1,1077.87
NEW BALANCE|IN219793,SP-E859AD8963,NEW BALANCE,IN219793,New Balance Athletics French Terry Women Lifestyle Pant Linen,73.86,exact_style,1.0,1,same normalized brand and style_code,74.0,74.0,74.0,1,1,1.0,1,0,2026-04-10T14:14:25Z,mikesport,1,1077.87
NEW BALANCE|IN219806,SP-EED5158BD6,NEW BALANCE,IN219806,New Balance 327 Women Lifestyle Shoes Moonbeam/Stone Pink,177.62,exact_style,1.0,1,same normalized brand and style_code,169.0,169.0,169.0,1,0,0.0,1,0,2026-04-10T14:14:40Z,mikesport,1,1077.87
NEW BALANCE|IN219826,SP-FA311BCAB5,NEW BALANCE,IN219826,New Balance Sport Quarter Zip Women Performanc Long Sleeve Black,55.86,exact_style,1.0,1,same normalized brand and style_code,55.0,55.0,55.0,1,0,0.0,1,0,2026-04-10T14:14:18Z,mikesport,1,1077.88
NEW BALANCE|IN219834,SP-8786A633D5,NEW BALANCE,IN219834,New Balance Sport Women Performance Long Sleeve Black,29.34,exact_style,1.0,1,same normalized brand and style_code,27.0,27.0,27.0,1,1,1.0,1,0,2026-04-10T14:14:38Z,mikesport,1,1077.87
NEW BALANCE|IN219845,SP-4C55644A29,NEW BALANCE,IN219845,New Balance Athletics Flower Women Lifestyle T-Shirt Clay Ash,38.91,exact_style,1.0,1,same normalized brand and style_code,38.0,38.0,38.0,1,1,1.0,1,0,2026-04-10T14:14:25Z,mikesport,1,1077.87
NEW BALANCE|IN223598,SP-9E192AAE8B,NEW BALANCE,IN223598,New Balance 1906R Women Lifestyle Shoes Silver Metalic,176.78,exact_style,1.0,1,same normalized brand and style_code,202.0,202.0,202.0,1,1,1.0,1,0,2026-04-10T14:14:30Z,mikesport,1,1077.87
NEW BALANCE|IN226798,SP-B2BF00C26E,NEW BALANCE,IN226798,New Balance 1906R Unisex Lifestyle Shoes Harbor Grey,303.52,exact_style,1.0,1,same normalized brand and style_code,275.0,275.0,275.0,1,0,0.0,1,0,2026-04-10T14:14:19Z,mikesport,1,1077.88
NEW BALANCE|IN226834,SP-BC8BFD0C2A,NEW BALANCE,IN226834,New Balance Athletics Men Performanc T-Shirt Blue Gemstone,33.4,exact_style,1.0,1,same normalized brand and style_code,34.0,34.0,34.0,1,1,1.0,1,0,2026-04-10T14:14:18Z,mikesport,1,1077.88
NEW BALANCE|IN226835,SP-0D038F16ED,NEW BALANCE,IN226835,New Balance Athletics Men Performanc T-Shirt Navy Heather,43.21,exact_style,1.0,1,same normalized brand and style_code,34.0,34.0,34.0,1,1,1.0,1,0,2026-04-10T14:14:25Z,mikesport,1,1077.87
NEW BALANCE|IN226849,SP-8EDF34B77B,NEW BALANCE,IN226849,New Balance Athletics French Terry Logo Men Lifestyle Hoody Black,96.07,exact_style,1.0,1,same normalized brand and style_code,88.0,88.0,88.0,1,1,1.0,1,0,2026-04-10T14:14:18Z,mikesport,1,1077.88
NEW BALANCE|IN226859,SP-9DE0BC17BB,NEW BALANCE,IN226859,New Balance Athletics Graphic Men Performanc T-Shirt Black,48.16,exact_style,1.0,1,same normalized brand and style_code,39.0,39.0,39.0,1,1,1.0,1,0,2026-04-10T14:14:18Z,mikesport,1,1077.88
NEW BALANCE|IN226860,SP-BA949A0923,NEW BALANCE,IN226860,New Balance Athletics Graphic Men Performance T-Shirt Lab Green,25.64,exact_style,1.0,1,same normalized brand and style_code,28.0,28.0,28.0,1,1,1.0,1,0,2026-04-10T14:14:15Z,mikesport,1,1077.88
NEW BALANCE|IN226903,SP-5F9B088137,NEW BALANCE,IN226903,New Balance 327 Ps-Boys Lifestyle Shoes Black/White,82.24,exact_style,1.0,1,same normalized brand and style_code,76.0,76.0,76.0,1,1,1.0,1,0,2026-04-10T14:14:25Z,mikesport,1,1077.87
NEW BALANCE|IN226904,SP-3346E77C8D,NEW BALANCE,IN226904,New Balance 327 Ps-Boys Lifestyle Shoes Silver Birch,79.93,exact_style,1.0,1,same normalized brand and style_code,76.0,76.0,76.0,1,1,1.0,1,0,2026-04-10T14:14:25Z,mikesport,1,1077.87
NEW BALANCE|IN226963,SP-AEB17209EC,NEW BALANCE,IN226963,New Balance Harmony Women Performanc Bra Black,41.75,exact_style,1.0,1,same normalized brand and style_code,38.0,38.0,38.0,1,1,1.0,1,0,2026-04-10T14:14:16Z,mikesport,1,1077.88
NEW BALANCE|IN226965,SP-FCD511BE4F,NEW BALANCE,IN226965,New Balance Essential Yoga Women Performance Bra Black,75.81,exact_style,1.0,1,same normalized brand and style_code,59.0,59.0,59.0,1,0,0.0,1,0,2026-04-10T14:14:18Z,mikesport,1,1077.88
NEW BALANCE|IN226994,SP-FB406DA2F5,NEW BALANCE,IN226994,New Balance 237 Women Lifestyle Shoes Sea Salt,93.08,exact_style,1.0,1,same normalized brand and style_code,102.0,102.0,102.0,1,1,1.0,1,0,2026-04-10T14:14:08Z,mikesport,1,1077.88
NEW BALANCE|IN226998,SP-E8BBCA75D7,NEW BALANCE,IN226998,New Balance Athletics French Terry Women Lifestyle Short Linen,66.43,exact_style,1.0,1,same normalized brand and style_code,55.0,55.0,55.0,1,1,1.0,1,0,2026-04-10T14:14:19Z,mikesport,1,1077.88
NEW BALANCE|IN227021,SP-ABD0B6080A,NEW BALANCE,IN227021,New Balance Athletics Gradient Shoes Women Lifestyle T-Shirt Linen,36.38,exact_style,1.0,1,same normalized brand and style_code,34.0,34.0,34.0,1,1,1.0,1,0,2026-04-10T14:14:16Z,mikesport,1,1077.88
NEW BALANCE|IN232938,SP-928176DAC9,NEW BALANCE,IN232938,New Balance 1440 Men Running Shoes Black,133.65,exact_style,1.0,1,same normalized brand and style_code,109.0,109.0,109.0,1,1,1.0,1,0,2026-04-10T14:14:11Z,mikesport,1,1077.88
NEW BALANCE|IN234674,SP-823EFC5B57,NEW BALANCE,IN234674,New Balance 47 Brrr Trucker Unisex Performance Cap Black,48.16,exact_style,1.0,1,same normalized brand and style_code,39.0,39.0,39.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234677,SP-B79D3FAE0C,NEW BALANCE,IN234677,New Balance 47 Clean Up Canvas 2 Men Lifestyle Cap Linen/Medusa Green,44.55,exact_style,1.0,1,same normalized brand and style_code,39.0,39.0,39.0,1,0,0.0,1,0,2026-04-10T14:13:57Z,mikesport,1,1077.88
NEW BALANCE|IN234702,SP-9AA8578AF3,NEW BALANCE,IN234702,New Balance 47 Clean Up Unisex Lifestyle Cap Black,32.23,exact_style,1.0,1,same normalized brand and style_code,35.0,35.0,35.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234703,SP-5EC0254D0A,NEW BALANCE,IN234703,New Balance 47 Clean Up Women Lifestyle Cap Linen,35.68,exact_style,1.0,1,same normalized brand and style_code,35.0,35.0,35.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234704,SP-A756F33BA2,NEW BALANCE,IN234704,New Balance 47 Clean Up Women Lifestyle Cap Pink Granite,46.46,exact_style,1.0,1,same normalized brand and style_code,35.0,35.0,35.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234705,SP-46B0A2E099,NEW BALANCE,IN234705,New Balance 47 Clean Up Women Lifestyle Cap Grey Matter,41.57,exact_style,1.0,1,same normalized brand and style_code,35.0,35.0,35.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234707,SP-292F8CAAAC,NEW BALANCE,IN234707,New Balance 47 Hitch Men Lifestyle Cap Nb Navy,45.45,exact_style,1.0,1,same normalized brand and style_code,39.0,39.0,39.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234708,SP-A8890E7A65,NEW BALANCE,IN234708,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,39.64,exact_style,1.0,1,same normalized brand and style_code,39.0,39.0,39.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234715,SP-DB450DEC3B,NEW BALANCE,IN234715,New Balance 1080V15 Men Running Shoes Black,316.67,exact_style,1.0,1,same normalized brand and style_code,275.0,275.0,275.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234716,SP-D066E902D0,NEW BALANCE,IN234716,New Balance 1080V15 Men Running Shoes Afterglow,273.3,exact_style,1.0,1,same normalized brand and style_code,275.0,275.0,275.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234746,SP-C2A32D9C08,NEW BALANCE,IN234746,New Balance Athletics French Terry Men Lifestyle Pant Pumpernickel,115.28,exact_style,1.0,1,same normalized brand and style_code,105.0,105.0,105.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234751,SP-6477693F65,NEW BALANCE,IN234751,New Balance Athletics French Terry Men Lifestyle Pant Black,92.21,exact_style,1.0,1,same normalized brand and style_code,99.0,99.0,99.0,1,0,0.0,1,0,2026-04-10T14:14:01Z,mikesport,1,1077.88
NEW BALANCE|IN234813,SP-AA3A19B5B7,NEW BALANCE,IN234813,New Balance 1000 Women Lifestyle Shoes Silver Metallic,246.43,exact_style,1.0,1,same normalized brand and style_code,229.0,229.0,229.0,1,0,0.0,1,0,2026-04-10T14:14:00Z,mikesport,1,1077.88
