"availability","brand_name","category","competitor_name","competitor_price","competitor_product_id","competitor_sale_price","currency","data_valid","discount_pct","gender_target","is_on_sale","product_name","scraped_at","sizes_available/0","sizes_available/1","sizes_available/2","sizes_available/3","sizes_available/4","sizes_available/5","sizes_available/6","sizes_available/7","sizes_available/8","sizes_available/9","sizes_available/10","sizes_available/11","sizes_available/12","sizes_available/13","sizes_available/14","sizes_available/15","sizes_available/16","sizes_available/17","sku_id","source_url","style_code"
"in_stock","Adidas","Originals","adidas_lb","14310000","adidas_lb:A7_DB3021_ONE",,"LBP","true",,"men","false","Handball Spezial Shoes, Black","2026-04-30T03:00:38Z","37 1/3","38","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46",,,,,,,,,,"A7_DB3021_ONE","https://www.adidas.com.lb/en/adidas-handball-spezial-shoes-black/A7_DB3021_ONE.html","DB3021"
"in_stock","Adidas","Socks","adidas_lb","1890000","adidas_lb:A7_EE1151_ONE",,"LBP","true",,"unisex","false","Unisex Island Club Trefoil Ankle Socks 3 Pairs, Black","2026-04-30T03:00:38Z","35-38","39-42","43-46",,,,,,,,,,,,,,,,"A7_EE1151_ONE","https://www.adidas.com.lb/en/adidas-unisex-island-club-trefoil-ankle-socks-3-pairs-black/A7_EE1151_ONE.html","EE1151"
"in_stock","Adidas","Socks","adidas_lb","1890000","adidas_lb:A7_EE1152_ONE",,"LBP","true",,"unisex","false","Unisex Island Club Trefoil Ankle Socks - 3 Pairs, Multicolour","2026-04-30T03:00:38Z","39-42","43-46",,,,,,,,,,,,,,,,,"A7_EE1152_ONE","https://www.adidas.com.lb/en/adidas-unisex-island-club-trefoil-ankle-socks---3-pairs-multicolour/A7_EE1152_ONE.html","EE1152"
"in_stock","Adidas","Slides & Slippers","adidas_lb","3330000","adidas_lb:A7_F35539_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Aqua Slides, White","2026-04-30T03:00:39Z","36 2/3","38","39 1/3","40 2/3","42","43 1/3","44 2/3","46","47 1/3","48 2/3",,,,,,,,,"A7_F35539_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-aqua-slides-white/A7_F35539_ONE.html","F35539"
"in_stock","Adidas","Slides & Slippers","adidas_lb","3330000","adidas_lb:A7_F35542_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Aqua Slides, Blue","2026-04-30T03:00:39Z","38","39 1/3","40 2/3","42","43 1/3","47 1/3",,,,,,,,,,,,,"A7_F35542_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-aqua-slides-blue/A7_F35542_ONE.html","F35542"
"in_stock","Adidas","Slides & Slippers","adidas_lb","3330000","adidas_lb:A7_F35543_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Aqua Slides, Black","2026-04-30T03:00:39Z","38","39 1/3","40 2/3","43 1/3",,,,,,,,,,,,,,,"A7_F35543_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-aqua-slides-black/A7_F35543_ONE.html","F35543"
"in_stock","Adidas","Swimming","adidas_lb","3330000","adidas_lb:A7_F35550_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Aqua Slides, Black","2026-04-30T03:00:40Z","38","39 1/3","43 1/3","44 2/3",,,,,,,,,,,,,,,"A7_F35550_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-aqua-slides-black/A7_F35550_ONE.html","F35550"
"in_stock","Adidas","Slides & Slippers","adidas_lb","2880000","adidas_lb:A7_F35556_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Aqua Slides, Black","2026-04-30T03:00:40Z","28","29","30","30.5","31.5","33","34",,,,,,,,,,,,"A7_F35556_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-aqua-slides-black/A7_F35556_ONE.html","F35556"
"in_stock","Adidas","Slides & Slippers","adidas_lb","3960000","adidas_lb:A7_F35580_ONE",,"LBP","true",,"unisex","false","Unisex Adissage Slides, Black","2026-04-30T03:00:41Z","36 2/3","38","39 1/3","40 2/3","42","43 1/3","44 2/3","46","47 1/3","48 2/3",,,,,,,,,"A7_F35580_ONE","https://www.adidas.com.lb/en/adidas-unisex-adissage-slides-black/A7_F35580_ONE.html","F35580"
"in_stock","Adidas","Socks","adidas_lb","1890000","adidas_lb:A7_FM0643_ONE",,"LBP","true",,"unisex","false","Unisex Mid Crew Socks 3 Pairs, Black","2026-04-30T03:00:41Z","34-36","37-39","M","L","31-33",,,,,,,,,,,,,,"A7_FM0643_ONE","https://www.adidas.com.lb/en/adidas-unisex-mid-crew-socks-3-pairs-black/A7_FM0643_ONE.html","FM0643"
"in_stock","Adidas","Bottles","adidas_lb","1170000","adidas_lb:A7_FM9932_ONE-NS",,"LBP","true",,"unisex","false","Unisex Performance 750 Ml Water Bottle, White","2026-04-30T03:00:41Z","NS",,,,,,,,,,,,,,,,,,"A7_FM9932_ONE-NS","https://www.adidas.com.lb/en/adidas-unisex-performance-750-ml-water-bottle-white/A7_FM9932_ONE.html","FM9932"
"in_stock","Adidas","Socks","adidas_lb","1890000","adidas_lb:A7_FT8529_ONE",,"LBP","true",,"unisex","false","Unisex Mid Crew Socks 3 Pairs, White","2026-04-30T03:00:42Z","34-36","37-39","M","L","31-33",,,,,,,,,,,,,,"A7_FT8529_ONE","https://www.adidas.com.lb/en/adidas-unisex-mid-crew-socks-3-pairs-white/A7_FT8529_ONE.html","FT8529"
"in_stock","Adidas","Slides & Slippers","adidas_lb","4230000","adidas_lb:A7_FU7592_ONE",,"LBP","true",,"men","false","Adilette Lite Slides, Grey","2026-04-30T03:00:42Z","36 2/3","38","39 1/3","40 2/3","42","43 1/3","44 2/3","46","47 1/3",,,,,,,,,,"A7_FU7592_ONE","https://www.adidas.com.lb/en/adidas-adilette-lite-slides-grey/A7_FU7592_ONE.html","FU7592"
"in_stock","Adidas","Slides & Slippers","adidas_lb","4230000","adidas_lb:A7_FU8297_ONE",,"LBP","true",,"men","false","Adilette Lite Slide, White","2026-04-30T03:00:42Z","36 2/3","38","39 1/3","40 2/3","42","43 1/3","44 2/3","46","47 1/3","48 2/3",,,,,,,,,"A7_FU8297_ONE","https://www.adidas.com.lb/en/adidas-adilette-lite-slide-white/A7_FU8297_ONE.html","FU8297"
"in_stock","Adidas","Slides & Slippers","adidas_lb","4230000","adidas_lb:A7_FU8299_ONE",,"LBP","true",,"men","false","Adilette Lite Slides, Blue","2026-04-30T03:00:43Z","36 2/3","38","39 1/3","40 2/3","42","43 1/3","44 2/3","46","47 1/3",,,,,,,,,,"A7_FU8299_ONE","https://www.adidas.com.lb/en/adidas-adilette-lite-slides-blue/A7_FU8299_ONE.html","FU8299"
"in_stock","Adidas","Slides & Slippers","adidas_lb","3690000","adidas_lb:A7_GW0344_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Sandals, Black","2026-04-30T03:00:43Z","35.5","29","30","30.5","31.5","33",,,,,,,,,,,,,"A7_GW0344_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-sandals-black/A7_GW0344_ONE.html","GW0344"
"in_stock","Adidas","Training","adidas_lb","4230000","adidas_lb:A7_GW1988_ONE",,"LBP","true",,"unisex","false","Unisex Kids Tensaur Hook and Loop Shoes, White","2026-04-30T03:00:44Z","27",,,,,,,,,,,,,,,,,,"A7_GW1988_ONE","https://www.adidas.com.lb/en/adidas-unisex-kids-tensaur-hook-and-loop-shoes-white/A7_GW1988_ONE.html","GW1988"
"in_stock","Adidas","Slides & Slippers","adidas_lb","6840000","adidas_lb:A7_GX1979_ONE",,"LBP","true",,"men","false","Adilette Ayoon Slides, Black","2026-04-30T03:00:44Z","36 2/3","38","39 1/3","40 2/3",,,,,,,,,,,,,,,"A7_GX1979_ONE","https://www.adidas.com.lb/en/adidas-adilette-ayoon-slides-black/A7_GX1979_ONE.html","GX1979"
"in_stock","Adidas","Originals","adidas_lb","14310000","adidas_lb:A7_GY0042_ONE",,"LBP","true",,"women","false","Campus 00s Shoes, White","2026-04-30T03:00:44Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","40 2/3","41 1/3",,,,,,,,,,,"A7_GY0042_ONE","https://www.adidas.com.lb/en/adidas-campus-00s-shoes-white/A7_GY0042_ONE.html","GY0042"
"in_stock","Adidas","Running","adidas_lb","28620000","adidas_lb:A7_GY6095_ONE",,"LBP","true",,"women","false","adidas by Stella McCartney Solarglide Running Shoes, White","2026-04-30T03:00:45Z","39 1/3",,,,,,,,,,,,,,,,,,"A7_GY6095_ONE","https://www.adidas.com.lb/en/adidas-adidas-by-stella-mccartney-solarglide-running-shoes-white/A7_GY6095_ONE.html","GY6095"
"in_stock","Adidas","Originals","adidas_lb","3960000","adidas_lb:A7_GZ3772_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Shower Slides, Black","2026-04-30T03:00:45Z","39 1/3","40 2/3",,,,,,,,,,,,,,,,,"A7_GZ3772_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-shower-slides-black/A7_GZ3772_ONE.html","GZ3772"
"in_stock","Adidas","Swimming","adidas_lb","3330000","adidas_lb:A7_GZ5878_ONE",,"LBP","true",,"women","false","Adilette Aqua Slides, Pink","2026-04-30T03:00:45Z","38","39 1/3",,,,,,,,,,,,,,,,,"A7_GZ5878_ONE","https://www.adidas.com.lb/en/adidas-adilette-aqua-slides-pink/A7_GZ5878_ONE.html","GZ5878"
"in_stock","Adidas","Slides & Slippers","adidas_lb","6030000","adidas_lb:A7_GZ5891_ONE",,"LBP","true",,"unisex","false","Unisex Adilette Comfort Slides, Black","2026-04-30T03:00:46Z","38","39 1/3","40 2/3","44 2/3","46","47 1/3",,,,,,,,,,,,,"A7_GZ5891_ONE","https://www.adidas.com.lb/en/adidas-unisex-adilette-comfort-slides-black/A7_GZ5891_ONE.html","GZ5891"
