"availability","brand_name","category","competitor_name","competitor_price","competitor_product_id","competitor_sale_price","currency","data_valid","discount_pct","gender_target","is_on_sale","product_name","scraped_at","sizes_available/0","sizes_available/1","sizes_available/2","sizes_available/3","sizes_available/4","sizes_available/5","sizes_available/6","sizes_available/7","sizes_available/8","sizes_available/9","sizes_available/10","sizes_available/11","sizes_available/12","sizes_available/13","sizes_available/14","sizes_available/15","sizes_available/16","sizes_available/17","sku_id","source_url","style_code"
"in_stock","Adidas","Running","adidas_lb","12150000","adidas_lb:A7_JQ0625_ONE",,"LBP","true",,"men","false","Duramo Speed 2 Running Shoes, White","2026-04-30T03:05:48Z","40 2/3","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46","47 1/3",,,,,,,,,"A7_JQ0625_ONE","https://www.adidas.com.lb/en/adidas-duramo-speed-2-running-shoes-white/A7_JQ0625_ONE.html","JQ0625"
"unknown","Adidas",,"adidas_lb",,"adidas_lb:A7_JQ0669_ONE",,,"false",,,"false",,"2026-04-30T03:05:49Z",,,,,,,,,,,,,,,,,,,"A7_JQ0669_ONE","https://www.adidas.com.lb/en/adidas-taekwondo-mei-shoes-black/A7_JQ0669_ONE.html","JQ0669"
"in_stock","Adidas","Football","adidas_lb","13230000","adidas_lb:A7_JQ0937_ONE",,"LBP","true",,"unisex","false","Unisex F50 MESSI LEAGUE Turf Football Shoes, White","2026-04-30T03:05:50Z","39 1/3","40","40 2/3","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46","47 1/3",,,,,,,"A7_JQ0937_ONE","https://www.adidas.com.lb/en/adidas-unisex-f50-messi-league-turf-football-shoes-white/A7_JQ0937_ONE.html","JQ0937"
"in_stock","Adidas","Football","adidas_lb","10530000","adidas_lb:A7_JQ0942_ONE",,"LBP","true",,"unisex","false","Kids Unisex F50 MESSI LEAGUE Firm Ground /Multi Ground Football Boots, White","2026-04-30T03:05:50Z","29","31","32","33","34","35","36","36 2/3","37 1/3","38","38 2/3",,,,,,,,"A7_JQ0942_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-f50-messi-league-firm-ground--multi-ground-football-boots-white/A7_JQ0942_ONE.html","JQ0942"
"in_stock","Adidas","Football","adidas_lb","10530000","adidas_lb:A7_JQ0944_ONE",,"LBP","true",,"unisex","false","Kids Unisex F50 MESSI LEAGUE Turf Football Shoes, White","2026-04-30T03:05:50Z","28","29","30","31","32","33","34","35","36","36 2/3","37 1/3","38","38 2/3",,,,,,"A7_JQ0944_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-f50-messi-league-turf-football-shoes-white/A7_JQ0944_ONE.html","JQ0944"
"in_stock","Adidas","Football","adidas_lb","13230000","adidas_lb:A7_JQ0954_ONE",,"LBP","true",,"unisex","false","Unisex F50 MESSI LEAGUE Firm Ground /Multi Ground Football Boots, White","2026-04-30T03:05:51Z","39 1/3","40","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46",,,,,,,,,"A7_JQ0954_ONE","https://www.adidas.com.lb/en/adidas-unisex-f50-messi-league-firm-ground--multi-ground-football-boots-white/A7_JQ0954_ONE.html","JQ0954"
"in_stock","Adidas","Training","adidas_lb","12150000","adidas_lb:A7_JQ1448_ONE",,"LBP","true",,"women","false","Dropset Control Training Shoes, Black","2026-04-30T03:05:51Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40",,,,,,,,,,,,,"A7_JQ1448_ONE","https://www.adidas.com.lb/en/adidas-dropset-control-training-shoes-black/A7_JQ1448_ONE.html","JQ1448"
"in_stock","Adidas","Basketball","adidas_lb","14310000","adidas_lb:A7_JQ1538_ONE",,"LBP","true",,"women","false","Forum Low Cl Shoes, White","2026-04-30T03:05:52Z","39 1/3","40","40 2/3","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46",,,,,,,,"A7_JQ1538_ONE","https://www.adidas.com.lb/en/adidas-forum-low-cl-shoes-white/A7_JQ1538_ONE.html","JQ1538"
"in_stock","Adidas","Running","adidas_lb","14310000","adidas_lb:A7_JQ1827_ONE",,"LBP","true",,"women","false","Supernova Ease 2 W Running Shoes, Brown","2026-04-30T03:05:52Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","40 2/3","41 1/3",,,,,,,,,,,"A7_JQ1827_ONE","https://www.adidas.com.lb/en/adidas-supernova-ease-2-w-running-shoes-brown/A7_JQ1827_ONE.html","JQ1827"
"in_stock","Adidas","Shoes","adidas_lb","5040000","adidas_lb:A7_JQ1842_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Sport 3.0 Cf K Shoes, Black","2026-04-30T03:05:52Z","32","33","34","35","36","37 1/3","38","38 2/3","39 1/3",,,,,,,,,,"A7_JQ1842_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-sport-3.0-cf-k-shoes-black/A7_JQ1842_ONE.html","JQ1842"
"in_stock","Adidas","Shoes","adidas_lb","5040000","adidas_lb:A7_JQ1843_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Sport 3.0 Cf K Shoes, White","2026-04-30T03:05:53Z","31","32","33","34","35","36","37 1/3","38","38 2/3","39 1/3",,,,,,,,,"A7_JQ1843_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-sport-3.0-cf-k-shoes-white/A7_JQ1843_ONE.html","JQ1843"
"in_stock","Adidas","Shoes","adidas_lb","5040000","adidas_lb:A7_JQ1844_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Sport 3.0 Cf K Shoes, White","2026-04-30T03:05:53Z","35","36","37 1/3","38","38 2/3","39 1/3",,,,,,,,,,,,,"A7_JQ1844_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-sport-3.0-cf-k-shoes-white/A7_JQ1844_ONE.html","JQ1844"
"in_stock","Adidas","Shoes","adidas_lb","4860000","adidas_lb:A7_JQ1849_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Sport 3.0 Shoes, White","2026-04-30T03:05:53Z","25","26","27",,,,,,,,,,,,,,,,"A7_JQ1849_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-sport-3.0-shoes-white/A7_JQ1849_ONE.html","JQ1849"
"in_stock","Adidas","Training","adidas_lb","4860000","adidas_lb:A7_JQ1851_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Sport 3.0 Shoes, Black","2026-04-30T03:05:54Z","21","22","23","25","26","27",,,,,,,,,,,,,"A7_JQ1851_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-sport-3.0-shoes-black/A7_JQ1851_ONE.html","JQ1851"
"in_stock","Adidas","Training","adidas_lb","4860000","adidas_lb:A7_JQ1852_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Sport 3.0 Shoes, White","2026-04-30T03:05:54Z","22","23","25","26","27",,,,,,,,,,,,,,"A7_JQ1852_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-sport-3.0-shoes-white/A7_JQ1852_ONE.html","JQ1852"
"in_stock","Adidas","Training","adidas_lb","4860000","adidas_lb:A7_JQ1853_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Sport 3.0 Shoes, White","2026-04-30T03:05:54Z","24","25","26","27",,,,,,,,,,,,,,,"A7_JQ1853_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-sport-3.0-shoes-white/A7_JQ1853_ONE.html","JQ1853"
"in_stock","Adidas","Shoes","adidas_lb","6840000","adidas_lb:A7_JQ1940_ONE",,"LBP","true",,"unisex","false","Kids Unisex X_PLRPATH Shoes, Black","2026-04-30T03:05:55Z","28","29","30","31","32","33",,,,,,,,,,,,,"A7_JQ1940_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-x_plrpath-shoes-black/A7_JQ1940_ONE.html","JQ1940"
"in_stock","Adidas","Shoes","adidas_lb","6030000","adidas_lb:A7_JQ1988_ONE",,"LBP","true",,"unisex","false","Kids Unisex Grand Court 3.0 El C Shoes, White","2026-04-30T03:05:55Z","28","29","30","31","32","33",,,,,,,,,,,,,"A7_JQ1988_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-grand-court-3.0-el-c-shoes-white/A7_JQ1988_ONE.html","JQ1988"
"in_stock","Adidas","Running","adidas_lb","13680000","adidas_lb:A7_JQ2506_ONE",,"LBP","true",,"women","false","Supernova Ease Shoes, White","2026-04-30T03:05:55Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","41 1/3",,,,,,,,,,,,"A7_JQ2506_ONE","https://www.adidas.com.lb/en/adidas-supernova-ease-shoes-white/A7_JQ2506_ONE.html","JQ2506"
"in_stock","Adidas","Running","adidas_lb","13680000","adidas_lb:A7_JQ2511_ONE",,"LBP","true",,"men","false","Supernova Ease Shoes, White","2026-04-30T03:05:56Z","41 1/3","42","42 2/3","43 1/3","44","45 1/3",,,,,,,,,,,,,"A7_JQ2511_ONE","https://www.adidas.com.lb/en/adidas-supernova-ease-shoes-white/A7_JQ2511_ONE.html","JQ2511"
"in_stock","Adidas","Running","adidas_lb","12150000","adidas_lb:A7_JQ2522_ONE",,"LBP","true",,"women","false","Response Super Shoes, White","2026-04-30T03:05:56Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","40 2/3","41 1/3",,,,,,,,,,,"A7_JQ2522_ONE","https://www.adidas.com.lb/en/adidas-response-super-shoes-white/A7_JQ2522_ONE.html","JQ2522"
"in_stock","Adidas","Running","adidas_lb","9990000","adidas_lb:A7_JQ2532_ONE",,"LBP","true",,"men","false","Response Shoes, Grey","2026-04-30T03:05:57Z","39 1/3","40","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46","46 2/3","47 1/3",,,,,,,"A7_JQ2532_ONE","https://www.adidas.com.lb/en/adidas-response-shoes-grey/A7_JQ2532_ONE.html","JQ2532"
"in_stock","Adidas","Running","adidas_lb","7200000","adidas_lb:A7_JQ2610_ONE",,"LBP","true",,"women","false","Galaxy 7 Running Shoes, White","2026-04-30T03:05:57Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","40 2/3","41 1/3",,,,,,,,,,,"A7_JQ2610_ONE","https://www.adidas.com.lb/en/adidas-galaxy-7-running-shoes-white/A7_JQ2610_ONE.html","JQ2610"
"in_stock","Adidas","Running","adidas_lb","7200000","adidas_lb:A7_JQ2620_ONE",,"LBP","true",,"men","false","Galaxy 7 Running Shoes, White","2026-04-30T03:05:57Z","42","44","46",,,,,,,,,,,,,,,,"A7_JQ2620_ONE","https://www.adidas.com.lb/en/adidas-galaxy-7-running-shoes-white/A7_JQ2620_ONE.html","JQ2620"
"in_stock","Adidas","Running","adidas_lb","7200000","adidas_lb:A7_JQ2623_ONE",,"LBP","true",,"men","false","Galaxy 7 Running Shoes, Grey","2026-04-30T03:05:58Z","41 1/3","42","43 1/3","44","45 1/3",,,,,,,,,,,,,,"A7_JQ2623_ONE","https://www.adidas.com.lb/en/adidas-galaxy-7-running-shoes-grey/A7_JQ2623_ONE.html","JQ2623"
"in_stock","Adidas","Running","adidas_lb","7200000","adidas_lb:A7_JQ2627_ONE",,"LBP","true",,"men","false","Galaxy 7 Running Shoes, Blue","2026-04-30T03:05:58Z","39 1/3","40","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46","46 2/3","47 1/3",,,,,,,"A7_JQ2627_ONE","https://www.adidas.com.lb/en/adidas-galaxy-7-running-shoes-blue/A7_JQ2627_ONE.html","JQ2627"
"in_stock","Adidas","Running","adidas_lb","4230000","adidas_lb:A7_JQ2878_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Hook and Loop Shoes, White","2026-04-30T03:05:58Z","27",,,,,,,,,,,,,,,,,,"A7_JQ2878_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-hook-and-loop-shoes-white/A7_JQ2878_ONE.html","JQ2878"
"in_stock","Adidas","Running","adidas_lb","6030000","adidas_lb:A7_JQ3018_ONE",,"LBP","true",,"unisex","false","Kids Unisex Duramo SL Shoes, Blue","2026-04-30T03:05:59Z","28","29","30","31","32","34","35",,,,,,,,,,,,"A7_JQ3018_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-duramo-sl-shoes-blue/A7_JQ3018_ONE.html","JQ3018"
"in_stock","Adidas","Shoes","adidas_lb","6840000","adidas_lb:A7_JQ3019_ONE",,"LBP","true",,"unisex","false","Kids Unisex Duramo SL Shoes, Blue","2026-04-30T03:05:59Z","36","36 2/3","37 1/3","38","38 2/3","39 1/3",,,,,,,,,,,,,"A7_JQ3019_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-duramo-sl-shoes-blue/A7_JQ3019_ONE.html","JQ3019"
"in_stock","Adidas","Running","adidas_lb","14310000","adidas_lb:A7_JQ3079_ONE",,"LBP","true",,"men","false","Acesmash Shoes, Black","2026-04-30T03:06:00Z","42","44 2/3",,,,,,,,,,,,,,,,,"A7_JQ3079_ONE","https://www.adidas.com.lb/en/adidas-acesmash-shoes-black/A7_JQ3079_ONE.html","JQ3079"
"in_stock","Adidas","Running","adidas_lb","17190000","adidas_lb:A7_JQ3130_ONE",,"LBP","true",,"men","false","Adizero SL 2 Shoes, White","2026-04-30T03:06:00Z","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46",,,,,,,,,,,"A7_JQ3130_ONE","https://www.adidas.com.lb/en/adidas-adizero-sl-2-shoes-white/A7_JQ3130_ONE.html","JQ3130"
"in_stock","Adidas","Running","adidas_lb","17190000","adidas_lb:A7_JQ3132_ONE",,"LBP","true",,"women","false","Adizero SL2 Shoes, White","2026-04-30T03:06:00Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","40 2/3","41 1/3",,,,,,,,,,,"A7_JQ3132_ONE","https://www.adidas.com.lb/en/adidas-adizero-sl2-shoes-white/A7_JQ3132_ONE.html","JQ3132"
"in_stock","Adidas","Shop The Classics","adidas_lb","6840000","adidas_lb:A7_JQ3191_ONE",,"LBP","true",,"unisex","false","Kids Unisex Samba OG Comfort Closure Elastic Lace Shoes, White","2026-04-30T03:06:01Z","26","27",,,,,,,,,,,,,,,,,"A7_JQ3191_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-samba-og-comfort-closure-elastic-lace-shoes-white/A7_JQ3191_ONE.html","JQ3191"
"in_stock","Adidas","Shoes","adidas_lb","6840000","adidas_lb:A7_JQ3192_ONE",,"LBP","true",,"unisex","false","Kids Unisex Samba OG Comfort Closure Elastic Lace Shoes, White","2026-04-30T03:06:01Z","20","22","23","24","25","26","27",,,,,,,,,,,,"A7_JQ3192_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-samba-og-comfort-closure-elastic-lace-shoes-white/A7_JQ3192_ONE.html","JQ3192"
"in_stock","Adidas","Training","adidas_lb","10530000","adidas_lb:A7_JQ3952_ONE",,"LBP","true",,"men","false","Rapidmove Go Trainer M, Black","2026-04-30T03:06:01Z","42","42 2/3","43 1/3",,,,,,,,,,,,,,,,"A7_JQ3952_ONE","https://www.adidas.com.lb/en/adidas-rapidmove-go-trainer-m-black/A7_JQ3952_ONE.html","JQ3952"
"in_stock","Adidas","Training","adidas_lb","16290000","adidas_lb:A7_JQ4117_ONE",,"LBP","true",,"men","false","Rapidmove Adv 2 Training Shoes, Grey","2026-04-30T03:06:02Z","44 2/3",,,,,,,,,,,,,,,,,,"A7_JQ4117_ONE","https://www.adidas.com.lb/en/adidas-rapidmove-adv-2-training-shoes-grey/A7_JQ4117_ONE.html","JQ4117"
"in_stock","Adidas","Training","adidas_lb","16290000","adidas_lb:A7_JQ4118_ONE",,"LBP","true",,"men","false","Rapidmove ADV 2 Training Shoes, Black","2026-04-30T03:06:02Z","43 1/3",,,,,,,,,,,,,,,,,,"A7_JQ4118_ONE","https://www.adidas.com.lb/en/adidas-rapidmove-adv-2-training-shoes-black/A7_JQ4118_ONE.html","JQ4118"
"in_stock","Adidas","Running","adidas_lb","14310000","adidas_lb:A7_JQ4244_ONE",,"LBP","true",,"women","false","Supernova Ease 2 W Running Shoes, Black","2026-04-30T03:06:03Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","40 2/3","41 1/3",,,,,,,,,,,"A7_JQ4244_ONE","https://www.adidas.com.lb/en/adidas-supernova-ease-2-w-running-shoes-black/A7_JQ4244_ONE.html","JQ4244"
"in_stock","Adidas","Running","adidas_lb","14310000","adidas_lb:A7_JQ4335_ONE",,"LBP","true",,"men","false","Supernova Ease 2 M Running Shoes, Green","2026-04-30T03:06:03Z","41 1/3","43 1/3","44 2/3",,,,,,,,,,,,,,,,"A7_JQ4335_ONE","https://www.adidas.com.lb/en/adidas-supernova-ease-2-m-running-shoes-green/A7_JQ4335_ONE.html","JQ4335"
"in_stock","Adidas","Originals","adidas_lb","14310000","adidas_lb:A7_JQ4367_ONE",,"LBP","true",,"unisex","false","Unisex Adimule Slides, Black","2026-04-30T03:06:03Z","36 2/3","38","39 1/3","40 2/3","42","44 2/3","46","47 1/3",,,,,,,,,,,"A7_JQ4367_ONE","https://www.adidas.com.lb/en/adidas-unisex-adimule-slides-black/A7_JQ4367_ONE.html","JQ4367"
"in_stock","Adidas","Basketball","adidas_lb","12150000","adidas_lb:A7_JQ4427_ONE",,"LBP","true",,"unisex","false","Unisex Jabbar Lo Shoe, Black","2026-04-30T03:06:04Z","37 1/3","38","38 2/3","39 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46",,,,,,,,"A7_JQ4427_ONE","https://www.adidas.com.lb/en/adidas-unisex-jabbar-lo-shoe-black/A7_JQ4427_ONE.html","JQ4427"
"in_stock","Adidas","Running","adidas_lb","7920000","adidas_lb:A7_JQ4623_ONE",,"LBP","true",,"men","false","Breaknet 3.0 Shoes, White","2026-04-30T03:06:04Z","43 1/3",,,,,,,,,,,,,,,,,,"A7_JQ4623_ONE","https://www.adidas.com.lb/en/adidas-breaknet-3.0-shoes-white/A7_JQ4623_ONE.html","JQ4623"
"in_stock","Adidas","Running","adidas_lb","7920000","adidas_lb:A7_JQ4624_ONE",,"LBP","true",,"men","false","Breaknet 3.0 Shoes, White","2026-04-30T03:06:04Z","42 2/3","44","45 1/3","46",,,,,,,,,,,,,,,"A7_JQ4624_ONE","https://www.adidas.com.lb/en/adidas-breaknet-3.0-shoes-white/A7_JQ4624_ONE.html","JQ4624"
"in_stock","Adidas","Running","adidas_lb","8550000","adidas_lb:A7_JQ4757_ONE",,"LBP","true",,"unisex","false","Kids Unisex Lightblaze Shoes, Black","2026-04-30T03:06:05Z","36","36 2/3","37 1/3","38","38 2/3","39 1/3",,,,,,,,,,,,,"A7_JQ4757_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-lightblaze-shoes-black/A7_JQ4757_ONE.html","JQ4757"
"in_stock","Adidas","Running","adidas_lb","5490000","adidas_lb:A7_JQ4765_ONE",,"LBP","true",,"unisex","false","Kids Unisex Tensaur Switch Shoes, White","2026-04-30T03:06:05Z","29","32",,,,,,,,,,,,,,,,,"A7_JQ4765_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-tensaur-switch-shoes-white/A7_JQ4765_ONE.html","JQ4765"
"in_stock","Adidas","Originals","adidas_lb","14310000","adidas_lb:A7_JQ4774_ONE",,"LBP","true",,"women","false","adidas Taekwondo Shoes, White","2026-04-30T03:06:06Z","36","36 2/3","38","38 2/3","39 1/3","40","40 2/3",,,,,,,,,,,,"A7_JQ4774_ONE","https://www.adidas.com.lb/en/adidas-adidas-taekwondo-shoes-white/A7_JQ4774_ONE.html","JQ4774"
"in_stock","Adidas","Running","adidas_lb","11340000","adidas_lb:A7_JQ5081_ONE",,"LBP","true",,"men","false","Questar 3 Running Shoes, White","2026-04-30T03:06:06Z","40","40 2/3","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46","46 2/3",,,,,,,,"A7_JQ5081_ONE","https://www.adidas.com.lb/en/adidas-questar-3-running-shoes-white/A7_JQ5081_ONE.html","JQ5081"
"in_stock","Adidas","Training","adidas_lb","7200000","adidas_lb:A7_JQ5166_ONE",,"LBP","true",,"unisex","false","Kids Unisex Fortarun 4.0 Shoes, Black","2026-04-30T03:06:06Z","35.5","36","36 2/3","37 1/3","38","38 2/3","39 1/3",,,,,,,,,,,,"A7_JQ5166_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-fortarun-4.0-shoes-black/A7_JQ5166_ONE.html","JQ5166"
"in_stock","Adidas","Running","adidas_lb","6840000","adidas_lb:A7_JQ5193_ONE",,"LBP","true",,"unisex","false","Kids Unisex Fortarun 4.0 Shoes, Black","2026-04-30T03:06:07Z","28","29","30","31","32","33","34",,,,,,,,,,,,"A7_JQ5193_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-fortarun-4.0-shoes-black/A7_JQ5193_ONE.html","JQ5193"
"in_stock","Adidas","Running","adidas_lb","6840000","adidas_lb:A7_JQ5195_ONE",,"LBP","true",,"unisex","false","Kids Unisex Fortarun 4.0 Shoes, Black","2026-04-30T03:06:07Z","28","30","31",,,,,,,,,,,,,,,,"A7_JQ5195_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-fortarun-4.0-shoes-black/A7_JQ5195_ONE.html","JQ5195"
"in_stock","Adidas","Tennis","adidas_lb","8550000","adidas_lb:A7_JQ5478_ONE",,"LBP","true",,"women","false","Park St 2.0 Shoes, White","2026-04-30T03:06:07Z","37 1/3","38","38 2/3",,,,,,,,,,,,,,,,"A7_JQ5478_ONE","https://www.adidas.com.lb/en/adidas-park-st-2.0-shoes-white/A7_JQ5478_ONE.html","JQ5478"
"in_stock","Adidas","Tennis","adidas_lb","8550000","adidas_lb:A7_JQ5480_ONE",,"LBP","true",,"men","false","Park St 2.0 Shoes, White","2026-04-30T03:06:08Z","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46","46 2/3",,,,,,,,,,"A7_JQ5480_ONE","https://www.adidas.com.lb/en/adidas-park-st-2.0-shoes-white/A7_JQ5480_ONE.html","JQ5480"
"in_stock","Adidas","Training","adidas_lb","7920000","adidas_lb:A7_JQ5483_ONE",,"LBP","true",,"women","false","Breaknet 3.0 Shoes, White","2026-04-30T03:06:08Z","36 2/3","37 1/3","38","38 2/3","39 1/3","40","40 2/3","41 1/3",,,,,,,,,,,"A7_JQ5483_ONE","https://www.adidas.com.lb/en/adidas-breaknet-3.0-shoes-white/A7_JQ5483_ONE.html","JQ5483"
"in_stock","Adidas","Running","adidas_lb","5490000","adidas_lb:A7_JQ5609_ONE",,"LBP","true",,"unisex","false","Kids Unisex Runfalcon 5 Shoes, Purple","2026-04-30T03:06:08Z","28","29","30","31","33","35",,,,,,,,,,,,,"A7_JQ5609_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-runfalcon-5-shoes-purple/A7_JQ5609_ONE.html","JQ5609"
"in_stock","Adidas","Running","adidas_lb","4860000","adidas_lb:A7_JQ5667_ONE",,"LBP","true",,"unisex","false","Kids Unisex Runfalcon 5 Shoes, Blue","2026-04-30T03:06:09Z","20","21","22","23","24","25","26","27",,,,,,,,,,,"A7_JQ5667_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-runfalcon-5-shoes-blue/A7_JQ5667_ONE.html","JQ5667"
"in_stock","Adidas","Running","adidas_lb","6570000","adidas_lb:A7_JQ5749_ONE",,"LBP","true",,"women","false","Runfalcon 5 Running Shoes, Pink","2026-04-30T03:06:09Z","40",,,,,,,,,,,,,,,,,,"A7_JQ5749_ONE","https://www.adidas.com.lb/en/adidas-runfalcon-5-running-shoes-pink/A7_JQ5749_ONE.html","JQ5749"
"in_stock","Adidas","Running","adidas_lb","14310000","adidas_lb:A7_JQ5859_ONE",,"LBP","true",,"men","false","Supernova Ease 2 M Running Shoes, Black","2026-04-30T03:06:09Z","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3",,,,,,,,,,,,"A7_JQ5859_ONE","https://www.adidas.com.lb/en/adidas-supernova-ease-2-m-running-shoes-black/A7_JQ5859_ONE.html","JQ5859"
"in_stock","Adidas","Originals","adidas_lb","11340000","adidas_lb:A7_JQ5874_ONE",,"LBP","true",,"unisex","false","Kids Unisex Samba OG Shoes, Beige","2026-04-30T03:06:10Z","36",,,,,,,,,,,,,,,,,,"A7_JQ5874_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-samba-og-shoes-beige/A7_JQ5874_ONE.html","JQ5874"
"in_stock","Adidas","Originals","adidas_lb","7920000","adidas_lb:A7_JQ6390_ONE",,"LBP","true",,"unisex","false","Kids Unisex Samba OG Comfort Closure Elastic Lace Shoes, Black","2026-04-30T03:06:10Z","28","29","30","31","32","33","34",,,,,,,,,,,,"A7_JQ6390_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-samba-og-comfort-closure-elastic-lace-shoes-black/A7_JQ6390_ONE.html","JQ6390"
"in_stock","Adidas","Originals","adidas_lb","7920000","adidas_lb:A7_JQ6391_ONE",,"LBP","true",,"unisex","false","Kids Unisex Samba OG Comfort Closure Elastic Lace Shoes, White","2026-04-30T03:06:11Z","28","30",,,,,,,,,,,,,,,,,"A7_JQ6391_ONE","https://www.adidas.com.lb/en/adidas-kids-unisex-samba-og-comfort-closure-elastic-lace-shoes-white/A7_JQ6391_ONE.html","JQ6391"
"in_stock","Adidas","Originals","adidas_lb","12150000","adidas_lb:A7_JQ6434_ONE",,"LBP","true",,,"false","Taekwondo Mei Shoes, Pink","2026-04-30T03:06:11Z","38 2/3",,,,,,,,,,,,,,,,,,"A7_JQ6434_ONE","https://www.adidas.com.lb/en/adidas-taekwondo-mei-shoes-pink/A7_JQ6434_ONE.html","JQ6434"
"in_stock","Adidas","Originals","adidas_lb","12150000","adidas_lb:A7_JQ6438_ONE",,"LBP","true",,,"false","Taekwondo Mei Shoes, White","2026-04-30T03:06:11Z","36","36 2/3","37 1/3","38","38 2/3","39 1/3","40",,,,,,,,,,,,"A7_JQ6438_ONE","https://www.adidas.com.lb/en/adidas-taekwondo-mei-shoes-white/A7_JQ6438_ONE.html","JQ6438"
"in_stock","Adidas","Originals","adidas_lb","13680000","adidas_lb:A7_JQ6445_ONE",,"LBP","true",,"women","false","Samba Jane Shoes, Black","2026-04-30T03:06:12Z","36",,,,,,,,,,,,,,,,,,"A7_JQ6445_ONE","https://www.adidas.com.lb/en/adidas-samba-jane-shoes-black/A7_JQ6445_ONE.html","JQ6445"
"in_stock","Adidas","Running","adidas_lb","21510000","adidas_lb:A7_JQ6637_ONE",,"LBP","true",,"unisex","false","Unisex CLIMACOOL Laced Shoes, White","2026-04-30T03:06:12Z","36 2/3","38","43 1/3","44 2/3",,,,,,,,,,,,,,,"A7_JQ6637_ONE","https://www.adidas.com.lb/en/adidas-unisex-climacool-laced-shoes-white/A7_JQ6637_ONE.html","JQ6637"
"in_stock","Adidas","Running","adidas_lb","21510000","adidas_lb:A7_JQ6647_ONE",,"LBP","true",,"unisex","false","Unisex CLIMACOOL Shoes, Grey","2026-04-30T03:06:12Z","39 1/3","43 1/3","44 2/3","46",,,,,,,,,,,,,,,"A7_JQ6647_ONE","https://www.adidas.com.lb/en/adidas-unisex-climacool-shoes-grey/A7_JQ6647_ONE.html","JQ6647"
"in_stock","Adidas","Running","adidas_lb","25830000","adidas_lb:A7_JQ6653_ONE",,"LBP","true",,"men","false","Ultraboost 5 Shoes, Black","2026-04-30T03:06:13Z","41 1/3","42","42 2/3","43 1/3","44","44 2/3","45 1/3","46",,,,,,,,,,,"A7_JQ6653_ONE","https://www.adidas.com.lb/en/adidas-ultraboost-5-shoes-black/A7_JQ6653_ONE.html","JQ6653"
