style_code,comparison_match_type,comparison_availability_relation,comparison_sale_relation,comparison_category_overlap,comparison_category_overlap_values,comparison_gender_overlap,comparison_gender_overlap_values,comparison_colorway_overlap,comparison_colorway_overlap_values,comparison_price_status,comparison_currency_match,comparison_fx_rate_lbp_per_usd,comparison_same_current_price,comparison_current_price_diff,comparison_current_price_diff_usd,comparison_current_price_diff_lbp,comparison_current_price_diff_pct_vs_adidas,comparison_current_price_diff_pct_vs_adidas_usd,comparison_current_price_relation,comparison_cheaper_retailer,comparison_same_discount_pct,comparison_discount_pct_diff,comparison_discount_relation,comparison_higher_discount_retailer,mikesport_row_count,mikesport_has_duplicate_rows,mikesport_product_name,mikesport_product_names,mikesport_source_url,mikesport_source_urls,mikesport_source_url_count,mikesport_category,mikesport_categories,mikesport_gender_target,mikesport_gender_targets,mikesport_colorway,mikesport_colorways,mikesport_availability_summary,mikesport_availability_values,mikesport_in_stock_count,mikesport_out_of_stock_count,mikesport_unknown_stock_count,mikesport_sizes_available,mikesport_sizes_count,mikesport_currency,mikesport_currency_values,mikesport_current_price_min,mikesport_current_price_max,mikesport_current_price_min_usd,mikesport_current_price_max_usd,mikesport_current_price_min_lbp,mikesport_current_price_max_lbp,mikesport_regular_price_min,mikesport_regular_price_max,mikesport_regular_price_min_usd,mikesport_regular_price_max_usd,mikesport_regular_price_min_lbp,mikesport_regular_price_max_lbp,mikesport_sale_price_min,mikesport_sale_price_max,mikesport_sale_price_min_usd,mikesport_sale_price_max_usd,mikesport_sale_price_min_lbp,mikesport_sale_price_max_lbp,mikesport_discount_pct_min,mikesport_discount_pct_max,mikesport_any_on_sale,mikesport_all_on_sale,adidas_row_count,adidas_has_duplicate_rows,adidas_product_name,adidas_product_names,adidas_source_url,adidas_source_urls,adidas_source_url_count,adidas_category,adidas_categories,adidas_gender_target,adidas_gender_targets,adidas_colorway,adidas_colorways,adidas_availability_summary,adidas_availability_values,adidas_in_stock_count,adidas_out_of_stock_count,adidas_unknown_stock_count,adidas_sizes_available,adidas_sizes_count,adidas_currency,adidas_currency_values,adidas_current_price_min,adidas_current_price_max,adidas_current_price_min_usd,adidas_current_price_max_usd,adidas_current_price_min_lbp,adidas_current_price_max_lbp,adidas_regular_price_min,adidas_regular_price_max,adidas_regular_price_min_usd,adidas_regular_price_max_usd,adidas_regular_price_min_lbp,adidas_regular_price_max_lbp,adidas_sale_price_min,adidas_sale_price_max,adidas_sale_price_min_usd,adidas_sale_price_max_usd,adidas_sale_price_min_lbp,adidas_sale_price_max_lbp,adidas_discount_pct_min,adidas_discount_pct_max,adidas_any_on_sale,adidas_all_on_sale,comparison_notes
IN0075,exact_style_code,both_in_stock,both_on_sale,False,,True,men,True,White,normalized_compare,False,90000.0,False,-4.0,-4.0,-360000.0,-11.43,-11.43,mikesport_cheaper,mikesport_lb,False,9.1,mikesport_higher_discount,mikesport_lb,1,False,Adidas Run It Men Running T-Shirt White,Adidas Run It Men Running T-Shirt White,https://lb.mikesport.com/products/adidas-run-it-men-running-t-shirt-white,https://lb.mikesport.com/products/adidas-run-it-men-running-t-shirt-white,1,t-shirt,t-shirt,men,men,White,White,in_stock,in_stock,1,0,0,2XL | L | S,3,USD,USD,31.0,31.0,31.0,31.0,2790000.0,2790000.0,44.0,44.0,44.0,44.0,3960000.0,3960000.0,31.0,31.0,31.0,31.0,2790000.0,2790000.0,29.55,29.55,True,True,1,False,"Run It T-Shirt, White","Run It T-Shirt, White",https://www.adidas.com.lb/en/adidas-outlet-run-it-t-shirt-white/A9_IN0075_ONE.html,https://www.adidas.com.lb/en/adidas-outlet-run-it-t-shirt-white/A9_IN0075_ONE.html,1,Tops,Tops,men,men,White,White,in_stock,in_stock,1,0,0,S | M | L | XL,4,LBP,LBP,3150000.0,3150000.0,35.0,35.0,3150000.0,3150000.0,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,3150000.0,3150000.0,35.0,35.0,3150000.0,3150000.0,20.45,20.45,True,True,
IN0657,exact_style_code,both_in_stock,both_on_sale,False,,True,men,False,,normalized_compare,False,90000.0,False,31.0,31.0,2790000.0,72.09,72.09,adidas_cheaper,adidas_lb,False,-21.32,adidas_higher_discount,adidas_lb,1,False,Adidas Flag Inspired Italy Home Men Football T-Shirt Blue/White/Red/Green,Adidas Flag Inspired Italy Home Men Football T-Shirt Blue/White/Red/Green,https://lb.mikesport.com/products/adidas-flag-inspired-italy-home-men-football-t-shirt-blue-white-red-green,https://lb.mikesport.com/products/adidas-flag-inspired-italy-home-men-football-t-shirt-blue-white-red-green,1,t-shirt,t-shirt,men,men,"e take pride-of-place in the striking design of this Italy away jersey from adidas. And, sitting on the chest, a woven team badge adds a slice of football inspiration. Moisture-managing AEROREADY means you can take this shirt onto the pitch, but its primary purpose is to fill every fan with the pride of a nation. Highlights: Slim fit Ribbed V-neck AEROREADY Mesh panels on underarm, side and lower back Italy woven crest Composition: 100% recycled polyester interlock Color: Blue/White/Red/Green","e take pride-of-place in the striking design of this Italy away jersey from adidas. And, sitting on the chest, a woven team badge adds a slice of football inspiration. Moisture-managing AEROREADY means you can take this shirt onto the pitch, but its primary purpose is to fill every fan with the pride of a nation. Highlights: Slim fit Ribbed V-neck AEROREADY Mesh panels on underarm, side and lower back Italy woven crest Composition: 100% recycled polyester interlock Color: Blue/White/Red/Green",in_stock,in_stock,1,0,0,L | S | XL,3,USD,USD,74.0,74.0,74.0,74.0,6660000.0,6660000.0,144.0,144.0,144.0,144.0,12960000.0,12960000.0,74.0,74.0,74.0,74.0,6660000.0,6660000.0,48.61,48.61,True,True,1,False,"Italy 24 Home Jersey, Blue","Italy 24 Home Jersey, Blue",https://www.adidas.com.lb/en/adidas-outlet-italy-24-home-jersey-blue/A9_IN0657_ONE.html,https://www.adidas.com.lb/en/adidas-outlet-italy-24-home-jersey-blue/A9_IN0657_ONE.html,1,Tops,Tops,men,men,Blue,Blue,in_stock,in_stock,1,0,0,M,1,LBP,LBP,3870000.0,3870000.0,43.0,43.0,3870000.0,3870000.0,12870000.0,12870000.0,143.0,143.0,12870000.0,12870000.0,3870000.0,3870000.0,43.0,43.0,3870000.0,3870000.0,69.93,69.93,True,True,
IN1156,exact_style_code,both_in_stock,neither_on_sale,False,,True,men,True,Black,normalized_compare,False,90000.0,False,1.0,1.0,90000.0,2.27,2.27,adidas_cheaper,adidas_lb,True,0.0,neither_discounted,tie,1,False,Adidas Adizero Essentials Men Running T-Shirt Black,Adidas Adizero Essentials Men Running T-Shirt Black,https://lb.mikesport.com/products/adidas-adizero-essentials-men-running-t-shirt-black,https://lb.mikesport.com/products/adidas-adizero-essentials-men-running-t-shirt-black,1,t-shirt,t-shirt,men,men,Black,Black,in_stock,in_stock,1,0,0,2XL | L | M | S | XL,5,USD,USD,45.0,45.0,45.0,45.0,4050000.0,4050000.0,45.0,45.0,45.0,45.0,4050000.0,4050000.0,,,,,,,,,False,False,1,False,"Adizero Essentials Running T-Shirt, Black","Adizero Essentials Running T-Shirt, Black",https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-black/A7_IN1156_ONE.html,https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-black/A7_IN1156_ONE.html,1,T-Shirts,T-Shirts,men,men,Black,Black,in_stock,in_stock,1,0,0,S | M | XL,3,LBP,LBP,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN1157,exact_style_code,both_in_stock,neither_on_sale,False,,True,men,True,White,normalized_compare,False,90000.0,False,1.0,1.0,90000.0,2.27,2.27,adidas_cheaper,adidas_lb,True,0.0,neither_discounted,tie,1,False,Adidas Adizero Essentials Men Running T-Shirt White,Adidas Adizero Essentials Men Running T-Shirt White,https://lb.mikesport.com/products/adidas-adizero-essentials-men-running-t-shirt-white,https://lb.mikesport.com/products/adidas-adizero-essentials-men-running-t-shirt-white,1,t-shirt,t-shirt,men,men,White,White,in_stock,in_stock,1,0,0,2XL | L | M | S | XL,5,USD,USD,45.0,45.0,45.0,45.0,4050000.0,4050000.0,45.0,45.0,45.0,45.0,4050000.0,4050000.0,,,,,,,,,False,False,1,False,"Adizero Essentials Running T-Shirt, White","Adizero Essentials Running T-Shirt, White",https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-white/A7_IN1157_ONE.html,https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-white/A7_IN1157_ONE.html,1,T-Shirts,T-Shirts,men,men,White,White,in_stock,in_stock,1,0,0,S | M | L | XL,4,LBP,LBP,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN1172,exact_style_code,both_in_stock,neither_on_sale,False,,True,women,False,,normalized_compare,False,90000.0,True,0.0,0.0,0.0,0.0,0.0,same_price,tie,True,0.0,neither_discounted,tie,1,False,Adidas Adizero Essentials Women Running T-Shirt Black,Adidas Adizero Essentials Women Running T-Shirt Black,https://lb.mikesport.com/products/adidas-adizero-essentials-women-running-t-shirt-black,https://lb.mikesport.com/products/adidas-adizero-essentials-women-running-t-shirt-black,1,t-shirt,t-shirt,women,women,Black,Black,in_stock,in_stock,1,0,0,L | M,2,USD,USD,44.0,44.0,44.0,44.0,3960000.0,3960000.0,44.0,44.0,44.0,44.0,3960000.0,3960000.0,,,,,,,,,False,False,1,False,"Adizero Essentials Running T-Shirt, Multicolour","Adizero Essentials Running T-Shirt, Multicolour",https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-multicolour/A7_IN1172_ONE.html,https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-multicolour/A7_IN1172_ONE.html,1,T-Shirts & Tops,T-Shirts & Tops,women,women,Multicolour,Multicolour,in_stock,in_stock,1,0,0,S | M | L,3,LBP,LBP,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN1173,exact_style_code,both_in_stock,neither_on_sale,False,,True,women,True,White,normalized_compare,False,90000.0,False,1.0,1.0,90000.0,2.27,2.27,adidas_cheaper,adidas_lb,True,0.0,neither_discounted,tie,1,False,Adidas Adizero Essentials Women Running T-Shirt White,Adidas Adizero Essentials Women Running T-Shirt White,https://lb.mikesport.com/products/adidas-adizero-essentials-women-running-t-shirt-white,https://lb.mikesport.com/products/adidas-adizero-essentials-women-running-t-shirt-white,1,t-shirt,t-shirt,women,women,White,White,in_stock,in_stock,1,0,0,L | M | XS,3,USD,USD,45.0,45.0,45.0,45.0,4050000.0,4050000.0,45.0,45.0,45.0,45.0,4050000.0,4050000.0,,,,,,,,,False,False,1,False,"Adizero Essentials Running T-Shirt, White","Adizero Essentials Running T-Shirt, White",https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-white/A7_IN1173_ONE.html,https://www.adidas.com.lb/en/adidas-adizero-essentials-running-t-shirt-white/A7_IN1173_ONE.html,1,T-Shirts & Tops,T-Shirts & Tops,women,women,White,White,in_stock,in_stock,1,0,0,S | L,2,LBP,LBP,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN1483,exact_style_code,both_in_stock,both_on_sale,False,,True,men,True,Black,normalized_compare,False,90000.0,False,-16.0,-16.0,-1440000.0,-15.84,-15.84,mikesport_cheaper,mikesport_lb,False,9.91,mikesport_higher_discount,mikesport_lb,1,False,Adidas Own The Run Men Running Jacket Black,Adidas Own The Run Men Running Jacket Black,https://lb.mikesport.com/products/adidas-own-the-run-men-running-jacket-black-2,https://lb.mikesport.com/products/adidas-own-the-run-men-running-jacket-black-2,1,jacket,jacket,men,men,Black,Black,in_stock,in_stock,1,0,0,M,1,USD,USD,85.0,85.0,85.0,85.0,7650000.0,7650000.0,121.0,121.0,121.0,121.0,10890000.0,10890000.0,85.0,85.0,85.0,85.0,7650000.0,7650000.0,29.75,29.75,True,True,1,False,"Own the Run Jacket, Black","Own the Run Jacket, Black",https://www.adidas.com.lb/en/outlet-adidas-own-the-run-jacket-black/A9_IN1483_ONE.html,https://www.adidas.com.lb/en/outlet-adidas-own-the-run-jacket-black/A9_IN1483_ONE.html,1,Sweatshirts & Hoodies,Sweatshirts & Hoodies,men,men,Black,Black,in_stock,in_stock,1,0,0,S | M | L | XL,4,LBP,LBP,9090000.0,9090000.0,101.0,101.0,9090000.0,9090000.0,11340000.0,11340000.0,126.0,126.0,11340000.0,11340000.0,9090000.0,9090000.0,101.0,101.0,9090000.0,9090000.0,19.84,19.84,True,True,
IN1500,exact_style_code,both_in_stock,neither_on_sale,False,,True,men,True,Black,normalized_compare,False,90000.0,True,0.0,0.0,0.0,0.0,0.0,same_price,tie,True,0.0,neither_discounted,tie,1,False,Adidas Own The Run Men Running T-Shirt Black,Adidas Own The Run Men Running T-Shirt Black,https://lb.mikesport.com/products/adidas-own-the-run-men-running-t-shirt-black-1,https://lb.mikesport.com/products/adidas-own-the-run-men-running-t-shirt-black-1,1,t-shirt,t-shirt,men,men,Black,Black,in_stock,in_stock,1,0,0,2XL | M | S | XL,4,USD,USD,54.0,54.0,54.0,54.0,4860000.0,4860000.0,54.0,54.0,54.0,54.0,4860000.0,4860000.0,,,,,,,,,False,False,1,False,"Own The Run T-Shirt, Black","Own The Run T-Shirt, Black",https://www.adidas.com.lb/en/adidas-own-the-run-t-shirt-black/A7_IN1500_ONE.html,https://www.adidas.com.lb/en/adidas-own-the-run-t-shirt-black/A7_IN1500_ONE.html,1,T-Shirts,T-Shirts,men,men,Black,Black,in_stock,in_stock,1,0,0,S | M | L | XL,4,LBP,LBP,4860000.0,4860000.0,54.0,54.0,4860000.0,4860000.0,4860000.0,4860000.0,54.0,54.0,4860000.0,4860000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN1659,exact_style_code,both_in_stock,both_on_sale,False,,True,boys,False,,normalized_compare,False,90000.0,False,5.0,5.0,450000.0,33.33,33.33,adidas_cheaper,adidas_lb,False,-12.09,adidas_higher_discount,adidas_lb,1,False,Adidas D4T Kids Boys Sportswear T-Shirt Semi Spark/Silver,Adidas D4T Kids Boys Sportswear T-Shirt Semi Spark/Silver,https://lb.mikesport.com/products/adidas-d4t-kids-boys-sportswear-t-shirt-semi-spark-silver,https://lb.mikesport.com/products/adidas-d4t-kids-boys-sportswear-t-shirt-semi-spark-silver,1,t-shirt,t-shirt,boys,boys,Semi Spark/Silver,Semi Spark/Silver,in_stock,in_stock,1,0,0,9-10 Years,1,USD,USD,20.0,20.0,20.0,20.0,1800000.0,1800000.0,38.0,38.0,38.0,38.0,3420000.0,3420000.0,20.0,20.0,20.0,20.0,1800000.0,1800000.0,47.37,47.37,True,True,1,False,"Kids Training Aeroready T-Shirt, Orange","Kids Training Aeroready T-Shirt, Orange",https://www.adidas.com.lb/en/adidas-outlet-kids-training-aeroready-t-shirt-orange/A9_IN1659_ONE.html,https://www.adidas.com.lb/en/adidas-outlet-kids-training-aeroready-t-shirt-orange/A9_IN1659_ONE.html,1,Boys Clothing,Boys Clothing,boys,boys,Orange,Orange,in_stock,in_stock,1,0,0,7-8 Yrs | 9-10 Yrs,2,LBP,LBP,1350000.0,1350000.0,15.0,15.0,1350000.0,1350000.0,3330000.0,3330000.0,37.0,37.0,3330000.0,3330000.0,1350000.0,1350000.0,15.0,15.0,1350000.0,1350000.0,59.46,59.46,True,True,
IN2961,exact_style_code,both_in_stock,neither_on_sale,False,,True,women,False,,normalized_compare,False,90000.0,True,0.0,0.0,0.0,0.0,0.0,same_price,tie,True,0.0,neither_discounted,tie,1,False,Adidas Own The Run Women Running T-Shirt Black,Adidas Own The Run Women Running T-Shirt Black,https://lb.mikesport.com/products/adidas-own-the-run-women-running-t-shirt-black-1,https://lb.mikesport.com/products/adidas-own-the-run-women-running-t-shirt-black-1,1,t-shirt,t-shirt,women,women,Black,Black,in_stock,in_stock,1,0,0,M | S | XS,3,USD,USD,54.0,54.0,54.0,54.0,4860000.0,4860000.0,54.0,54.0,54.0,54.0,4860000.0,4860000.0,,,,,,,,,False,False,1,False,"Own The Run T-Shirt, Multicolour","Own The Run T-Shirt, Multicolour",https://www.adidas.com.lb/en/adidas-own-the-run-t-shirt-multicolour/A7_IN2961_ONE.html,https://www.adidas.com.lb/en/adidas-own-the-run-t-shirt-multicolour/A7_IN2961_ONE.html,1,T-Shirts & Tops,T-Shirts & Tops,women,women,Multicolour,Multicolour,in_stock,in_stock,1,0,0,XS | S | M | L,4,LBP,LBP,4860000.0,4860000.0,54.0,54.0,4860000.0,4860000.0,4860000.0,4860000.0,54.0,54.0,4860000.0,4860000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN5590,exact_style_code,both_in_stock,neither_on_sale,False,,True,men,True,Black,normalized_compare,False,90000.0,True,0.0,0.0,0.0,0.0,0.0,same_price,tie,True,0.0,neither_discounted,tie,1,False,Adidas Techfit Compression Men Training Tight Black,Adidas Techfit Compression Men Training Tight Black,https://lb.mikesport.com/products/adidas-techfit-compression-men-training-tight-black,https://lb.mikesport.com/products/adidas-techfit-compression-men-training-tight-black,1,tight,tight,men,men,Black,Black,in_stock,in_stock,1,0,0,S,1,USD,USD,61.0,61.0,61.0,61.0,5490000.0,5490000.0,61.0,61.0,61.0,61.0,5490000.0,5490000.0,,,,,,,,,False,False,1,False,"Techfit Compression Training Long Tights, Black","Techfit Compression Training Long Tights, Black",https://www.adidas.com.lb/en/adidas-techfit-compression-training-long-tights-black/A7_IN5590_ONE.html,https://www.adidas.com.lb/en/adidas-techfit-compression-training-long-tights-black/A7_IN5590_ONE.html,1,Joggers & Trousers,Joggers & Trousers,men,men,Black,Black,in_stock,in_stock,1,0,0,S | M | L | XL,4,LBP,LBP,5490000.0,5490000.0,61.0,61.0,5490000.0,5490000.0,5490000.0,5490000.0,61.0,61.0,5490000.0,5490000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN5591,exact_style_code,both_in_stock,neither_on_sale,False,,True,men,True,Black,normalized_compare,False,90000.0,False,1.0,1.0,90000.0,2.27,2.27,adidas_cheaper,adidas_lb,True,0.0,neither_discounted,tie,1,False,Adidas Base Men Training Short Black,Adidas Base Men Training Short Black,https://lb.mikesport.com/products/adidas-base-men-training-short-black,https://lb.mikesport.com/products/adidas-base-men-training-short-black,1,short,short,men,men,Black,Black,in_stock,in_stock,1,0,0,L | M | S | XL,4,USD,USD,45.0,45.0,45.0,45.0,4050000.0,4050000.0,45.0,45.0,45.0,45.0,4050000.0,4050000.0,,,,,,,,,False,False,1,False,"TECHFIT Compression Training Short Tights, Black","TECHFIT Compression Training Short Tights, Black",https://www.adidas.com.lb/en/adidas-techfit-compression-training-short-tights-black/A7_IN5591_ONE.html,https://www.adidas.com.lb/en/adidas-techfit-compression-training-short-tights-black/A7_IN5591_ONE.html,1,Joggers & Trousers,Joggers & Trousers,men,men,Black,Black,in_stock,in_stock,1,0,0,S | M | L,3,LBP,LBP,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IN8707,exact_style_code,both_in_stock,neither_on_sale,False,,False,,True,Black,normalized_compare,False,90000.0,False,1.0,1.0,90000.0,2.27,2.27,adidas_cheaper,adidas_lb,True,0.0,neither_discounted,tie,1,False,Adidas Adizero Women Running Short Black,Adidas Adizero Women Running Short Black,https://lb.mikesport.com/products/adidas-adizero-women-running-short-black,https://lb.mikesport.com/products/adidas-adizero-women-running-short-black,1,short,short,women,women,Black,Black,in_stock,in_stock,1,0,0,L | M | S | XS,4,USD,USD,45.0,45.0,45.0,45.0,4050000.0,4050000.0,45.0,45.0,45.0,45.0,4050000.0,4050000.0,,,,,,,,,False,False,1,False,"Adizero Essentials Running Short, Black","Adizero Essentials Running Short, Black",https://www.adidas.com.lb/en/adidas-adizero-essentials-running-short-black/A7_IN8707_ONE.html,https://www.adidas.com.lb/en/adidas-adizero-essentials-running-short-black/A7_IN8707_ONE.html,1,Shorts,Shorts,men,men,Black,Black,in_stock,in_stock,1,0,0,XS | S | M,3,LBP,LBP,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,3960000.0,3960000.0,44.0,44.0,3960000.0,3960000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IP1583,exact_style_code,both_in_stock,both_on_sale,False,,True,boys,False,,normalized_compare,False,90000.0,False,-7.0,-7.0,-630000.0,-25.93,-25.93,mikesport_cheaper,mikesport_lb,False,18.23,mikesport_higher_discount,mikesport_lb,1,False,Adidas Essential L Boys Swim Short Aqua/Green Spark,Adidas Essential L Boys Swim Short Aqua/Green Spark,https://lb.mikesport.com/products/adidas-essential-l-boys-swim-short-aqua-green-spark,https://lb.mikesport.com/products/adidas-essential-l-boys-swim-short-aqua-green-spark,1,swim_short,swim_short,boys,boys,Aqua/Green Spark,Aqua/Green Spark,in_stock,in_stock,1,0,0,13-14 Years,1,USD,USD,20.0,20.0,20.0,20.0,1800000.0,1800000.0,42.0,42.0,42.0,42.0,3780000.0,3780000.0,20.0,20.0,20.0,20.0,1800000.0,1800000.0,52.38,52.38,True,True,1,False,"Kids Sportswear Essentials Logo Clx Swim Shorts, Turquoise","Kids Sportswear Essentials Logo Clx Swim Shorts, Turquoise",https://www.adidas.com.lb/en/adidas-outlet-kids-sportswear-essentials-logo-clx-swim-shorts-turquoise/A9_IP1583_ONE.html,https://www.adidas.com.lb/en/adidas-outlet-kids-sportswear-essentials-logo-clx-swim-shorts-turquoise/A9_IP1583_ONE.html,1,Boys Clothing,Boys Clothing,boys,boys,Turquoise,Turquoise,in_stock,in_stock,1,0,0,7-8 Yrs | 11-12 Yrs | 9-10 Yrs,3,LBP,LBP,2430000.0,2430000.0,27.0,27.0,2430000.0,2430000.0,3690000.0,3690000.0,41.0,41.0,3690000.0,3690000.0,2430000.0,2430000.0,27.0,27.0,2430000.0,2430000.0,34.15,34.15,True,True,
IP2638,exact_style_code,both_in_stock,both_on_sale,False,,False,,False,,normalized_compare,False,90000.0,False,-1.0,-1.0,-90000.0,-9.09,-9.09,mikesport_cheaper,mikesport_lb,False,4.55,mikesport_higher_discount,mikesport_lb,1,False,Adidas Women Training Sock White/Pink/Spark,Adidas Women Training Sock White/Pink/Spark,https://lb.mikesport.com/products/adidas-women-training-sock-white-pink-spark,https://lb.mikesport.com/products/adidas-women-training-sock-white-pink-spark,1,sock,sock,women,women,White/Pink/Spark,White/Pink/Spark,in_stock,in_stock,1,0,0,XL,1,USD,USD,10.0,10.0,10.0,10.0,900000.0,900000.0,22.0,22.0,22.0,22.0,1980000.0,1980000.0,10.0,10.0,10.0,10.0,900000.0,900000.0,54.55,54.55,True,True,1,False,"Unisex 3-Stripes Cushioned Crew Socks 3 Pairs, Multicolour","Unisex 3-Stripes Cushioned Crew Socks 3 Pairs, Multicolour",https://www.adidas.com.lb/en/adidas-outlet-unisex-3-stripes-cushioned-crew-socks-3-pairs-multicolour/A9_IP2638_ONE.html,https://www.adidas.com.lb/en/adidas-outlet-unisex-3-stripes-cushioned-crew-socks-3-pairs-multicolour/A9_IP2638_ONE.html,1,Accessories,Accessories,unisex,unisex,Multicolour,Multicolour,in_stock,in_stock,1,0,0,L | 46-48,2,LBP,LBP,990000.0,990000.0,11.0,11.0,990000.0,990000.0,1980000.0,1980000.0,22.0,22.0,1980000.0,1980000.0,990000.0,990000.0,11.0,11.0,990000.0,990000.0,50.0,50.0,True,True,
IP3085,exact_style_code,both_in_stock,neither_on_sale,False,,True,women,True,Black,normalized_compare,False,90000.0,True,0.0,0.0,0.0,0.0,0.0,same_price,tie,True,0.0,neither_discounted,tie,1,False,Adidas Adizero Essentials Full Length Women Running Tight Black,Adidas Adizero Essentials Full Length Women Running Tight Black,https://lb.mikesport.com/products/adidas-adizero-essentials-full-length-women-running-tight-black,https://lb.mikesport.com/products/adidas-adizero-essentials-full-length-women-running-tight-black,1,tight,tight,women,women,Black,Black,in_stock,in_stock,1,0,0,L | S | XS,3,USD,USD,80.0,80.0,80.0,80.0,7200000.0,7200000.0,80.0,80.0,80.0,80.0,7200000.0,7200000.0,,,,,,,,,False,False,1,False,"Adizero Essentials Full-Length Leggings, Black","Adizero Essentials Full-Length Leggings, Black",https://www.adidas.com.lb/en/adidas-adizero-essentials-full-length-leggings-black/A7_IP3085_ONE.html,https://www.adidas.com.lb/en/adidas-adizero-essentials-full-length-leggings-black/A7_IP3085_ONE.html,1,Leggings,Leggings,women,women,Black,Black,in_stock,in_stock,1,0,0,XS | S | M | L,4,LBP,LBP,7200000.0,7200000.0,80.0,80.0,7200000.0,7200000.0,7200000.0,7200000.0,80.0,80.0,7200000.0,7200000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
IP3996,exact_style_code,both_in_stock,neither_on_sale,False,,False,,False,,normalized_compare,False,90000.0,True,0.0,0.0,0.0,0.0,0.0,same_price,tie,True,0.0,neither_discounted,tie,1,False,Adidas Tiro Match Shin Guards Gs-Boys Football Protection Black/Gold Metallic,Adidas Tiro Match Shin Guards Gs-Boys Football Protection Black/Gold Metallic,https://lb.mikesport.com/products/adidas-tiro-match-shin-guards-gs-boys-football-protection-black-gold-metallic,https://lb.mikesport.com/products/adidas-tiro-match-shin-guards-gs-boys-football-protection-black-gold-metallic,1,protection,protection,boys,boys,Black / Gold Metallic / White,Black / Gold Metallic / White,in_stock,in_stock,1,0,0,M | S,2,USD,USD,26.0,26.0,26.0,26.0,2340000.0,2340000.0,26.0,26.0,26.0,26.0,2340000.0,2340000.0,,,,,,,,,False,False,1,False,"Unisex Tiro Match Shin Guards, Black","Unisex Tiro Match Shin Guards, Black",https://www.adidas.com.lb/en/adidas-unisex-tiro-match-shin-guards-black/A7_IP3996_ONE.html,https://www.adidas.com.lb/en/adidas-unisex-tiro-match-shin-guards-black/A7_IP3996_ONE.html,1,Accessories,Accessories,unisex,unisex,Black,Black,in_stock,in_stock,1,0,0,37-39 | M | L,3,LBP,LBP,2340000.0,2340000.0,26.0,26.0,2340000.0,2340000.0,2340000.0,2340000.0,26.0,26.0,2340000.0,2340000.0,,,,,,,,,False,False,Neither retailer currently shows a discount for this style code.
