style_code,mikesport_product,adidas_product,mikesport_price_original,mikesport_currency,adidas_price_original,adidas_currency,mikesport_price_usd,adidas_price_usd,mikesport_price_lbp,adidas_price_lbp,same_price,cheaper_retailer,more_expensive_retailer,price_relation,price_diff_usd,price_diff_lbp
B75806,Adidas Samba Og Unisex Original Shoes White/Black/Gum,"Samba Og Shoes, White",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
B75807,Adidas Samba Og Unixes Original Shoes Black/White/ Gum,"Samba OG Shoes, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
BB5476,Adidas Gazelle Men Original Shoes Black/White/Gold,"Gazelle Shoes, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
DB3021,Adidas Handball Spezial Men Original Shoes Black/White/Gum,"Handball Spezial Shoes, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
F35556,Adidas Adilette Aqua Ps/Gs-Boys Swim Slippers Black/White,"Unisex Adilette Aqua Slides, Black",32.0,USD,2880000.0,LBP,32.0,32.0,2880000.0,2880000.0,True,tie,tie,same_price,0.0,0.0
FM9932,Adidas Performance Unisex Training Water Bottle White/Black,"Unisex Performance 750 Ml Water Bottle, White",13.0,USD,1170000.0,LBP,13.0,13.0,1170000.0,1170000.0,True,tie,tie,same_price,0.0,0.0
FX7534,Adidas Stan Smith Ps Original Shoes White/Green,"Kids Unisex Stan Smith Shoes, White",48.0,USD,4320000.0,LBP,48.0,48.0,4320000.0,4320000.0,True,tie,tie,same_price,0.0,0.0
GY0042,Adidas Campus 00S Women Original Shoes Crystal White/Black,"Campus 00s Shoes, White",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
H03472,Adidas Campus 00S Unisex Original Shoes Green/White,"Campus 00s Shoes, Green",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
HM4970,Adidas Rubber X3 Unisex Basketball Ball Natural/Black/Gold,"3-Stripes Rubber X3 Basketball, Orange",32.0,USD,2880000.0,LBP,32.0,32.0,2880000.0,2880000.0,True,tie,tie,same_price,0.0,0.0
HQ8707,Adidas Campus 00S Unisex Original Shoes Grey/White/Off White,"Campus 00s Shoes, Grey",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
HQ8708,Adidas Campus 00S Unisex Original Shoes Black/White,"Campus 00s Shoes, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
HS9766,Adidas Tiro Capt Unisex Football Band Black/White,"Unisex Tiro League Captain Arm Band, Black",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
HT3434,Adidas Cushioned Low-Cut 3 Pairs Unisex Training Sock White/Black,"Unisex Cushioned Low-Cut Socks - 3 Pairs, Multicolour",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
HT3446,Adidas Cushioned Crew 3 Pairs Unisex Sportswear Sock White/Black,"Unisex Cushioned Sportswear Crew Socks 3 Pair Pack, Multicolour",19.0,USD,1710000.0,LBP,19.0,19.0,1710000.0,1710000.0,True,tie,tie,same_price,0.0,0.0
HT3463,Adidas No Show 3 Pack Unisex Sportswear Sock White/Black,"Unisex Thin and Light No-Show Socks 3 Pairs, White",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
HT3468,Adidas Thin And Light Ankle 3 Pairs Unisex Sportswear Sock White/Black,"Unisex Thin and Light Ankle Socks - 3 Pairs, Multicolour",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
HT3469,Adidas Thin And Light Sportswear Low-Cut 3 Pairs Unisex Sportswear Sock White/Black,"Unisex Thin and Light Sportswear Low-Cut Socks 3 Pairs, White",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
HT3519,Adidas Performance 750 Ml Unisex Training Bottle Red/Black,"Unisex Performance Water Bottle 750 ML, Red",13.0,USD,1170000.0,LBP,13.0,13.0,1170000.0,1170000.0,True,tie,tie,same_price,0.0,0.0
HT3908,Adidas Unisex Tennis Head Band,"Unisex Tennis Headband, White",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
HT3909,Adidas Head Unisex Tennis Band Black/White,"Unisex Tennis Headband, Multicolour",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
HT3911,Adidas Large Unisex Training Band White/Black,"Unisex Tennis Wristband Large, White",19.0,USD,1710000.0,LBP,19.0,19.0,1710000.0,1710000.0,True,tie,tie,same_price,0.0,0.0
HT6538,Adidas Milano 23 Unisex Football Sock Black/White,"Unisex Milano 23 Socks, Black",16.0,USD,1440000.0,LBP,16.0,16.0,1440000.0,1440000.0,True,tie,tie,same_price,0.0,0.0
IA3031,Adidas Multiple Width 3 Per Pack Unisex Training Band Black/White,"Unisex Multiple Width Training Headbands - Set Of 3, Multicolour",22.0,USD,1980000.0,LBP,22.0,22.0,1980000.0,1980000.0,True,tie,tie,same_price,0.0,0.0
IB7813,Adidas Milano 23 Unisex Football Sock White/Black,"Unisex Milano 23 Socks, White",16.0,USD,1440000.0,LBP,16.0,16.0,1440000.0,1440000.0,True,tie,tie,same_price,0.0,0.0
IC1282,Adidas Thin And Light Ankle 3 Pairs Unisex Sportswear Sock Black/White,"Unisex Thin and Light Ankle Socks 3 Pairs, Black",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
IC1310,Adidas Cushioned Crew 3 Pairs Unisex Sportswear Sock Black/White,"Unisex Cushioned Crew Socks 3 Pairs, Black",19.0,USD,1710000.0,LBP,19.0,19.0,1710000.0,1710000.0,True,tie,tie,same_price,0.0,0.0
IC1321,Adidas Unisex Training Sock Black/White,"Unisex 3-Stripes Cushioned Crew Socks 3 Pairs, Multicolour",22.0,USD,1980000.0,LBP,22.0,22.0,1980000.0,1980000.0,True,tie,tie,same_price,0.0,0.0
IC1327,Adidas No-Show Unisex Training Sock Black/White,"Unisex Thin and Light No-Show Socks 3 Pairs, Black",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
IC1332,Adidas Unisex Training Sock Black/White,"Unisex Cushioned Low-Cut Socks - 3 Pairs, Multicolour",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
IC1336,Adidas Thin And Light Sportswear Low-Cut 3 Pairs Unisex Sportswear Sock Black/White,"Unisex Thin and Light Sportswear Low-Cut Socks 3 Pairs, Black",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
IC2069,Adidas Essentials Unisex Training Cap White/Silver,"Unisex Running Essentials Aeroready Six-Panel Baseball Cap, White",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
IC6977,Adidas Essential Woven Men Training Short Dark Blue/White,"Train Essentials Woven Training Shorts, Blue",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
ID0478,Adidas Samba Og Women Original Shoes Cream White/Black,"Samba OG Shoes, Beige",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
ID1305,Adidas Advantage Base 2 Ps-Girls Sportswear Shoes White/Bliss Pink,"Unisex Kids Advantage Base 2.0 Shoes, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
ID3886,Adidas Advantage Base 2.0 Gs-Girls Sportswear Shoes White/Bliss Pink,"Unisex Kids Advantage Base 2.0 Shoes, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
ID3888,Adidas Advantage Base 2 Gs Sportswear Shoes Black,"Unisex Kids Advantage Base 2.0 Shoes, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
ID5271,Adidas Grand Court 2 Infant Unisex Sportswear Shoes White/Black,"Kids Unisex Grand Court 2.0 Shoes, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
ID5286,Adidas Advantage Infant-Unisex Sportswear Shoes White/Green,"Unisex Kids Advantage Shoes, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
ID6316,Adidas Questar 3 Men Running Shoes Black/Grey,"Questar 3 Running Shoes, Black",121.0,USD,10890000.0,LBP,121.0,121.0,10890000.0,10890000.0,True,tie,tie,same_price,0.0,0.0
ID8754,Adidas Galaxy 7 Men Running Shoes Silver/Carbon/Black,"Galaxy 7 Running Shoes, Grey",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
ID8757,Adidas Galaxy 7 Men Running Shoes Black,"Galaxy 7 Running Shoes, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
ID8763,Adidas Galaxy 7 Women Running Shoes Black/Pink/Carbon,"Galaxy 7 Running Shoes, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
ID8764,Adidas Galaxy 7 Women Running Shoes Black,"Galaxy 7 Running Shoes, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
IE5985,Adidas Tensaur Run 2.0 Ps-Boys Sportswear Shoes Core Black,"Unisex Kids Tensaur Run 2.0 Shoes, Black",56.0,USD,5040000.0,LBP,56.0,56.0,5040000.0,5040000.0,True,tie,tie,same_price,0.0,0.0
IE6134,Adidas Lite Racer 4 Men Sportswear Shoes Grey/White,"Lite Racer 4.0 Shoes, Grey",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
IE8573,Adidas Runfalcon 5 Ps Sportswear Shoes Black,"Unisex Kids Runfalcon 5 Shoes, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
IE8586,Adidas Runfalcon 5 Gs Running Shoes Black,"Unisex Kids Runfalcon 5 Shoes, Black",73.0,USD,6570000.0,LBP,73.0,73.0,6570000.0,6570000.0,True,tie,tie,same_price,0.0,0.0
IE8593,Adidas Runfalcon 5 Gs Running Shoes Cloud White/Black,"Unisex Kids Runfalcon 5 Shoes, White",73.0,USD,6570000.0,LBP,73.0,73.0,6570000.0,6570000.0,True,tie,tie,same_price,0.0,0.0
IE8598,Adidas Runfalcon 5 Infant-Boys Running Shoes Black/Cloud White,"Unisex Kids Runfalcon 5 Shoes, Black",56.0,USD,5040000.0,LBP,56.0,56.0,5040000.0,5040000.0,True,tie,tie,same_price,0.0,0.0
IE8792,Adidas Ultrarun 5 Men Running Shoes Legend Ink/White,"Ultrarun 5 Running Shoes, Blue",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
IE9018,Adidas Advantage Base 2.0 Ps-Boys Sportswear Shoes Core Black/Grey,"Unisex Advantage Base 2.0 Shoes, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
IE9019,Adidas Advantage Base 2 Ps Sportswear Shoes White/Green,"Unisex Kids Advantage Base 2.0 Shoes, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
IF6490,Adidas Handball Spezial Women Originals Shoes Strata/Off White,"Handball Spezial Shoes, Brown",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
IF6491,Adidas Handball Spezial Women Original Shoes Silver/White/Gum,"Handball Spezial Shoes, Grey",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
IF7086,Adidas Handball Spezial Men Original Shoes Grey/Cream White,"Handball Spezial Shoes, Grey",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
IG4257,Adidas Advantage&#160; Infant-Girls Sportswear Shoes Cloud White,"Kids Unisex Advantage Shoes, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
IG6860,Adidas Adilette Flow Men Sportswear Slippers Shadow Navy,"Unisex Adilette Flow Slides, Blue",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
IH1507,Adidas Handball Spezial Women Original Shoes Brown,"Handball Spezial Shoes, Brown",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
IH2640,Adidas Ultrarun 5 Men Running Shoes Black/White,"Ultrarun 5 Running Shoes, Black",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
IH3597,Adidas Duramo Sl 2 Ps Sportswear Shoes Black/White/Grey,"Unisex Kids Duramo SL Shoes, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
IH4200,Adidas Superstar Ii Women Original Shoes Core Black,"Superstar II Shoes, Black",208.0,USD,18720000.0,LBP,208.0,208.0,18720000.0,18720000.0,True,tie,tie,same_price,0.0,0.0
IH6185,Adidas Grand Court Base 00S Men Sportswear Shoes Grey/White/Gum,"Grand Court Base 00S Shoes, Grey",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
IH6187,Adidas Grand Court 00 Men Sportswear Shoes Green/White/Gum,"Grand Court Base 00s Shoes, Green",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
IH6506,Adidas Handball Spezial Men Original Shoes Carbon,"Handball Spezial Shoes, Grey",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
IH7759,Adidas Runfalcon 5 Women Running Shoes Black/White,"Runfalcon 5 Running Shoes, Black",88.0,USD,7920000.0,LBP,88.0,88.0,7920000.0,7920000.0,True,tie,tie,same_price,0.0,0.0
IH8206,Adidas Duramo Speed 2 Men Running Shoes White/Black/Silver,"Duramo Speed 2 Running Shoes, White",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
IH8659,Adidas Superstar Ii Unisex Original Shoes White/Black,"Unisex Superstar II Shoes, White",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
IH9314,Adidas Superstar Ii Men Original Shoes Aurora Coffee,"Unisex Superstar II Shoes, Brown",181.0,USD,16290000.0,LBP,181.0,181.0,16290000.0,16290000.0,True,tie,tie,same_price,0.0,0.0
IH9761,Adidas Handball Spezial Men Original Shoes Clay/Beige/Gum,"Handball Spezial Shoes, Grey",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
IJ0733,Adidas Mid Cut Crew Socks 3 Unisex Original Sock White,"Unisex Mid Cut Crew Socks - 3 Pairs, Multicolour",19.0,USD,1710000.0,LBP,19.0,19.0,1710000.0,1710000.0,True,tie,tie,same_price,0.0,0.0
IJ0734,Adidas Solid Unisex Original Sock White/Black,"Unisex Solid Crew Socks 3 Pairs, Multicolour",21.0,USD,1890000.0,LBP,21.0,21.0,1890000.0,1890000.0,True,tie,tie,same_price,0.0,0.0
IK9723,Adidas D4T Men Training Short Black,"Designed for Training Workout Shorts, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
IK9725,Adidas D4T Men Training T-Shirt Black,"Designed for Training Workout T-Shirt, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
IL5022,Adidas Mid Cut Crew Socks 3 Pairs Unisex Original Sock Black/White,"Unisex Mid Cut Crew Socks - 3 Pairs, Black",19.0,USD,1710000.0,LBP,19.0,19.0,1710000.0,1710000.0,True,tie,tie,same_price,0.0,0.0
IM5521,Adidas 4 Athlts Medium Unisex Training Bag Black/White,"Unisex 4ATHLTS Duffel Bag Medium, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
IM5523,Adidas 4Athlts S Unisex Training Bag Black/White,"Unisex 4Athlts Duffel Bag Small, Multicolour",56.0,USD,5040000.0,LBP,56.0,56.0,5040000.0,5040000.0,True,tie,tie,same_price,0.0,0.0
IN1172,Adidas Adizero Essentials Women Running T-Shirt Black,"Adizero Essentials Running T-Shirt, Multicolour",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
IN1500,Adidas Own The Run Men Running T-Shirt Black,"Own The Run T-Shirt, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
IN2961,Adidas Own The Run Women Running T-Shirt Black,"Own The Run T-Shirt, Multicolour",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
IN5590,Adidas Techfit Compression Men Training Tight Black,"Techfit Compression Training Long Tights, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
IP3085,Adidas Adizero Essentials Full Length Women Running Tight Black,"Adizero Essentials Full-Length Leggings, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
IP3996,Adidas Tiro Match Shin Guards Gs-Boys Football Protection Black/Gold Metallic,"Unisex Tiro Match Shin Guards, Black",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
IP3998,Adidas Tiro Training Shin Unisex Football Protection Black/Gold/White,"Unisex Tiro Training Shin Guards, Multicolour",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
IQ2655,Adidas D4T Women Training Short Black,"Designed for Training 2-in-1 Shorts, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
IS3809,Adidas Designed For Training Workout Men T-Shirt Dgh Solid Grey,"Training Workout T-Shirt, Grey",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
IT7585,Adidas Adizero Essentials Men Running Jacket Black/White,"Adizero Essentials Running Jacket, Black",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
IT7603,Adidas Adicolor Festival Unisex Original Bag Black/White,"Unisex Adicolor Festival Bag, Multicolour",32.0,USD,2880000.0,LBP,32.0,32.0,2880000.0,2880000.0,True,tie,tie,same_price,0.0,0.0
IV9576,Adidas Train Essentials Logo Kids Unisex Sportswear T-Shirt Black,"Kids Unisex Train Essentials Logo Regular Fit T-Shirt, Black",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
IW0853,Adidas Essentials Logo Boys Sportswear T-Shirt White/Black,"Unisex Kids Train Essentials Logo Regular Fit T-Shirt, White",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
IX1247,Adidas All Szn Men Sportswear Short Black,"ALL SZN French Terry Shorts, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
IX6371,Adidas Own The Run Women Running Short Black/White,"Own the Run Shorts, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
IX6578,Adidas Power Unisex Sportswear Backpack Olive Strata/White,"Unisex Power Backpack, Green",56.0,USD,5040000.0,LBP,56.0,56.0,5040000.0,5040000.0,True,tie,tie,same_price,0.0,0.0
IY0731,Adidas Positivity Graphic Men Sportswear T-Shirt Linen Green/Yellow,"Positivity Graphic T-Shirt, Green",29.0,USD,2610000.0,LBP,29.0,29.0,2610000.0,2610000.0,True,tie,tie,same_price,0.0,0.0
JC5338,Adidas Future Icons Small Logo Men Sportswear T-Shirt Black,"Future Icons Small Logo T-Shirt, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JC5339,Adidas Future Icons Small Logo Men Sportswear T-Shirt White,"Future Icons Small Logo T-Shirt, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JC5454,Adidas Future Icons 3 Stripes Regular Women Sportswear Pant Black,"Future Icons 3-Stripes Tracksuit Bottoms, Black",95.0,USD,8550000.0,LBP,95.0,95.0,8550000.0,8550000.0,True,tie,tie,same_price,0.0,0.0
JC6038,Adidas Curved Unisex Original Cap Black,"Unisex Adicolor Classic Curved Foam Trucker Cap, Black",32.0,USD,2880000.0,LBP,32.0,32.0,2880000.0,2880000.0,True,tie,tie,same_price,0.0,0.0
JC6039,Adidas Curved Unisex Original Cap White,"Unisex Adicolor Classic Curved Foam Trucker Cap, White",32.0,USD,2880000.0,LBP,32.0,32.0,2880000.0,2880000.0,True,tie,tie,same_price,0.0,0.0
JC7675,Adidas Train Essentials Kids-Boys Sportswear T-Shirt Royal Blue/White,"Unisex Kids Train Essentials Logo Regular Fit T-Shirt, Blue",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
JC8305,Adidas Essentials Small Logo Women Sportswear Pant Wonder Alumina/White,"Essentials Small Logo French Terry Cuffed Joggers, Grey",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JC9639,Adidas Essentials Baby-Girls Sportswear Set Clear Pink/White,"Unisex Kids Essentials Tee Set, Pink",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
JC9641,Adidas Essentials Baby-Boys Sportswear Set Glow Blue/White,"Unisex Kids Essentials Tee Set, Blue",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
JC9762,Adidas Essentials Cargo Kids Unisex Sportswear Pant Black/White,"Unisex Essentials Cargo Joggers, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JD2090,Adidas Essentials Big Logo French Terry Kids-Boys Sportswear Pant Black/White,"Unisex Kids Essentials Joggers, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JD4838,Adidas Future Icons 3 Stripes Men Sportswear Hoody Black,"Future Icons 3-Stripes Hoodie, Black",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JD4877,Adidas Future Icons 3 Stripes Men Sportswear T-Shirt Black,"Future Icons 3-Stripes T-Shirt, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JD4949,Adidas Future Icons Small Logo Men Sportswear Pant Black,"Future Icons Small Logo Tracksuit Bottoms, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JD6539,Adidas Train Essentials 3 Stripes Woven Warm Up Women Training Track Top Black/White,"Train Essentials 3-Stripes Woven Warm-Up Jacket, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JD7989,Adidas Essentials Small Logo Women Sportswear Hoody Black/White,"Essentials Small Logo French Terry Hoodie, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JD7999,Adidas Essentials Small Logo French Terry Cuffed Women Sportswear Pant Black/White,"Essentials Small Logo French Terry Cuffed Joggers, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JD8021,Adidas World Cup 2026 Pro Unisex Football Multicolor,"Unisex FIFA World Cup 26 Trionda Pro Ball, White",239.0,USD,21510000.0,LBP,239.0,239.0,21510000.0,21510000.0,True,tie,tie,same_price,0.0,0.0
JD8030,Adidas World Cup League 2026 Unisex Football Multicolor,"Unisex FIFA World Cup 26 Trionda League Ball, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JD8230,Adidas Box Logo Men Training T-Shirt Silver Pebble,"Climacool Training Camo Logo Graphic T-Shirt, Green",29.0,USD,2610000.0,LBP,29.0,29.0,2610000.0,2610000.0,True,tie,tie,same_price,0.0,0.0
JD8636,Adidas Club Men Tennis Polo Short Sleeve White,"Club Tennis Polo Shirt, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JD8639,Adidas Club Tennis Climacool Men Tennis T-Shirt White,"Club Tennis Climacool T-Shirt, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JD8641,Adidas Club Climacool Men Tennis Short White,"Club Tennis Climacool Shorts, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JE0215,Adidas Future Icons 3 Women Sportswear Tight Black,"Future Icons 3-Stripes Leggings, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JE0412,Adidas Club 3 Stripes Men Tennis Polo Short Sleeve White,"Club Tennis 3-Stripes Polo Shirt, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JE0413,Adidas Club Tennis Climacool 3-Stripes Men Tennis T-Shirt White,"Club Tennis Climacool 3-Stripes T-Shirt, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JE1401,Adidas Essentials 3 Stripes Little Sportswear Set Black/White,"Kids Unisex Essentials Tee Set, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JE3078,Adidas New Z N E Men Sportswear T-Shirt White,"Adidas Z.N.E. T-Shirt, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
