style_code,mikesport_product,adidas_product,mikesport_price_original,mikesport_currency,adidas_price_original,adidas_currency,mikesport_price_usd,adidas_price_usd,mikesport_price_lbp,adidas_price_lbp,same_price,cheaper_retailer,more_expensive_retailer,price_relation,price_diff_usd,price_diff_lbp
KS2570,Adidas Future Icons 3-Stripes Cuffed Kids-Unisex Sportswear Pant Black,"Kids Unisex Future Icons 3-Stripes Cuffed Tracksuit Bottoms, Black",77.0,USD,6840000.0,LBP,77.0,76.0,6930000.0,6840000.0,False,adidas_lb,mikesport_lb,adidas_cheaper,1.0,90000.0
KS2577,Adidas Future Icons 3 Stripes Full Zip Kids-Boys Sportswear Hoody Black,"Kids Unisex Future Icons 3 Stripes Full Zip Hoodie, Black",89.0,USD,7920000.0,LBP,89.0,88.0,8010000.0,7920000.0,False,adidas_lb,mikesport_lb,adidas_cheaper,1.0,90000.0
DZ9365,Adidas Cushioning Ankle 3Pp Unisex Training Sock White,"Unisex Cushioned Ankle Socks 3 Pairs, Multicolour",13.0,USD,1620000.0,LBP,13.0,18.0,1170000.0,1620000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-5.0,-450000.0
DZ9435,Adidas Unisex Training Dz9435 Light Ank 3Pp White/White/White,"Unisex Ankle Socks 3 Pairs, White",13.0,USD,1620000.0,LBP,13.0,18.0,1170000.0,1620000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-5.0,-450000.0
EG2041,Adidas Eezay Flip Flop Men Swim Slippers Blue Eg2041,"Eezay Flip-Flops, Blue",20.0,USD,2160000.0,LBP,20.0,24.0,1800000.0,2160000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
GN1877,Adidas 0.75 L Steel Water Unisex Training Bottle Black,"Unisex 0.75 L Steel Water Bottle, Black",29.0,USD,2970000.0,LBP,29.0,33.0,2610000.0,2970000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
GS4284,Adidas Performance Kids-Girls Sportswear Pant Grey Heather/Pink,"Kids Essentials French Terry Pants, Grey",20.0,USD,1980000.0,LBP,20.0,22.0,1800000.0,1980000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-2.0,-180000.0
GU8940,Adidas Own The Run 7/8 Women Running Tight Black,"Own the Run 7/8 Running Leggings, Black",50.0,USD,5580000.0,LBP,50.0,62.0,4500000.0,5580000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-12.0,-1080000.0
GW6439,Adidas Tensaur Sport 2.0 Ps-Boys Sportswear Shoes Core Black/Grey,"Kids Unisex Tensaur Hook and Loop Shoes, Black",41.0,USD,4410000.0,LBP,41.0,49.0,3690000.0,4410000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-8.0,-720000.0
GW6455,Adidas Tensaur Sport 2.0 Infant-Boys Sportswear Shoes Core Black/Grey,"Kids Unisex Tensaur Hook and Loop Shoes, Black",34.0,USD,3870000.0,LBP,34.0,43.0,3060000.0,3870000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-9.0,-810000.0
GZ2522,Adidas Copa Pure.3 Men Turf Shoes White/ Lemon,"Unisex Copa Pure Ii.3 Turf Boots Ftwr, White",64.0,USD,7110000.0,LBP,64.0,79.0,5760000.0,7110000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-15.0,-1350000.0
H57287,Adidas Future Icons 3 Stripes Full Zip Women Sportswear Hoody Black,"adidas Sportswear Future Icons 3-Stripes Hooded Track Top, Black",56.0,USD,6480000.0,LBP,56.0,72.0,5040000.0,6480000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-16.0,-1440000.0
H65796,Adidas Essential 3S Kids-Unisex Sportswear Pant Black/White,"Unisex Kids adidas Essential 3-Stripes Joggers, Black",24.0,USD,2610000.0,LBP,24.0,29.0,2160000.0,2610000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-5.0,-450000.0
HB9204,Adidas D4T Men Training T-Shirt Black/White,"Designed for Training T-shirt, Black",37.0,USD,3690000.0,LBP,37.0,41.0,3330000.0,3690000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
HD6803,Adidas Essential 7/8 Women Training Tight Black,"Yoga Essentials High-Waisted Leggings, Black",38.0,USD,4410000.0,LBP,38.0,49.0,3420000.0,4410000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-11.0,-990000.0
HR2967,Adidas Optime Stash Pocket Animal Print 7/8 Women Training Tight Silver Green,"Optime Stash Pocket Training Animal Print 7/8 Leggings, Green",46.0,USD,5130000.0,LBP,46.0,57.0,4140000.0,5130000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-11.0,-990000.0
HR6380,Adidas Eseentials Big Logo Kids-Unisex Sportswear Hoody Black/White,"Kids Unisex Big Logo Essentials Cotton Hoodie, Black",40.0,USD,4410000.0,LBP,40.0,49.0,3600000.0,4410000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-9.0,-810000.0
IB8794,Adidas 3-Stripes Print Women Original Tight Black,"3-Stripes Print Leggings, Black",32.0,USD,3600000.0,LBP,32.0,40.0,2880000.0,3600000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-8.0,-720000.0
IC5657,Adidas Essential Logo Unisex Sportswear Short Legend Ink/White,"Unisex Kids Train Essentials AEROREADY Logo Regular-Fit Shorts, Blue",20.0,USD,1980000.0,LBP,20.0,22.0,1800000.0,1980000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-2.0,-180000.0
IC6855,Adidas Essentials Kids-Unisex Sportswear T-Shirt Black/White,"Kids Unisex Essentials Big Logo Cotton T-Shirt, Black",18.0,USD,1980000.0,LBP,18.0,22.0,1620000.0,1980000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
ID8307,Adidas Response Cl Men Original Shoes Black/White,"Response Cl Shoes, Black",92.0,USD,10260000.0,LBP,92.0,114.0,8280000.0,10260000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-22.0,-1980000.0
ID8765,Adidas Galaxy 7 Women Running Shoes Black/White/Carbon,"Galaxy 7 Running Shoes, Black",79.0,USD,7200000.0,LBP,79.0,80.0,7110000.0,7200000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
ID9337,Adidas X Crazyfast.3 Men Turf Shoes Cloud White /Lemon,"Unisex X Crazyfast.3 Turf Boots, White",93.0,USD,10260000.0,LBP,93.0,114.0,8370000.0,10260000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-21.0,-1890000.0
IF1337,Adidas F50 League Men Turf Shoes Black/Iron/Gold,"Unisex F50 League Turf Boots, Black",75.0,USD,9900000.0,LBP,75.0,110.0,6750000.0,9900000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-35.0,-3150000.0
IF6376,Adidas Predator League Tf Men Turf Shoes Platinum/Black/Turbo,"Unisex Predator League Turf Football Boots, Grey",74.0,USD,8370000.0,LBP,74.0,93.0,6660000.0,8370000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-19.0,-1710000.0
IF6413,Adidas Predator League Tf Kids Turf Shoes Blue/White/Red,"Unisex Kids Predator League Turf Boots, Blue",55.0,USD,7560000.0,LBP,55.0,84.0,4950000.0,7560000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-29.0,-2610000.0
IH1363,Adidas Breaknet Sleek Women Sportswear Shoes White/Sand Strata,"Breaknet Sleek Shoes, White",79.0,USD,7200000.0,LBP,79.0,80.0,7110000.0,7200000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
II3509,Adidas Baseball 3S Unisex Training Cap White/Black,"Unisex 3-Stripes Cotton Twill Baseball Cap, White",20.0,USD,1980000.0,LBP,20.0,22.0,1800000.0,1980000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-2.0,-180000.0
IK5024,Adidas Own The Run Men Running Pant Black,"Own The Run Joggers, Black",62.0,USD,6300000.0,LBP,62.0,70.0,5580000.0,6300000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-8.0,-720000.0
IL7235,Adidas Run It Men Running T-Shirt Black,"Run It T-Shirt, Black",32.0,USD,3150000.0,LBP,32.0,35.0,2880000.0,3150000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-3.0,-270000.0
IN0075,Adidas Run It Men Running T-Shirt White,"Run It T-Shirt, White",31.0,USD,3150000.0,LBP,31.0,35.0,2790000.0,3150000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
IN1483,Adidas Own The Run Men Running Jacket Black,"Own the Run Jacket, Black",85.0,USD,9090000.0,LBP,85.0,101.0,7650000.0,9090000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-16.0,-1440000.0
IP1583,Adidas Essential L Boys Swim Short Aqua/Green Spark,"Kids Sportswear Essentials Logo Clx Swim Shorts, Turquoise",20.0,USD,2430000.0,LBP,20.0,27.0,1800000.0,2430000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-7.0,-630000.0
IP2638,Adidas Women Training Sock White/Pink/Spark,"Unisex 3-Stripes Cushioned Crew Socks 3 Pairs, Multicolour",10.0,USD,990000.0,LBP,10.0,11.0,900000.0,990000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
IP9774,Adidas Power Unisex Sportswear Backpack Black/White,"Unisex Power Backpack, Black",41.0,USD,4050000.0,LBP,41.0,45.0,3690000.0,4050000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
IR6243,Adidas 3 Bar Unisex Training Towel Scarlet/White,"Unisex Towel Small, Red",23.0,USD,2610000.0,LBP,23.0,29.0,2070000.0,2610000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-6.0,-540000.0
IS3808,Adidas Designed For Training Workout Men T-Shirt White,"Training Workout T-Shirt, White",60.0,USD,5490000.0,LBP,60.0,61.0,5400000.0,5490000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
IS6148,Adidas Camo Men Training Short Black,"Train Essentials Camo Training Shorts, Black",40.0,USD,4410000.0,LBP,40.0,49.0,3600000.0,4410000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-9.0,-810000.0
IS6467,Adidas Pitch 2 Street Messi Kids Boys Football Short Lucid Blue/White,"Unisex Kids Pitch 2 Street Messi Sportswear Shorts, Blue",20.0,USD,1980000.0,LBP,20.0,22.0,1800000.0,1980000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-2.0,-180000.0
IT5457,Adidas Men Training Pant Black/White,"Train Essentials Training Joggers, Black",56.0,USD,5760000.0,LBP,56.0,64.0,5040000.0,5760000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-8.0,-720000.0
IT6382,Adidas Starlancer Club Unisex Football Lucid Lemon/Black,"Starlancer Club Football, Green",25.0,USD,2340000.0,LBP,25.0,26.0,2250000.0,2340000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
IW8529,Adidas Future Icons 3 Stripes Men sportswear Hoody Grey Four,"Future Icons 3 Stripes Full-Zip Hoodie, Grey",79.0,USD,8730000.0,LBP,79.0,97.0,7110000.0,8730000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-18.0,-1620000.0
IW8542,Adidas Future Icons 3 Stripes Men sportswear Short Grey Four,"Future Icons 3-Stripes Shorts, Grey",44.0,USD,4860000.0,LBP,44.0,54.0,3960000.0,4860000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-10.0,-900000.0
IX3178,Adidas Power Vii Unisex Training Bag Alumina/Black,"Unisex Power Backpack, Beige",41.0,USD,4050000.0,LBP,41.0,45.0,3690000.0,4050000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
IX3640,Adidas Future Icons Logo Kids-Boys sportswear Hoody Tent Green/Black,"Kids Unisex Future Icons Logo Hooded Sweatshirt, Green",54.0,USD,5490000.0,LBP,54.0,61.0,4860000.0,5490000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-7.0,-630000.0
IX3870,Adidas Predator Unisex Football Gloves Blue/Red/White,"Unisex Predator Training Goalkeeper Gloves, Blue",30.0,USD,2790000.0,LBP,30.0,31.0,2700000.0,2790000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
IX4062,Adidas Uefa Champions League Phase Training 24 Unisex football Ball White/Black/Solar,"Ucl Training 24/25 Group Stage Ball, White",29.0,USD,3150000.0,LBP,29.0,35.0,2610000.0,3150000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-6.0,-540000.0
IX6456,Adidas Positive Women Sportswear T-Shirt Semi Pink Spark,"Positivity Graphic T-Shirt, Pink",31.0,USD,3150000.0,LBP,31.0,35.0,2790000.0,3150000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-4.0,-360000.0
IX9147,Adidas D4T Workout Men training T-Shirt Glory Grey Mel,"D4T Workout T-Shirt, Grey",32.0,USD,3600000.0,LBP,32.0,40.0,2880000.0,3600000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-8.0,-720000.0
IX9442,Adidas All Szn Kids-Unisex Sportswear Short Black,"Unisex Kids All Szn Shorts, Black",24.0,USD,3150000.0,LBP,24.0,35.0,2160000.0,3150000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-11.0,-990000.0
IY0704,Adidas Own The Run Men Running Short Black,"Own The Run Shorts, Black",38.0,USD,4410000.0,LBP,38.0,49.0,3420000.0,4410000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-11.0,-990000.0
IY8138,Adidas Xpress Street Jam Kids-Girls Sportswear T-Shirt Black,"Kids Xpress Street Jam Graphic T-Shirt, Black",20.0,USD,2700000.0,LBP,20.0,30.0,1800000.0,2700000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-10.0,-900000.0
IZ2367,Adidas Adicolor Classics 3 Stripes Men Originals T-Shirt Legacy Teal,"Adicolor Classics 3-Stripes T-Shirt, Turquoise",35.0,USD,3870000.0,LBP,35.0,43.0,3150000.0,3870000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-8.0,-720000.0
JC9309,Adidas Z N E Women Sportswear Pant Black,"adidas Z.N.E. Tracksuit Bottoms, Black",88.0,USD,8100000.0,LBP,88.0,90.0,7920000.0,8100000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-2.0,-180000.0
JC9667,Adidas Essentials Kids-Boys Sportswear Hoody Black/White,"Unisex Kids Essentials Hoodie, Black",60.0,USD,5490000.0,LBP,60.0,61.0,5400000.0,5490000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JC9774,Adidas Essentials Kids Unisex Sportswear T-Shirt White/Black,"Unisex Kids Essentials T-Shirt, White",25.0,USD,2340000.0,LBP,25.0,26.0,2250000.0,2340000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JE0171,Adidas Future Icons 3 Stripes Full Zip Women Sportswear Hoody Black,"Future Icons 3-Stripes Full-Zip Hoodie, Black",115.0,USD,10530000.0,LBP,115.0,117.0,10350000.0,10530000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-2.0,-180000.0
JG3589,Adidas Club 3 Stripes Men Tennis Short Black,"Club Tennis Climacool 3-Stripes Shorts, Black",60.0,USD,5490000.0,LBP,60.0,61.0,5400000.0,5490000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JI1132,Adidas Predator League Turf Cleats Unisex Football Shoes White/Black/Lemon,"Unisex Predator League Turf Boots, White",96.0,USD,9900000.0,LBP,96.0,110.0,8640000.0,9900000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-14.0,-1260000.0
JI2062,Adidas Gazelle Indoor Men Original Shoes Green/White/Gum,"Gazelle Indoor Shoes, Green",175.0,USD,15840000.0,LBP,175.0,176.0,15750000.0,15840000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JI4817,Adidas Kantai Trail Men Sportswear Shoes White/Putty Grey,"Kantai Trail Shoes, White",175.0,USD,15840000.0,LBP,175.0,176.0,15750000.0,15840000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JJ1066,Adidas Essentials Kids-Girls Sportswear T-Shirt White/Black,"Kids Train Essentials Regular Fit Logo Training T-Shirt, White",25.0,USD,2340000.0,LBP,25.0,26.0,2250000.0,2340000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JQ2610,Adidas Galaxy 7 Women Running Shoes White/Halo Mint/Lime,"Galaxy 7 Running Shoes, White",79.0,USD,7200000.0,LBP,79.0,80.0,7110000.0,7200000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JQ2868,Adidas Tensaur Sport 2.0 Ps-Girls Sportswear Shoes White/Clear Pink,"Kids Unisex Tensaur Hook and Loop Shoes, White",46.0,USD,4410000.0,LBP,46.0,49.0,4140000.0,4410000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-3.0,-270000.0
JR0287,Adidas Adistar 4 Women Running Shoes Mint/Metallic,"Adistar 4 Running Shoes, Green",207.0,USD,18720000.0,LBP,207.0,208.0,18630000.0,18720000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
JR0310,Adidas Adistar 4 Men Running Shoes Ink/Lime Burst,"Adistar 4 Running Shoes, Blue",207.0,USD,18720000.0,LBP,207.0,208.0,18630000.0,18720000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
KB4946,Adidas Stadium Women Sportswear Track Top Crystal Linen,"Stadium Tracktop, Beige",115.0,USD,10530000.0,LBP,115.0,117.0,10350000.0,10530000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-2.0,-180000.0
KI0740,Adidas Advantage Infant-Boys Sportswear Shoes Off White,"Kids Unisex Advantage Shoes, White",60.0,USD,5490000.0,LBP,60.0,61.0,5400000.0,5490000.0,False,mikesport_lb,adidas_lb,mikesport_cheaper,-1.0,-90000.0
